Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Bose SoundSport Headphones,1,99.99,2023-04-23,"682 Chestnut St, Boston, MA 02215",Auriculares
Google Phone,1,600,2023-04-28,"669 Spruce St, Los Angeles, CA 90001",Teléfonos
Wired Headphones,1,11.99,2023-04-28,"669 Spruce St, Los Angeles, CA 90001",Auriculares
Bose SoundSport Headphones,1,99.99,2023-04-18,"668 Center St, Seattle, WA 98101",Auriculares
USB-C Charging Cable,1,11.95,2023-04-28,"790 Ridge St, Atlanta, GA 30301",Cargadores
Wired Headphones,1,11.99,2023-04-24,"83 7th St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2023-04-20,"149 Dogwood St, New York City, NY 10001",Auriculares
Google Phone,1,600,2023-04-19,"20 Hill St, Los Angeles, CA 90001",Teléfonos
USB-C Charging Cable,1,11.95,2023-04-19,"20 Hill St, Los Angeles, CA 90001",Cargadores
Apple Airpods Headphones,1,150,2023-04-20,"260 Spruce St, Dallas, TX 75001",Auriculares
Apple Airpods Headphones,1,150,2023-04-25,"513 Church St, Boston, MA 02215",Auriculares
AA Batteries (4-pack),1,3.84,2023-04-27,"886 Jefferson St, New York City, NY 10001",Pilas
USB-C Charging Cable,1,11.95,2023-04-21,"886 Willow St, Los Angeles, CA 90001",Cargadores
iPhone,1,700,2023-04-25,"84 Jackson St, Boston, MA 02215",Teléfonos
Bose SoundSport Headphones,1,99.99,2023-04-23,"823 Highland St, Boston, MA 02215",Auriculares
Bose SoundSport Headphones,1,99.99,2023-04-23,"823 Highland St, Boston, MA 02215",Auriculares
AAA Batteries (4-pack),2,2.99,2023-04-26,"365 Center St, San Francisco, CA 94016",Pilas
Google Phone,1,600,2023-04-26,"365 Center St, San Francisco, CA 94016",Teléfonos
20in Monitor,1,109.99,2023-04-18,"765 Cherry St, Seattle, WA 98101",Monitores
Lightning Charging Cable,1,14.95,2023-04-20,"846 Highland St, Atlanta, GA 30301",Cargadores
Google Phone,1,600,2023-04-27,"873 6th St, New York City, NY 10001",Teléfonos
Wired Headphones,3,11.99,2023-04-18,"383 6th St, Los Angeles, CA 90001",Auriculares
Lightning Charging Cable,1,14.95,2023-04-27,"279 Maple St, New York City, NY 10001",Cargadores
USB-C Charging Cable,1,11.95,2023-04-18,"754 10th St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2023-04-17,"858 6th St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2023-04-18,"462 11th St, San Francisco, CA 94016",Cargadores
iPhone,1,700,2023-04-27,"15 Cherry St, San Francisco, CA 94016",Teléfonos
Apple Airpods Headphones,1,150,2023-04-27,"267 11th St, Austin, TX 73301",Auriculares
Apple Airpods Headphones,1,150,2023-04-20,"149 North St, Seattle, WA 98101",Auriculares
AA Batteries (4-pack),1,3.84,2023-04-23,"647 Jackson St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2023-04-21,"380 Washington St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,1,14.95,2023-04-27,"863 8th St, Boston, MA 02215",Cargadores
AA Batteries (4-pack),1,3.84,2023-04-27,"983 11th St, San Francisco, CA 94016",Pilas
Bose SoundSport Headphones,1,99.99,2023-04-17,"491 Chestnut St, Boston, MA 02215",Auriculares
Google Phone,1,600,2023-04-26,"770 Maple St, San Francisco, CA 94016",Teléfonos
USB-C Charging Cable,1,11.95,2023-04-29,"292 Dogwood St, San Francisco, CA 94016",Cargadores
AAA Batteries (4-pack),1,2.99,2023-04-30,"814 Madison St, San Francisco, CA 94016",Pilas
Lightning Charging Cable,1,14.95,2023-04-26,"311 Madison St, Atlanta, GA 30301",Cargadores
USB-C Charging Cable,1,11.95,2023-04-25,"702 11th St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,1,14.95,2023-04-28,"153 River St, Boston, MA 02215",Cargadores
iPhone,1,700,2023-04-23,"997 South St, Boston, MA 02215",Teléfonos
LG Washing Machine,1,600.0,2023-04-25,"502 14th St, New York City, NY 10001",Electrodomésticos
Apple Airpods Headphones,1,150,2023-04-27,"848 Center St, San Francisco, CA 94016",Auriculares
Google Phone,1,600,2023-04-28,"12 Lakeview St, New York City, NY 10001",Teléfonos
34in Ultrawide Monitor,1,379.99,2023-04-21,"678 Hickory St, Portland, OR 97035",Monitores
Bose SoundSport Headphones,1,99.99,2023-04-21,"450 Johnson St, Seattle, WA 98101",Auriculares
AAA Batteries (4-pack),1,2.99,2023-04-29,"544 Madison St, Los Angeles, CA 90001",Pilas
ThinkPad Laptop,1,999.99,2023-04-23,"927 13th St, Dallas, TX 75001",Portátiles
Wired Headphones,1,11.99,2023-04-24,"382 Forest St, Seattle, WA 98101",Auriculares
27in 4K Gaming Monitor,1,389.99,2023-04-27,"92 11th St, Los Angeles, CA 90001",Monitores
27in FHD Monitor,1,149.99,2023-04-24,"506 Jackson St, Dallas, TX 75001",Monitores
Lightning Charging Cable,1,14.95,2023-04-28,"778 Maple St, New York City, NY 10001",Cargadores
USB-C Charging Cable,1,11.95,2023-04-28,"778 Maple St, New York City, NY 10001",Cargadores
20in Monitor,1,109.99,2023-04-26,"952 1st St, Boston, MA 02215",Monitores
AAA Batteries (4-pack),1,2.99,2023-04-18,"933 Meadow St, Seattle, WA 98101",Pilas
LG Dryer,1,600.0,2023-04-25,"788 Lincoln St, Los Angeles, CA 90001",Electrodomésticos
34in Ultrawide Monitor,1,379.99,2023-04-17,"661 Washington St, Austin, TX 73301",Monitores
USB-C Charging Cable,1,11.95,2023-04-29,"368 Main St, Los Angeles, CA 90001",Cargadores
AA Batteries (4-pack),1,3.84,2023-04-19,"253 Willow St, Los Angeles, CA 90001",Pilas
20in Monitor,1,109.99,2023-04-20,"873 Sunset St, San Francisco, CA 94016",Monitores
AAA Batteries (4-pack),1,2.99,2023-04-28,"991 Lincoln St, Los Angeles, CA 90001",Pilas
Wired Headphones,1,11.99,2023-04-24,"290 Forest St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,1,11.95,2023-04-21,"985 Washington St, Atlanta, GA 30301",Cargadores
AA Batteries (4-pack),2,3.84,2023-04-28,"709 Lake St, Seattle, WA 98101",Pilas
iPhone,1,700,2023-04-23,"343 Johnson St, New York City, NY 10001",Teléfonos
Bose SoundSport Headphones,1,99.99,2023-04-18,"232 Lakeview St, San Francisco, CA 94016",Auriculares
34in Ultrawide Monitor,1,379.99,2023-04-23,"967 Walnut St, Dallas, TX 75001",Monitores
USB-C Charging Cable,1,11.95,2023-04-27,"128 Church St, Austin, TX 73301",Cargadores
Lightning Charging Cable,2,14.95,2023-04-22,"503 8th St, Austin, TX 73301",Cargadores
Lightning Charging Cable,1,14.95,2023-04-29,"309 South St, New York City, NY 10001",Cargadores
Apple Airpods Headphones,1,150,2023-04-29,"408 Center St, Portland, OR 97035",Auriculares
20in Monitor,2,109.99,2023-04-23,"848 West St, Dallas, TX 75001",Monitores
27in 4K Gaming Monitor,1,389.99,2023-04-17,"209 14th St, New York City, NY 10001",Monitores
USB-C Charging Cable,1,11.95,2023-04-29,"979 8th St, Los Angeles, CA 90001",Cargadores
Lightning Charging Cable,1,14.95,2023-04-30,"218 Hickory St, Los Angeles, CA 90001",Cargadores
20in Monitor,1,109.99,2023-04-27,"575 Hickory St, San Francisco, CA 94016",Monitores
Apple Airpods Headphones,1,150,2023-04-19,"611 Jackson St, New York City, NY 10001",Auriculares
Apple Airpods Headphones,1,150,2023-04-23,"109 Center St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),1,3.84,2023-04-19,"661 Center St, San Francisco, CA 94016",Pilas
34in Ultrawide Monitor,1,379.99,2023-04-21,"730 6th St, Austin, TX 73301",Monitores
Google Phone,1,600,2023-04-21,"730 6th St, Austin, TX 73301",Teléfonos
27in 4K Gaming Monitor,1,389.99,2023-04-17,"570 11th St, Atlanta, GA 30301",Monitores
Lightning Charging Cable,1,14.95,2023-04-30,"937 Maple St, Los Angeles, CA 90001",Cargadores
27in 4K Gaming Monitor,1,389.99,2023-04-24,"638 Park St, Seattle, WA 98101",Monitores
AA Batteries (4-pack),1,3.84,2023-04-29,"255 Cedar St, Austin, TX 73301",Pilas
AA Batteries (4-pack),1,3.84,2023-04-29,"665 Wilson St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2023-04-17,"496 Adams St, Atlanta, GA 30301",Cargadores
34in Ultrawide Monitor,1,379.99,2023-04-18,"288 Forest St, Los Angeles, CA 90001",Monitores
27in 4K Gaming Monitor,1,389.99,2023-04-25,"825 Madison St, Seattle, WA 98101",Monitores
27in FHD Monitor,1,149.99,2023-04-21,"348 Lake St, New York City, NY 10001",Monitores
AA Batteries (4-pack),1,3.84,2023-04-27,"79 Hickory St, Portland, OR 97035",Pilas
Lightning Charging Cable,1,14.95,2023-04-22,"864 Main St, Los Angeles, CA 90001",Cargadores
Wired Headphones,1,11.99,2023-04-18,"813 Highland St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,1,11.95,2023-04-30,"729 Ridge St, San Francisco, CA 94016",Cargadores
27in 4K Gaming Monitor,1,389.99,2023-04-25,"205 4th St, Atlanta, GA 30301",Monitores
Wired Headphones,1,11.99,2023-04-20,"643 Spruce St, Los Angeles, CA 90001",Auriculares
Wired Headphones,1,11.99,2023-04-24,"345 Church St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),1,3.84,2023-04-26,"426 14th St, New York City, NY 10001",Pilas
USB-C Charging Cable,2,11.95,2023-04-17,"975 Forest St, San Francisco, CA 94016",Cargadores
Apple Airpods Headphones,1,150,2023-04-30,"163 Jackson St, Portland, OR 97035",Auriculares
34in Ultrawide Monitor,1,379.99,2023-04-28,"201 Madison St, San Francisco, CA 94016",Monitores
27in FHD Monitor,1,149.99,2023-04-20,"351 Park St, Atlanta, GA 30301",Monitores
iPhone,1,700,2023-04-19,"976 Hickory St, Dallas, TX 75001",Teléfonos
