Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Macbook Pro Laptop,1,1700,2021-01-03,"136 Church St, New York City, NY 10001",Portátiles
LG Washing Machine,1,600.0,2021-01-02,"562 2nd St, New York City, NY 10001",Electrodomésticos
AA Batteries (4-pack),1,3.84,2021-01-04,"200 Jefferson St, New York City, NY 10001",Pilas
AAA Batteries (4-pack),4,2.99,2021-01-01,"77 7th St, Dallas, TX 75001",Pilas
ThinkPad Laptop,1,999.99,2021-01-01,"410 Lincoln St, Los Angeles, CA 90001",Portátiles
Bose SoundSport Headphones,1,99.99,2021-01-01,"751 North St, San Francisco, CA 94016",Auriculares
iPhone,1,700,2021-01-04,"826 Hickory St, Los Angeles, CA 90001",Teléfonos
34in Ultrawide Monitor,1,379.99,2021-01-01,"432 1st St, Dallas, TX 75001",Monitores
Apple Airpods Headphones,1,150,2021-01-02,"860 Washington St, Boston, MA 02215",Auriculares
AAA Batteries (4-pack),1,2.99,2021-01-02,"922 Hickory St, Los Angeles, CA 90001",Pilas
Bose SoundSport Headphones,1,99.99,2021-01-03,"239 4th St, Atlanta, GA 30301",Auriculares
Lightning Charging Cable,1,14.95,2021-01-04,"79 Chestnut St, Dallas, TX 75001",Cargadores
Bose SoundSport Headphones,1,99.99,2021-01-01,"307 South St, San Francisco, CA 94016",Auriculares
Bose SoundSport Headphones,1,99.99,2021-01-04,"196 Wilson St, Los Angeles, CA 90001",Auriculares
USB-C Charging Cable,1,11.95,2021-01-04,"935 Jackson St, Seattle, WA 98101",Cargadores
USB-C Charging Cable,1,11.95,2021-01-01,"458 Elm St, Atlanta, GA 30301",Cargadores
AA Batteries (4-pack),1,3.84,2021-01-01,"885 Lincoln St, Los Angeles, CA 90001",Pilas
AAA Batteries (4-pack),1,2.99,2021-01-02,"140 10th St, Atlanta, GA 30301",Pilas
27in FHD Monitor,1,149.99,2021-01-01,"602 Ridge St, San Francisco, CA 94016",Monitores
Lightning Charging Cable,1,14.95,2021-01-01,"464 Willow St, Boston, MA 02215",Cargadores
Bose SoundSport Headphones,1,99.99,2021-01-02,"65 Center St, Boston, MA 02215",Auriculares
Wired Headphones,1,11.99,2021-01-02,"611 North St, New York City, NY 10001",Auriculares
USB-C Charging Cable,1,11.95,2021-01-01,"673 Church St, Atlanta, GA 30301",Cargadores
Bose SoundSport Headphones,1,99.99,2021-01-03,"654 Highland St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),1,3.84,2021-01-04,"663 12th St, Atlanta, GA 30301",Pilas
USB-C Charging Cable,1,11.95,2021-01-02,"480 1st St, Los Angeles, CA 90001",Cargadores
iPhone,1,700,2021-01-02,"183 Hickory St, Austin, TX 73301",Teléfonos
USB-C Charging Cable,1,11.95,2021-01-03,"984 Jefferson St, Portland, OR 97035",Cargadores
USB-C Charging Cable,1,11.95,2021-01-02,"588 Washington St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2021-01-01,"547 12th St, Boston, MA 02215",Cargadores
Macbook Pro Laptop,1,1700,2021-01-01,"661 Park St, Dallas, TX 75001",Portátiles
27in FHD Monitor,1,149.99,2021-01-04,"721 1st St, Los Angeles, CA 90001",Monitores
AAA Batteries (4-pack),1,2.99,2021-01-01,"198 Walnut St, San Francisco, CA 94016",Pilas
Lightning Charging Cable,1,14.95,2021-01-04,"628 Church St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2021-01-01,"534 Walnut St, Portland, OR 97035",Cargadores
AAA Batteries (4-pack),1,2.99,2021-01-02,"539 Forest St, San Francisco, CA 94016",Pilas
ThinkPad Laptop,1,999.99,2021-01-04,"64 Dogwood St, Portland, OR 97035",Portátiles
Google Phone,1,600,2021-01-03,"150 North St, Boston, MA 02215",Teléfonos
27in 4K Gaming Monitor,1,389.99,2021-01-02,"175 Main St, San Francisco, CA 94016",Monitores
AA Batteries (4-pack),1,3.84,2021-01-02,"441 6th St, Austin, TX 73301",Pilas
AA Batteries (4-pack),1,3.84,2021-01-04,"789 14th St, Boston, MA 02215",Pilas
27in FHD Monitor,1,149.99,2021-01-02,"321 River St, Boston, MA 02215",Monitores
USB-C Charging Cable,1,11.95,2021-01-03,"357 Hickory St, Boston, MA 02215",Cargadores
