Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
27in FHD Monitor,1,149.99,2022-10-26,"628 Jefferson St, New York City, NY 10001",Monitores
Wired Headphones,1,11.99,2022-10-19,"534 14th St, Los Angeles, CA 90001",Auriculares
AAA Batteries (4-pack),1,2.99,2022-10-13,"976 Lake St, New York City, NY 10001",Pilas
Apple Airpods Headphones,1,150.0,2022-10-28,"742 14th St, San Francisco, CA 94016",Auriculares
27in FHD Monitor,1,149.99,2022-10-25,"960 Ridge St, Boston, MA 02215",Monitores
Wired Headphones,1,11.99,2022-10-29,"434 Madison St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150.0,2022-10-29,"784 6th St, Los Angeles, CA 90001",Auriculares
USB-C Charging Cable,1,11.95,2022-10-22,"557 Forest St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2022-10-24,"218 14th St, San Francisco, CA 94016",Monitores
Lightning Charging Cable,1,14.95,2022-10-30,"997 1st St, Boston, MA 02215",Cargadores
27in 4K Gaming Monitor,1,389.99,2022-10-21,"148 Lincoln St, San Francisco, CA 94016",Monitores
Apple Airpods Headphones,1,150.0,2022-10-31,"424 North St, San Francisco, CA 94016",Auriculares
Wired Headphones,1,11.99,2022-10-30,"605 Ridge St, New York City, NY 10001",Auriculares
Apple Airpods Headphones,1,150.0,2022-10-25,"597 6th St, Los Angeles, CA 90001",Auriculares
Lightning Charging Cable,1,14.95,2022-10-28,"966 Hickory St, Los Angeles, CA 90001",Cargadores
Bose SoundSport Headphones,1,99.99,2022-10-13,"695 6th St, New York City, NY 10001",Auriculares
AA Batteries (4-pack),1,3.84,2022-10-24,"948 Forest St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2022-10-29,"661 Maple St, Dallas, TX 75001",Pilas
Lightning Charging Cable,1,14.95,2022-10-20,"134 Cherry St, Atlanta, GA 30301",Cargadores
Wired Headphones,1,11.99,2022-10-31,"374 Forest St, Los Angeles, CA 90001",Auriculares
Bose SoundSport Headphones,1,99.99,2022-10-25,"235 Adams St, Atlanta, GA 30301",Auriculares
Wired Headphones,1,11.99,2022-10-13,"901 Walnut St, Atlanta, GA 30301",Auriculares
27in 4K Gaming Monitor,1,389.99,2022-10-31,"628 Forest St, Los Angeles, CA 90001",Monitores
Wired Headphones,1,11.99,2022-10-27,"291 Lincoln St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),3,3.84,2022-10-21,"11 Lakeview St, Seattle, WA 98101",Pilas
Bose SoundSport Headphones,1,99.99,2022-10-19,"883 5th St, Boston, MA 02215",Auriculares
Bose SoundSport Headphones,1,99.99,2022-10-19,"698 Center St, Dallas, TX 75001",Auriculares
AA Batteries (4-pack),1,3.84,2022-10-24,"665 Elm St, Atlanta, GA 30301",Pilas
27in FHD Monitor,1,149.99,2022-10-15,"854 Main St, Austin, TX 73301",Monitores
AA Batteries (4-pack),2,3.84,2022-10-13,"110 Hill St, San Francisco, CA 94016",Pilas
AA Batteries (4-pack),1,3.84,2022-10-21,"39 West St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150.0,2022-10-20,"29 Washington St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),2,2.99,2022-10-28,"280 8th St, Portland, OR 97035",Pilas
Vareebadd Phone,1,400.0,2022-10-22,"680 South St, Dallas, TX 75001",Teléfonos
Wired Headphones,1,11.99,2022-10-20,"908 Washington St, Seattle, WA 98101",Auriculares
Google Phone,1,600.0,2022-10-30,"791 Forest St, Los Angeles, CA 90001",Teléfonos
USB-C Charging Cable,2,11.95,2022-10-30,"791 Forest St, Los Angeles, CA 90001",Cargadores
Wired Headphones,1,11.99,2022-10-31,"240 Chestnut St, San Francisco, CA 94016",Auriculares
Google Phone,1,600.0,2022-10-17,"849 Ridge St, San Francisco, CA 94016",Teléfonos
USB-C Charging Cable,1,11.95,2022-10-17,"849 Ridge St, San Francisco, CA 94016",Cargadores
