Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
iPhone,1,700,2019-01-22,"944 Walnut St, Boston, MA 02215",Teléfonos
Lightning Charging Cable,1,14.95,2019-01-28,"185 Maple St, Portland, OR 97035",Cargadores
Wired Headphones,2,11.99,2019-01-17,"538 Adams St, San Francisco, CA 94016",Auriculares
27in FHD Monitor,1,149.99,2019-01-05,"738 10th St, Los Angeles, CA 90001",Monitores
Wired Headphones,1,11.99,2019-01-25,"387 10th St, Austin, TX 73301",Auriculares
AAA Batteries (4-pack),1,2.99,2019-01-29,"775 Willow St, San Francisco, CA 94016",Pilas
27in 4K Gaming Monitor,1,389.99,2019-01-26,"979 Park St, Los Angeles, CA 90001",Monitores
USB-C Charging Cable,1,11.95,2019-01-05,"181 6th St, San Francisco, CA 94016",Cargadores
Bose SoundSport Headphones,1,99.99,2019-01-01,"867 Willow St, Los Angeles, CA 90001",Auriculares
Apple Airpods Headphones,1,150,2019-01-22,"657 Johnson St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150,2019-01-07,"492 Walnut St, San Francisco, CA 94016",Auriculares
Macbook Pro Laptop,1,1700,2019-01-31,"322 6th St, San Francisco, CA 94016",Portátiles
AAA Batteries (4-pack),3,2.99,2019-01-09,"618 7th St, Los Angeles, CA 90001",Pilas
27in FHD Monitor,1,149.99,2019-01-25,"512 Wilson St, San Francisco, CA 94016",Monitores
Flatscreen TV,1,300,2019-01-03,"363 Spruce St, Austin, TX 73301",Televisores
27in FHD Monitor,1,149.99,2019-01-05,"440 Cedar St, Portland, OR 97035",Monitores
Vareebadd Phone,1,400,2019-01-10,"471 Center St, Los Angeles, CA 90001",Teléfonos
Apple Airpods Headphones,1,150,2019-01-24,"414 Walnut St, Boston, MA 02215",Auriculares
USB-C Charging Cable,1,11.95,2019-01-30,"220 9th St, Los Angeles, CA 90001",Cargadores
AA Batteries (4-pack),1,3.84,2019-01-17,"385 11th St, Atlanta, GA 30301",Pilas
AAA Batteries (4-pack),1,2.99,2019-01-08,"238 Sunset St, Seattle, WA 98101",Pilas
USB-C Charging Cable,1,11.95,2019-01-09,"764 11th St, Los Angeles, CA 90001",Cargadores
Google Phone,1,600,2019-01-29,"675 Washington St, Portland, OR 97035",Teléfonos
Apple Airpods Headphones,1,150,2019-01-12,"338 Highland St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),1,3.84,2019-01-19,"820 1st St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),2,2.99,2019-01-20,"920 Adams St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2019-01-01,"293 Hill St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2019-01-09,"840 Lincoln St, Atlanta, GA 30301",Cargadores
AAA Batteries (4-pack),1,2.99,2019-01-16,"291 Lincoln St, San Francisco, CA 94016",Pilas
Bose SoundSport Headphones,1,99.99,2019-01-11,"640 Spruce St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2019-01-03,"937 Highland St, New York City, NY 10001",Auriculares
Apple Airpods Headphones,1,150,2019-01-01,"853 Ridge St, Boston, MA 02215",Auriculares
27in 4K Gaming Monitor,1,389.99,2019-01-02,"834 4th St, Dallas, TX 75001",Monitores
Apple Airpods Headphones,1,150,2019-01-09,"649 Sunset St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),1,3.84,2019-01-14,"611 Elm St, New York City, NY 10001",Pilas
27in 4K Gaming Monitor,1,389.99,2019-01-03,"812 Jefferson St, Los Angeles, CA 90001",Monitores
Wired Headphones,1,11.99,2019-01-27,"469 Hill St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,1,11.95,2019-01-30,"90 13th St, Boston, MA 02215",Cargadores
AAA Batteries (4-pack),1,2.99,2019-01-12,"818 Lincoln St, New York City, NY 10001",Pilas
Wired Headphones,2,11.99,2019-01-29,"994 13th St, Boston, MA 02215",Auriculares
USB-C Charging Cable,1,11.95,2019-01-17,"8 Jackson St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2019-01-07,"610 Walnut St, Austin, TX 73301",Cargadores
Wired Headphones,1,11.99,2019-01-07,"610 Walnut St, Austin, TX 73301",Auriculares
Lightning Charging Cable,1,14.95,2019-01-21,"63 Cherry St, Los Angeles, CA 90001",Cargadores
Bose SoundSport Headphones,1,99.99,2019-01-13,"370 Lakeview St, Austin, TX 73301",Auriculares
Lightning Charging Cable,1,14.95,2019-01-26,"100 Cherry St, New York City, NY 10001",Cargadores
Lightning Charging Cable,1,14.95,2019-01-03,"938 14th St, Boston, MA 02215",Cargadores
AAA Batteries (4-pack),1,2.99,2019-01-20,"530 7th St, Los Angeles, CA 90001",Pilas
Lightning Charging Cable,1,14.95,2019-01-05,"274 2nd St, Atlanta, GA 30301",Cargadores
Vareebadd Phone,1,400,2019-01-11,"125 Center St, New York City, NY 10001",Teléfonos
Flatscreen TV,1,300,2019-01-02,"68 Hickory St, Seattle, WA 98101",Televisores
Wired Headphones,1,11.99,2019-01-29,"462 1st St, Los Angeles, CA 90001",Auriculares
AAA Batteries (4-pack),3,2.99,2019-01-14,"447 Cedar St, Seattle, WA 98101",Pilas
27in 4K Gaming Monitor,1,389.99,2019-01-02,"505 Hickory St, Dallas, TX 75001",Monitores
Bose SoundSport Headphones,1,99.99,2019-01-31,"386 Elm St, San Francisco, CA 94016",Auriculares
Macbook Pro Laptop,1,1700,2019-01-19,"789 Washington St, Los Angeles, CA 90001",Portátiles
20in Monitor,1,109.99,2019-01-28,"534 Elm St, Atlanta, GA 30301",Monitores
Apple Airpods Headphones,1,150,2019-01-02,"4 1st St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),3,3.84,2019-01-02,"4 1st St, Los Angeles, CA 90001",Pilas
AA Batteries (4-pack),1,3.84,2019-01-26,"632 13th St, Los Angeles, CA 90001",Pilas
AAA Batteries (4-pack),1,2.99,2019-01-21,"847 Ridge St, Los Angeles, CA 90001",Pilas
USB-C Charging Cable,1,11.95,2019-01-18,"880 Washington St, Boston, MA 02215",Cargadores
Bose SoundSport Headphones,1,99.99,2019-01-25,"907 Highland St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),1,3.84,2019-01-06,"898 Lakeview St, Austin, TX 73301",Pilas
USB-C Charging Cable,1,11.95,2019-01-20,"889 Cedar St, Atlanta, GA 30301",Cargadores
Lightning Charging Cable,1,14.95,2019-01-04,"566 Highland St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,1,14.95,2019-01-21,"81 10th St, Dallas, TX 75001",Cargadores
AAA Batteries (4-pack),1,2.99,2019-01-31,"836 Hill St, Dallas, TX 75001",Pilas
Apple Airpods Headphones,1,150,2019-01-23,"121 Cherry St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2019-01-27,"867 Hill St, New York City, NY 10001",Auriculares
AAA Batteries (4-pack),2,2.99,2019-01-18,"90 14th St, Portland, OR 97035",Pilas
AA Batteries (4-pack),1,3.84,2019-01-19,"313 14th St, Seattle, WA 98101",Pilas
USB-C Charging Cable,1,11.95,2019-01-28,"363 Willow St, Los Angeles, CA 90001",Cargadores
AAA Batteries (4-pack),3,2.99,2019-01-27,"756 Wilson St, Austin, TX 73301",Pilas
Wired Headphones,1,11.99,2019-01-19,"458 Forest St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),1,2.99,2019-01-11,"895 Johnson St, Boston, MA 02215",Pilas
27in FHD Monitor,1,149.99,2019-01-12,"926 Cedar St, Portland, OR 97035",Monitores
AAA Batteries (4-pack),2,2.99,2019-01-20,"423 Elm St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2019-01-07,"679 8th St, San Francisco, CA 94016",Pilas
34in Ultrawide Monitor,1,379.99,2019-01-28,"223 North St, Atlanta, GA 30301",Monitores
Apple Airpods Headphones,1,150,2019-01-08,"741 11th St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2019-01-09,"38 Johnson St, Los Angeles, CA 90001",Cargadores
Macbook Pro Laptop,1,1700,2019-01-13,"700 Jefferson St, New York City, NY 10001",Portátiles
USB-C Charging Cable,1,11.95,2019-01-10,"842 8th St, Seattle, WA 98101",Cargadores
AAA Batteries (4-pack),3,2.99,2019-01-01,"235 South St, Seattle, WA 98101",Pilas
27in FHD Monitor,1,149.99,2019-01-21,"875 Meadow St, New York City, NY 10001",Monitores
Bose SoundSport Headphones,1,99.99,2019-01-09,"789 Lakeview St, Boston, MA 02215",Auriculares
Bose SoundSport Headphones,1,99.99,2019-01-01,"548 Maple St, Boston, MA 02215",Auriculares
AA Batteries (4-pack),1,3.84,2019-01-24,"326 12th St, Los Angeles, CA 90001",Pilas
Bose SoundSport Headphones,1,99.99,2019-01-10,"207 8th St, Los Angeles, CA 90001",Auriculares
AAA Batteries (4-pack),2,2.99,2019-01-12,"816 Lake St, Boston, MA 02215",Pilas
USB-C Charging Cable,1,11.95,2019-01-17,"240 River St, New York City, NY 10001",Cargadores
USB-C Charging Cable,1,11.95,2019-01-04,"851 Maple St, San Francisco, CA 94016",Cargadores
Bose SoundSport Headphones,1,99.99,2019-01-23,"880 Lake St, Austin, TX 73301",Auriculares
Google Phone,1,600,2019-01-05,"131 Center St, San Francisco, CA 94016",Teléfonos
USB-C Charging Cable,1,11.95,2019-01-31,"238 Washington St, Los Angeles, CA 90001",Cargadores
ThinkPad Laptop,1,999.99,2019-01-06,"736 5th St, Seattle, WA 98101",Portátiles
USB-C Charging Cable,1,11.95,2019-01-01,"122 5th St, Portland, ME 04101",Cargadores
Wired Headphones,1,11.99,2019-01-21,"391 5th St, Portland, OR 97035",Auriculares
Flatscreen TV,1,300,2019-01-09,"299 Park St, San Francisco, CA 94016",Televisores
USB-C Charging Cable,1,11.95,2019-01-19,"207 7th St, Los Angeles, CA 90001",Cargadores
27in FHD Monitor,1,149.99,2019-01-01,"554 10th St, Los Angeles, CA 90001",Monitores
