Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
USB-C Charging Cable,2,11.95,2021-04-27,"917 1st St, Dallas, TX 75001",Cargadores
Bose SoundSport Headphones,1,99.99,2021-04-15,"682 Chestnut St, Boston, MA 02215",Auriculares
Google Phone,1,600,2021-04-20,"669 Spruce St, Los Angeles, CA 90001",Teléfonos
Wired Headphones,1,11.99,2021-04-20,"669 Spruce St, Los Angeles, CA 90001",Auriculares
Bose SoundSport Headphones,1,99.99,2021-04-10,"668 Center St, Seattle, WA 98101",Auriculares
USB-C Charging Cable,1,11.95,2021-04-20,"790 Ridge St, Atlanta, GA 30301",Cargadores
Wired Headphones,1,11.99,2021-04-16,"83 7th St, Boston, MA 02215",Auriculares
Google Phone,1,600,2021-04-26,"444 7th St, Los Angeles, CA 90001",Teléfonos
Lightning Charging Cable,1,14.95,2021-04-23,"438 Elm St, Seattle, WA 98101",Cargadores
27in 4K Gaming Monitor,1,389.99,2021-04-24,"657 Hill St, Dallas, TX 75001",Monitores
AA Batteries (4-pack),1,3.84,2021-04-30,"186 12th St, Dallas, TX 75001",Pilas
Lightning Charging Cable,1,14.95,2021-04-27,"253 Johnson St, Atlanta, GA 30301",Cargadores
Apple Airpods Headphones,1,150,2021-04-12,"149 Dogwood St, New York City, NY 10001",Auriculares
Google Phone,1,600,2021-04-11,"20 Hill St, Los Angeles, CA 90001",Teléfonos
USB-C Charging Cable,1,11.95,2021-04-11,"20 Hill St, Los Angeles, CA 90001",Cargadores
Apple Airpods Headphones,1,150,2021-04-12,"260 Spruce St, Dallas, TX 75001",Auriculares
Apple Airpods Headphones,1,150,2021-04-17,"513 Church St, Boston, MA 02215",Auriculares
AA Batteries (4-pack),1,3.84,2021-04-19,"886 Jefferson St, New York City, NY 10001",Pilas
USB-C Charging Cable,1,11.95,2021-04-13,"886 Willow St, Los Angeles, CA 90001",Cargadores
iPhone,1,700,2021-04-17,"84 Jackson St, Boston, MA 02215",Teléfonos
AAA Batteries (4-pack),2,2.99,2021-04-28,"146 Jackson St, Portland, OR 97035",Pilas
