Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Bose SoundSport Headphones,1,99.99,2020-08-19,"492 Ridge St, Dallas, TX 75001",Auriculares
iPhone,1,700.0,2020-08-10,"149 7th St, Portland, OR 97035",Teléfonos
AA Batteries (4-pack),2,3.84,2020-08-19,"736 14th St, New York City, NY 10001",Pilas
Wired Headphones,1,11.99,2020-08-06,"470 Hill St, San Francisco, CA 94016",Auriculares
34in Ultrawide Monitor,1,379.99,2020-08-08,"470 Cherry St, Los Angeles, CA 90001",Monitores
20in Monitor,1,109.99,2020-08-17,"918 6th St, San Francisco, CA 94016",Monitores
Wired Headphones,1,11.99,2020-08-29,"58 9th St, San Francisco, CA 94016",Auriculares
Macbook Pro Laptop,1,1700.0,2020-08-11,"239 Spruce St, Los Angeles, CA 90001",Portátiles
LG Washing Machine,1,600.0,2020-08-13,"967 Willow St, San Francisco, CA 94016",Electrodomésticos
AA Batteries (4-pack),1,3.84,2020-08-30,"295 1st St, Boston, MA 02215",Pilas
AA Batteries (4-pack),1,3.84,2020-08-23,"118 Johnson St, Portland, OR 97035",Pilas
Lightning Charging Cable,1,14.95,2020-08-13,"669 12th St, New York City, NY 10001",Cargadores
Apple Airpods Headphones,1,150.0,2020-08-27,"238 Highland St, Atlanta, GA 30301",Auriculares
AAA Batteries (4-pack),1,2.99,2020-08-19,"766 Maple St, Dallas, TX 75001",Pilas
USB-C Charging Cable,1,11.95,2020-08-27,"668 Meadow St, New York City, NY 10001",Cargadores
34in Ultrawide Monitor,1,379.99,2020-08-12,"821 7th St, Los Angeles, CA 90001",Monitores
AAA Batteries (4-pack),1,2.99,2020-08-25,"13 Cedar St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2020-08-12,"139 River St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2020-08-27,"916 Meadow St, Boston, MA 02215",Cargadores
USB-C Charging Cable,1,11.95,2020-08-24,"567 Center St, San Francisco, CA 94016",Cargadores
27in 4K Gaming Monitor,1,389.99,2020-08-16,"173 West St, Portland, OR 97035",Monitores
Apple Airpods Headphones,1,150.0,2020-08-18,"854 Sunset St, New York City, NY 10001",Auriculares
Bose SoundSport Headphones,1,99.99,2020-08-08,"905 Pine St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2020-08-25,"530 Church St, New York City, NY 10001",Cargadores
AA Batteries (4-pack),1,3.84,2020-08-29,"246 Willow St, San Francisco, CA 94016",Pilas
Wired Headphones,1,11.99,2020-08-11,"526 Chestnut St, Dallas, TX 75001",Auriculares
AA Batteries (4-pack),2,3.84,2020-08-24,"763 Hill St, Atlanta, GA 30301",Pilas
Wired Headphones,1,11.99,2020-08-13,"534 North St, Los Angeles, CA 90001",Auriculares
Apple Airpods Headphones,1,150.0,2020-08-10,"518 Main St, San Francisco, CA 94016",Auriculares
ThinkPad Laptop,1,999.99,2020-08-27,"615 11th St, Dallas, TX 75001",Portátiles
Bose SoundSport Headphones,1,99.99,2020-08-12,"861 Adams St, Atlanta, GA 30301",Auriculares
Flatscreen TV,1,300.0,2020-08-15,"415 Ridge St, San Francisco, CA 94016",Televisores
AA Batteries (4-pack),3,3.84,2020-08-15,"27 North St, Austin, TX 73301",Pilas
Google Phone,1,600.0,2020-08-18,"621 North St, San Francisco, CA 94016",Teléfonos
AA Batteries (4-pack),2,3.84,2020-08-18,"306 West St, Los Angeles, CA 90001",Pilas
Apple Airpods Headphones,1,150.0,2020-08-31,"353 Madison St, San Francisco, CA 94016",Auriculares
iPhone,1,700.0,2020-08-08,"869 Jackson St, San Francisco, CA 94016",Teléfonos
Macbook Pro Laptop,1,1700.0,2020-08-08,"654 Chestnut St, Austin, TX 73301",Portátiles
27in FHD Monitor,1,149.99,2020-08-09,"852 8th St, San Francisco, CA 94016",Monitores
27in 4K Gaming Monitor,1,389.99,2020-08-27,"628 Jefferson St, Portland, OR 97035",Monitores
AA Batteries (4-pack),2,3.84,2020-08-21,"84 Cedar St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2020-08-21,"84 Cedar St, San Francisco, CA 94016",Cargadores
Google Phone,1,600.0,2020-08-15,"394 12th St, Atlanta, GA 30301",Teléfonos
Apple Airpods Headphones,1,150.0,2020-08-14,"499 7th St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),1,2.99,2020-08-09,"948 2nd St, Atlanta, GA 30301",Pilas
Apple Airpods Headphones,1,150.0,2020-08-28,"881 10th St, Dallas, TX 75001",Auriculares
Apple Airpods Headphones,1,150.0,2020-08-06,"198 Highland St, Seattle, WA 98101",Auriculares
AAA Batteries (4-pack),2,2.99,2020-08-11,"241 6th St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150.0,2020-08-05,"654 Pine St, New York City, NY 10001",Auriculares
Apple Airpods Headphones,1,150.0,2020-08-25,"238 Hickory St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),3,2.99,2020-08-28,"590 Lakeview St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2020-08-23,"557 North St, New York City, NY 10001",Cargadores
ThinkPad Laptop,1,999.99,2020-08-14,"526 North St, Portland, ME 04101",Portátiles
iPhone,1,700.0,2020-08-13,"635 Lake St, San Francisco, CA 94016",Teléfonos
Apple Airpods Headphones,1,150.0,2020-08-13,"635 Lake St, San Francisco, CA 94016",Auriculares
Google Phone,1,600.0,2020-08-06,"445 Lincoln St, New York City, NY 10001",Teléfonos
Wired Headphones,1,11.99,2020-08-06,"445 Lincoln St, New York City, NY 10001",Auriculares
Flatscreen TV,1,300.0,2020-08-13,"328 North St, Dallas, TX 75001",Televisores
Apple Airpods Headphones,1,150.0,2020-08-12,"467 Hill St, Dallas, TX 75001",Auriculares
AA Batteries (4-pack),2,3.84,2020-08-18,"405 Chestnut St, Dallas, TX 75001",Pilas
Apple Airpods Headphones,1,150.0,2020-08-22,"599 North St, Boston, MA 02215",Auriculares
Wired Headphones,1,11.99,2020-08-07,"754 Chestnut St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),1,3.84,2020-08-28,"908 Park St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2020-08-16,"950 13th St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2020-08-12,"26 Washington St, Boston, MA 02215",Cargadores
Macbook Pro Laptop,1,1700.0,2020-08-15,"701 1st St, San Francisco, CA 94016",Portátiles
Lightning Charging Cable,1,14.95,2020-08-31,"826 Forest St, Los Angeles, CA 90001",Cargadores
AAA Batteries (4-pack),1,2.99,2020-08-13,"11 Wilson St, Atlanta, GA 30301",Pilas
AAA Batteries (4-pack),1,2.99,2020-08-21,"850 Ridge St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),2,2.99,2020-08-17,"585 Spruce St, Los Angeles, CA 90001",Pilas
AAA Batteries (4-pack),1,2.99,2020-08-06,"255 Cherry St, New York City, NY 10001",Pilas
Bose SoundSport Headphones,1,99.99,2020-08-23,"977 13th St, New York City, NY 10001",Auriculares
Flatscreen TV,1,300.0,2020-08-29,"806 Ridge St, Boston, MA 02215",Televisores
27in 4K Gaming Monitor,1,389.99,2020-08-07,"534 Washington St, Portland, ME 04101",Monitores
27in 4K Gaming Monitor,1,389.99,2020-08-31,"765 Lakeview St, Austin, TX 73301",Monitores
Lightning Charging Cable,1,14.95,2020-08-22,"501 Lakeview St, New York City, NY 10001",Cargadores
Lightning Charging Cable,1,14.95,2020-08-17,"872 Ridge St, Seattle, WA 98101",Cargadores
Wired Headphones,1,11.99,2020-08-23,"902 2nd St, Dallas, TX 75001",Auriculares
USB-C Charging Cable,1,11.95,2020-08-11,"969 Spruce St, Seattle, WA 98101",Cargadores
Flatscreen TV,1,300.0,2020-08-22,"155 Hickory St, Los Angeles, CA 90001",Televisores
Bose SoundSport Headphones,1,99.99,2020-08-31,"848 5th St, New York City, NY 10001",Auriculares
27in FHD Monitor,1,149.99,2020-08-23,"148 Chestnut St, San Francisco, CA 94016",Monitores
AAA Batteries (4-pack),1,2.99,2020-08-20,"632 Cherry St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150.0,2020-08-10,"288 Lake St, Seattle, WA 98101",Auriculares
Bose SoundSport Headphones,1,99.99,2020-08-26,"663 Elm St, Boston, MA 02215",Auriculares
Wired Headphones,1,11.99,2020-08-28,"731 10th St, San Francisco, CA 94016",Auriculares
Wired Headphones,1,11.99,2020-08-23,"287 Highland St, Seattle, WA 98101",Auriculares
iPhone,1,700.0,2020-08-13,"41 Adams St, Dallas, TX 75001",Teléfonos
AA Batteries (4-pack),2,3.84,2020-08-31,"352 1st St, Portland, OR 97035",Pilas
AA Batteries (4-pack),1,3.84,2020-08-29,"270 Cherry St, Dallas, TX 75001",Pilas
Wired Headphones,1,11.99,2020-08-17,"796 Park St, San Francisco, CA 94016",Auriculares
Google Phone,1,600.0,2020-08-11,"942 Elm St, Los Angeles, CA 90001",Teléfonos
