Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Flatscreen TV,1,300,2024-07-25,"590 4th St, Seattle, WA 98101",Televisores
Bose SoundSport Headphones,1,99.99,2024-07-23,"899 Elm St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2024-07-22,"960 Willow St, San Francisco, CA 94016",Cargadores
AAA Batteries (4-pack),1,2.99,2024-07-25,"105 Johnson St, Los Angeles, CA 90001",Pilas
Apple Airpods Headphones,1,150,2024-07-29,"764 Adams St, San Francisco, CA 94016",Auriculares
Vareebadd Phone,1,400,2024-07-24,"882 Hickory St, Boston, MA 02215",Teléfonos
AA Batteries (4-pack),2,3.84,2024-07-23,"437 River St, Seattle, WA 98101",Pilas
27in FHD Monitor,1,149.99,2024-07-24,"483 West St, Boston, MA 02215",Monitores
Lightning Charging Cable,2,14.95,2024-07-23,"538 North St, San Francisco, CA 94016",Cargadores
Wired Headphones,2,11.99,2024-07-25,"779 Maple St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150,2024-07-22,"631 Willow St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2024-07-27,"424 Church St, Portland, OR 97035",Cargadores
27in FHD Monitor,1,149.99,2024-07-27,"70 Meadow St, San Francisco, CA 94016",Monitores
USB-C Charging Cable,1,11.95,2024-07-30,"631 12th St, San Francisco, CA 94016",Cargadores
Apple Airpods Headphones,1,150,2024-07-28,"781 Maple St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2024-07-26,"879 Park St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2024-07-21,"117 Lake St, Los Angeles, CA 90001",Cargadores
27in 4K Gaming Monitor,1,389.99,2024-07-31,"525 6th St, Atlanta, GA 30301",Monitores
Lightning Charging Cable,1,14.95,2024-07-31,"638 Dogwood St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,1,14.95,2024-07-24,"840 5th St, Dallas, TX 75001",Cargadores
AAA Batteries (4-pack),2,2.99,2024-07-27,"792 Cedar St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2024-07-25,"248 Johnson St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2024-07-29,"594 Church St, Atlanta, GA 30301",Pilas
Apple Airpods Headphones,1,150,2024-07-25,"444 Spruce St, Austin, TX 73301",Auriculares
Wired Headphones,1,11.99,2024-07-29,"917 Madison St, Seattle, WA 98101",Auriculares
Lightning Charging Cable,1,14.95,2024-07-29,"112 Wilson St, Los Angeles, CA 90001",Cargadores
AAA Batteries (4-pack),2,2.99,2024-07-24,"941 Willow St, Seattle, WA 98101",Pilas
Bose SoundSport Headphones,1,99.99,2024-07-31,"844 Center St, Seattle, WA 98101",Auriculares
Lightning Charging Cable,1,14.95,2024-07-25,"313 Forest St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,1,14.95,2024-07-24,"647 Meadow St, Dallas, TX 75001",Cargadores
