Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Wired Headphones,2,11.99,2019-08-31,"359 Spruce St, Seattle, WA 98101",Auriculares
Bose SoundSport Headphones,1,99.99,2019-08-15,"492 Ridge St, Dallas, TX 75001",Auriculares
iPhone,1,700.0,2019-08-06,"149 7th St, Portland, OR 97035",Teléfonos
AA Batteries (4-pack),2,3.84,2019-08-29,"631 2nd St, Los Angeles, CA 90001",Pilas
AA Batteries (4-pack),2,3.84,2019-08-15,"736 14th St, New York City, NY 10001",Pilas
Wired Headphones,1,11.99,2019-08-02,"470 Hill St, San Francisco, CA 94016",Auriculares
34in Ultrawide Monitor,1,379.99,2019-08-04,"470 Cherry St, Los Angeles, CA 90001",Monitores
20in Monitor,1,109.99,2019-08-13,"918 6th St, San Francisco, CA 94016",Monitores
Wired Headphones,1,11.99,2019-08-25,"58 9th St, San Francisco, CA 94016",Auriculares
Macbook Pro Laptop,1,1700.0,2019-08-07,"239 Spruce St, Los Angeles, CA 90001",Portátiles
LG Washing Machine,1,600.0,2019-08-09,"967 Willow St, San Francisco, CA 94016",Electrodomésticos
AA Batteries (4-pack),1,3.84,2019-08-26,"295 1st St, Boston, MA 02215",Pilas
AA Batteries (4-pack),1,3.84,2019-08-19,"118 Johnson St, Portland, OR 97035",Pilas
27in FHD Monitor,1,149.99,2019-08-31,"196 West St, Dallas, TX 75001",Monitores
Lightning Charging Cable,1,14.95,2019-08-09,"669 12th St, New York City, NY 10001",Cargadores
Apple Airpods Headphones,1,150.0,2019-08-23,"238 Highland St, Atlanta, GA 30301",Auriculares
AAA Batteries (4-pack),1,2.99,2019-08-15,"766 Maple St, Dallas, TX 75001",Pilas
USB-C Charging Cable,1,11.95,2019-08-23,"668 Meadow St, New York City, NY 10001",Cargadores
34in Ultrawide Monitor,1,379.99,2019-08-08,"821 7th St, Los Angeles, CA 90001",Monitores
AAA Batteries (4-pack),1,2.99,2019-08-21,"13 Cedar St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2019-08-08,"139 River St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2019-08-23,"916 Meadow St, Boston, MA 02215",Cargadores
USB-C Charging Cable,1,11.95,2019-08-20,"567 Center St, San Francisco, CA 94016",Cargadores
27in 4K Gaming Monitor,1,389.99,2019-08-12,"173 West St, Portland, OR 97035",Monitores
Apple Airpods Headphones,1,150.0,2019-08-14,"854 Sunset St, New York City, NY 10001",Auriculares
Bose SoundSport Headphones,1,99.99,2019-08-04,"905 Pine St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2019-08-21,"530 Church St, New York City, NY 10001",Cargadores
AA Batteries (4-pack),1,3.84,2019-08-25,"246 Willow St, San Francisco, CA 94016",Pilas
Wired Headphones,1,11.99,2019-08-07,"526 Chestnut St, Dallas, TX 75001",Auriculares
AA Batteries (4-pack),2,3.84,2019-08-20,"763 Hill St, Atlanta, GA 30301",Pilas
Wired Headphones,1,11.99,2019-08-09,"534 North St, Los Angeles, CA 90001",Auriculares
Apple Airpods Headphones,1,150.0,2019-08-06,"518 Main St, San Francisco, CA 94016",Auriculares
ThinkPad Laptop,1,999.99,2019-08-23,"615 11th St, Dallas, TX 75001",Portátiles
Bose SoundSport Headphones,1,99.99,2019-08-08,"861 Adams St, Atlanta, GA 30301",Auriculares
Flatscreen TV,1,300.0,2019-08-11,"415 Ridge St, San Francisco, CA 94016",Televisores
AA Batteries (4-pack),3,3.84,2019-08-11,"27 North St, Austin, TX 73301",Pilas
Google Phone,1,600.0,2019-08-14,"621 North St, San Francisco, CA 94016",Teléfonos
AA Batteries (4-pack),2,3.84,2019-08-14,"306 West St, Los Angeles, CA 90001",Pilas
Apple Airpods Headphones,1,150.0,2019-08-27,"353 Madison St, San Francisco, CA 94016",Auriculares
iPhone,1,700.0,2019-08-04,"869 Jackson St, San Francisco, CA 94016",Teléfonos
Macbook Pro Laptop,1,1700.0,2019-08-04,"654 Chestnut St, Austin, TX 73301",Portátiles
Macbook Pro Laptop,1,1700.0,2019-08-28,"627 Lincoln St, Dallas, TX 75001",Portátiles
AA Batteries (4-pack),2,3.84,2019-08-30,"548 Jefferson St, Boston, MA 02215",Pilas
27in FHD Monitor,1,149.99,2019-08-05,"852 8th St, San Francisco, CA 94016",Monitores
27in 4K Gaming Monitor,1,389.99,2019-08-30,"194 Dogwood St, Atlanta, GA 30301",Monitores
27in 4K Gaming Monitor,1,389.99,2019-08-23,"628 Jefferson St, Portland, OR 97035",Monitores
AA Batteries (4-pack),2,3.84,2019-08-17,"84 Cedar St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2019-08-17,"84 Cedar St, San Francisco, CA 94016",Cargadores
Google Phone,1,600.0,2019-08-11,"394 12th St, Atlanta, GA 30301",Teléfonos
Apple Airpods Headphones,1,150.0,2019-08-10,"499 7th St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),1,2.99,2019-08-05,"948 2nd St, Atlanta, GA 30301",Pilas
Apple Airpods Headphones,1,150.0,2019-08-24,"881 10th St, Dallas, TX 75001",Auriculares
Apple Airpods Headphones,1,150.0,2019-08-02,"198 Highland St, Seattle, WA 98101",Auriculares
AAA Batteries (4-pack),2,2.99,2019-08-07,"241 6th St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150.0,2019-08-01,"654 Pine St, New York City, NY 10001",Auriculares
Apple Airpods Headphones,1,150.0,2019-08-21,"238 Hickory St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),3,2.99,2019-08-24,"590 Lakeview St, San Francisco, CA 94016",Pilas
AA Batteries (4-pack),1,3.84,2019-08-29,"434 Church St, Boston, MA 02215",Pilas
USB-C Charging Cable,1,11.95,2019-08-19,"557 North St, New York City, NY 10001",Cargadores
ThinkPad Laptop,1,999.99,2019-08-10,"526 North St, Portland, ME 04101",Portátiles
iPhone,1,700.0,2019-08-09,"635 Lake St, San Francisco, CA 94016",Teléfonos
Apple Airpods Headphones,1,150.0,2019-08-09,"635 Lake St, San Francisco, CA 94016",Auriculares
Google Phone,1,600.0,2019-08-02,"445 Lincoln St, New York City, NY 10001",Teléfonos
Wired Headphones,1,11.99,2019-08-02,"445 Lincoln St, New York City, NY 10001",Auriculares
AAA Batteries (4-pack),1,2.99,2019-08-29,"62 Center St, San Francisco, CA 94016",Pilas
Flatscreen TV,1,300.0,2019-08-09,"328 North St, Dallas, TX 75001",Televisores
Apple Airpods Headphones,1,150.0,2019-08-08,"467 Hill St, Dallas, TX 75001",Auriculares
AA Batteries (4-pack),2,3.84,2019-08-14,"405 Chestnut St, Dallas, TX 75001",Pilas
Apple Airpods Headphones,1,150.0,2019-08-18,"599 North St, Boston, MA 02215",Auriculares
Wired Headphones,1,11.99,2019-08-03,"754 Chestnut St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),1,3.84,2019-08-24,"908 Park St, San Francisco, CA 94016",Pilas
Flatscreen TV,1,300.0,2019-08-30,"672 7th St, New York City, NY 10001",Televisores
USB-C Charging Cable,1,11.95,2019-08-31,"949 Church St, Boston, MA 02215",Cargadores
USB-C Charging Cable,1,11.95,2019-08-12,"950 13th St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2019-08-08,"26 Washington St, Boston, MA 02215",Cargadores
Macbook Pro Laptop,1,1700.0,2019-08-11,"701 1st St, San Francisco, CA 94016",Portátiles
Lightning Charging Cable,1,14.95,2019-08-27,"826 Forest St, Los Angeles, CA 90001",Cargadores
AAA Batteries (4-pack),1,2.99,2019-08-09,"11 Wilson St, Atlanta, GA 30301",Pilas
AAA Batteries (4-pack),1,2.99,2019-08-17,"850 Ridge St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),2,2.99,2019-08-13,"585 Spruce St, Los Angeles, CA 90001",Pilas
AAA Batteries (4-pack),1,2.99,2019-08-02,"255 Cherry St, New York City, NY 10001",Pilas
Bose SoundSport Headphones,1,99.99,2019-08-19,"977 13th St, New York City, NY 10001",Auriculares
AAA Batteries (4-pack),1,2.99,2019-08-30,"498 Johnson St, Austin, TX 73301",Pilas
Flatscreen TV,1,300.0,2019-08-25,"806 Ridge St, Boston, MA 02215",Televisores
27in 4K Gaming Monitor,1,389.99,2019-08-03,"534 Washington St, Portland, ME 04101",Monitores
27in 4K Gaming Monitor,1,389.99,2019-08-27,"765 Lakeview St, Austin, TX 73301",Monitores
Lightning Charging Cable,1,14.95,2019-08-18,"501 Lakeview St, New York City, NY 10001",Cargadores
Lightning Charging Cable,1,14.95,2019-08-13,"872 Ridge St, Seattle, WA 98101",Cargadores
Wired Headphones,1,11.99,2019-08-19,"902 2nd St, Dallas, TX 75001",Auriculares
AA Batteries (4-pack),1,3.84,2019-08-31,"444 West St, Boston, MA 02215",Pilas
USB-C Charging Cable,1,11.95,2019-08-07,"969 Spruce St, Seattle, WA 98101",Cargadores
Flatscreen TV,1,300.0,2019-08-18,"155 Hickory St, Los Angeles, CA 90001",Televisores
Bose SoundSport Headphones,1,99.99,2019-08-27,"848 5th St, New York City, NY 10001",Auriculares
AA Batteries (4-pack),1,3.84,2019-08-29,"35 Spruce St, Boston, MA 02215",Pilas
27in FHD Monitor,1,149.99,2019-08-19,"148 Chestnut St, San Francisco, CA 94016",Monitores
AAA Batteries (4-pack),1,2.99,2019-08-16,"632 Cherry St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150.0,2019-08-06,"288 Lake St, Seattle, WA 98101",Auriculares
Bose SoundSport Headphones,1,99.99,2019-08-22,"663 Elm St, Boston, MA 02215",Auriculares
Wired Headphones,1,11.99,2019-08-24,"731 10th St, San Francisco, CA 94016",Auriculares
Wired Headphones,1,11.99,2019-08-19,"287 Highland St, Seattle, WA 98101",Auriculares
iPhone,1,700.0,2019-08-09,"41 Adams St, Dallas, TX 75001",Teléfonos
AA Batteries (4-pack),2,3.84,2019-08-27,"352 1st St, Portland, OR 97035",Pilas
AA Batteries (4-pack),1,3.84,2019-08-25,"270 Cherry St, Dallas, TX 75001",Pilas
