Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Apple Airpods Headphones,1,150,2019-07-26,"389 South St, Atlanta, GA 30301",Auriculares
Flatscreen TV,1,300,2019-07-05,"590 4th St, Seattle, WA 98101",Televisores
AA Batteries (4-pack),1,3.84,2019-07-29,"861 Hill St, Atlanta, GA 30301",Pilas
AA Batteries (4-pack),1,3.84,2019-07-28,"190 Ridge St, Atlanta, GA 30301",Pilas
AAA Batteries (4-pack),5,2.99,2019-07-31,"824 Forest St, Seattle, WA 98101",Pilas
Bose SoundSport Headphones,1,99.99,2019-07-03,"899 Elm St, San Francisco, CA 94016",Auriculares
Google Phone,1,600,2019-07-21,"745 Chestnut St, New York City, NY 10001",Teléfonos
LG Dryer,1,600.0,2019-07-17,"490 Adams St, New York City, NY 10001",Electrodomésticos
USB-C Charging Cable,1,11.95,2019-07-14,"207 1st St, Los Angeles, CA 90001",Cargadores
Lightning Charging Cable,1,14.95,2019-07-14,"29 Jefferson St, Dallas, TX 75001",Cargadores
AA Batteries (4-pack),1,3.84,2019-07-30,"590 6th St, San Francisco, CA 94016",Pilas
Lightning Charging Cable,1,14.95,2019-07-02,"960 Willow St, San Francisco, CA 94016",Cargadores
34in Ultrawide Monitor,1,379.99,2019-07-20,"616 Chestnut St, Dallas, TX 75001",Monitores
AAA Batteries (4-pack),1,2.99,2019-07-05,"105 Johnson St, Los Angeles, CA 90001",Pilas
Bose SoundSport Headphones,1,99.99,2019-07-13,"444 Spruce St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150,2019-07-09,"764 Adams St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,2,14.95,2019-07-15,"577 Lakeview St, Los Angeles, CA 90001",Cargadores
Wired Headphones,1,11.99,2019-07-31,"244 Washington St, Los Angeles, CA 90001",Auriculares
Google Phone,1,600,2019-07-15,"524 Cherry St, San Francisco, CA 94016",Teléfonos
Vareebadd Phone,1,400,2019-07-04,"882 Hickory St, Boston, MA 02215",Teléfonos
Lightning Charging Cable,1,14.95,2019-07-20,"826 River St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2019-07-18,"145 Pine St, Boston, MA 02215",Cargadores
Wired Headphones,1,11.99,2019-07-24,"386 Cedar St, Los Angeles, CA 90001",Auriculares
LG Dryer,1,600.0,2019-07-30,"76 2nd St, Los Angeles, CA 90001",Electrodomésticos
AA Batteries (4-pack),2,3.84,2019-07-03,"437 River St, Seattle, WA 98101",Pilas
AAA Batteries (4-pack),1,2.99,2019-07-23,"118 9th St, San Francisco, CA 94016",Pilas
27in FHD Monitor,1,149.99,2019-07-04,"483 West St, Boston, MA 02215",Monitores
Lightning Charging Cable,2,14.95,2019-07-03,"538 North St, San Francisco, CA 94016",Cargadores
Flatscreen TV,1,300,2019-07-20,"523 Hickory St, Dallas, TX 75001",Televisores
Apple Airpods Headphones,1,150,2019-07-17,"597 Madison St, Los Angeles, CA 90001",Auriculares
Wired Headphones,2,11.99,2019-07-05,"779 Maple St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150,2019-07-02,"631 Willow St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2019-07-07,"424 Church St, Portland, OR 97035",Cargadores
Lightning Charging Cable,1,14.95,2019-07-20,"575 4th St, Seattle, WA 98101",Cargadores
27in FHD Monitor,1,149.99,2019-07-07,"70 Meadow St, San Francisco, CA 94016",Monitores
Wired Headphones,1,11.99,2019-07-21,"191 Dogwood St, Los Angeles, CA 90001",Auriculares
20in Monitor,1,109.99,2019-07-14,"49 Park St, New York City, NY 10001",Monitores
ThinkPad Laptop,1,999.99,2019-07-16,"612 Spruce St, New York City, NY 10001",Portátiles
USB-C Charging Cable,1,11.95,2019-07-10,"631 12th St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2019-07-28,"902 Cedar St, Dallas, TX 75001",Cargadores
Lightning Charging Cable,1,14.95,2019-07-17,"358 1st St, Dallas, TX 75001",Cargadores
Apple Airpods Headphones,1,150,2019-07-08,"781 Maple St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2019-07-06,"879 Park St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,1,14.95,2019-07-31,"109 Highland St, Los Angeles, CA 90001",Cargadores
AA Batteries (4-pack),2,3.84,2019-07-14,"980 Chestnut St, Dallas, TX 75001",Pilas
USB-C Charging Cable,1,11.95,2019-07-01,"117 Lake St, Los Angeles, CA 90001",Cargadores
27in 4K Gaming Monitor,1,389.99,2019-07-11,"525 6th St, Atlanta, GA 30301",Monitores
AAA Batteries (4-pack),1,2.99,2019-07-19,"143 5th St, Portland, OR 97035",Pilas
AAA Batteries (4-pack),1,2.99,2019-07-26,"777 5th St, Dallas, TX 75001",Pilas
ThinkPad Laptop,1,999.99,2019-07-15,"252 River St, Dallas, TX 75001",Portátiles
Lightning Charging Cable,1,14.95,2019-07-11,"638 Dogwood St, San Francisco, CA 94016",Cargadores
