Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
USB-C Charging Cable,1,11.95,2019-06-23,"950 Walnut St, Portland, ME 04101",Cargadores
Macbook Pro Laptop,1,1700.0,2019-06-30,"80 4th St, San Francisco, CA 94016",Portátiles
ThinkPad Laptop,1,999.99,2019-06-24,"402 Jackson St, Los Angeles, CA 90001",Portátiles
27in FHD Monitor,1,149.99,2019-06-05,"560 10th St, Seattle, WA 98101",Monitores
Bose SoundSport Headphones,1,99.99,2019-06-25,"545 2nd St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150.0,2019-06-28,"386 Lake St, Seattle, WA 98101",Auriculares
Lightning Charging Cable,1,14.95,2019-06-28,"29 Lincoln St, Los Angeles, CA 90001",Cargadores
Apple Airpods Headphones,1,150.0,2019-06-16,"350 9th St, New York City, NY 10001",Auriculares
Wired Headphones,1,11.99,2019-06-28,"612 Meadow St, Portland, OR 97035",Auriculares
27in FHD Monitor,1,149.99,2019-06-02,"625 Ridge St, Los Angeles, CA 90001",Monitores
Apple Airpods Headphones,1,150.0,2019-06-24,"761 14th St, New York City, NY 10001",Auriculares
Flatscreen TV,1,300.0,2019-06-12,"858 8th St, Boston, MA 02215",Televisores
AA Batteries (4-pack),1,3.84,2019-06-07,"932 Lakeview St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2019-06-13,"387 Dogwood St, Boston, MA 02215",Pilas
AAA Batteries (4-pack),1,2.99,2019-06-09,"530 Cedar St, Boston, MA 02215",Pilas
34in Ultrawide Monitor,1,379.99,2019-06-15,"769 Dogwood St, Dallas, TX 75001",Monitores
AA Batteries (4-pack),1,3.84,2019-06-29,"675 Maple St, Dallas, TX 75001",Pilas
iPhone,1,700.0,2019-06-15,"766 Meadow St, Seattle, WA 98101",Teléfonos
Wired Headphones,1,11.99,2019-06-15,"766 Meadow St, Seattle, WA 98101",Auriculares
Google Phone,1,600.0,2019-06-08,"313 South St, San Francisco, CA 94016",Teléfonos
34in Ultrawide Monitor,1,379.99,2019-06-26,"990 South St, Atlanta, GA 30301",Monitores
Wired Headphones,1,11.99,2019-06-27,"486 13th St, Boston, MA 02215",Auriculares
27in 4K Gaming Monitor,1,389.99,2019-06-19,"874 Wilson St, Austin, TX 73301",Monitores
AAA Batteries (4-pack),3,2.99,2019-06-23,"158 Willow St, Los Angeles, CA 90001",Pilas
27in FHD Monitor,1,149.99,2019-06-02,"916 Lake St, Austin, TX 73301",Monitores
AA Batteries (4-pack),1,3.84,2019-06-28,"211 12th St, San Francisco, CA 94016",Pilas
Google Phone,1,600.0,2019-06-28,"66 Cherry St, San Francisco, CA 94016",Teléfonos
Apple Airpods Headphones,1,150.0,2019-06-06,"7 Lakeview St, San Francisco, CA 94016",Auriculares
