Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Lightning Charging Cable,1,14.95,2023-02-18,"129 Cherry St, Atlanta, GA 30301",Cargadores
27in FHD Monitor,1,149.99,2023-02-19,"723 Wilson St, Los Angeles, CA 90001",Monitores
Wired Headphones,1,11.99,2023-02-24,"471 13th St, San Francisco, CA 94016",Auriculares
20in Monitor,1,109.99,2023-02-28,"633 Cherry St, Boston, MA 02215",Monitores
USB-C Charging Cable,1,11.95,2023-02-23,"165 Jefferson St, Los Angeles, CA 90001",Cargadores
AA Batteries (4-pack),4,3.84,2023-02-27,"116 Elm St, Seattle, WA 98101",Pilas
ThinkPad Laptop,1,999.99,2023-02-21,"752 Park St, Los Angeles, CA 90001",Portátiles
USB-C Charging Cable,1,11.95,2023-02-20,"645 Walnut St, San Francisco, CA 94016",Cargadores
AAA Batteries (4-pack),2,2.99,2023-02-28,"246 9th St, Los Angeles, CA 90001",Pilas
AA Batteries (4-pack),1,3.84,2023-02-18,"517 10th St, Austin, TX 73301",Pilas
Wired Headphones,1,11.99,2023-02-24,"268 Sunset St, Boston, MA 02215",Auriculares
Lightning Charging Cable,1,14.95,2023-02-26,"723 Elm St, Los Angeles, CA 90001",Cargadores
AAA Batteries (4-pack),1,2.99,2023-02-23,"43 1st St, Atlanta, GA 30301",Pilas
AAA Batteries (4-pack),1,2.99,2023-02-22,"511 Washington St, San Francisco, CA 94016",Pilas
iPhone,1,700,2023-02-21,"522 West St, Boston, MA 02215",Teléfonos
27in 4K Gaming Monitor,1,389.99,2023-02-18,"726 West St, Seattle, WA 98101",Monitores
AA Batteries (4-pack),1,3.84,2023-02-28,"33 Johnson St, New York City, NY 10001",Pilas
Lightning Charging Cable,1,14.95,2023-02-26,"419 Hill St, Los Angeles, CA 90001",Cargadores
Wired Headphones,1,11.99,2023-02-20,"864 Hickory St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2023-02-23,"506 Willow St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2023-02-21,"178 14th St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),3,3.84,2023-02-20,"981 Lake St, Seattle, WA 98101",Pilas
27in FHD Monitor,1,149.99,2023-02-22,"523 Spruce St, Atlanta, GA 30301",Monitores
AA Batteries (4-pack),1,3.84,2023-02-26,"776 Elm St, Los Angeles, CA 90001",Pilas
Bose SoundSport Headphones,1,99.99,2023-02-18,"43 South St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,1,11.95,2023-02-22,"193 Pine St, San Francisco, CA 94016",Cargadores
AA Batteries (4-pack),1,3.84,2023-02-27,"399 5th St, New York City, NY 10001",Pilas
27in FHD Monitor,1,149.99,2023-02-17,"159 Maple St, Seattle, WA 98101",Monitores
Apple Airpods Headphones,1,150,2023-02-28,"671 12th St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2023-02-27,"290 Meadow St, Seattle, WA 98101",Cargadores
