Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
27in FHD Monitor,1,149.99,2023-06-21,"560 10th St, Seattle, WA 98101",Monitores
27in FHD Monitor,1,149.99,2023-06-18,"625 Ridge St, Los Angeles, CA 90001",Monitores
Flatscreen TV,1,300.0,2023-06-28,"858 8th St, Boston, MA 02215",Televisores
AA Batteries (4-pack),1,3.84,2023-06-23,"932 Lakeview St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2023-06-29,"387 Dogwood St, Boston, MA 02215",Pilas
AAA Batteries (4-pack),1,2.99,2023-06-25,"530 Cedar St, Boston, MA 02215",Pilas
Google Phone,1,600.0,2023-06-24,"313 South St, San Francisco, CA 94016",Teléfonos
27in FHD Monitor,1,149.99,2023-06-18,"916 Lake St, Austin, TX 73301",Monitores
Apple Airpods Headphones,1,150.0,2023-06-22,"7 Lakeview St, San Francisco, CA 94016",Auriculares
Macbook Pro Laptop,1,1700.0,2023-06-25,"101 Spruce St, Atlanta, GA 30301",Portátiles
Wired Headphones,2,11.99,2023-06-17,"689 Walnut St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),1,3.84,2023-06-29,"545 Dogwood St, Los Angeles, CA 90001",Pilas
Wired Headphones,1,11.99,2023-06-22,"326 Hickory St, Los Angeles, CA 90001",Auriculares
USB-C Charging Cable,1,11.95,2023-06-17,"88 River St, Atlanta, GA 30301",Cargadores
iPhone,1,700.0,2023-06-17,"482 South St, Austin, TX 73301",Teléfonos
Lightning Charging Cable,1,14.95,2023-06-17,"482 South St, Austin, TX 73301",Cargadores
Lightning Charging Cable,1,14.95,2023-06-29,"551 Hill St, Boston, MA 02215",Cargadores
USB-C Charging Cable,2,11.95,2023-06-27,"822 8th St, Los Angeles, CA 90001",Cargadores
AAA Batteries (4-pack),1,2.99,2023-06-24,"181 Meadow St, Seattle, WA 98101",Pilas
Wired Headphones,1,11.99,2023-06-30,"690 11th St, New York City, NY 10001",Auriculares
Bose SoundSport Headphones,1,99.99,2023-06-22,"658 Highland St, Austin, TX 73301",Auriculares
USB-C Charging Cable,1,11.95,2023-06-27,"555 9th St, New York City, NY 10001",Cargadores
AA Batteries (4-pack),3,3.84,2023-06-21,"152 Johnson St, New York City, NY 10001",Pilas
AA Batteries (4-pack),1,3.84,2023-06-17,"96 14th St, Los Angeles, CA 90001",Pilas
