Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Macbook Pro Laptop,1,1700,2022-01-07,"136 Church St, New York City, NY 10001",Portátiles
LG Washing Machine,1,600.0,2022-01-06,"562 2nd St, New York City, NY 10001",Electrodomésticos
AA Batteries (4-pack),1,3.84,2022-01-08,"200 Jefferson St, New York City, NY 10001",Pilas
AAA Batteries (4-pack),4,2.99,2022-01-05,"77 7th St, Dallas, TX 75001",Pilas
ThinkPad Laptop,1,999.99,2022-01-05,"410 Lincoln St, Los Angeles, CA 90001",Portátiles
USB-C Charging Cable,1,11.95,2022-01-02,"902 2nd St, Dallas, TX 75001",Cargadores
Google Phone,1,600,2022-01-02,"79 Elm St, Boston, MA 02215",Teléfonos
USB-C Charging Cable,1,11.95,2022-01-02,"79 Elm St, Boston, MA 02215",Cargadores
Bose SoundSport Headphones,1,99.99,2022-01-02,"79 Elm St, Boston, MA 02215",Auriculares
Wired Headphones,1,11.99,2022-01-02,"79 Elm St, Boston, MA 02215",Auriculares
LG Washing Machine,1,600.0,2022-01-01,"173 Lake St, San Francisco, CA 94016",Electrodomésticos
Lightning Charging Cable,1,14.95,2022-01-03,"310 Pine St, Dallas, TX 75001",Cargadores
Bose SoundSport Headphones,1,99.99,2022-01-02,"363 Hickory St, New York City, NY 10001",Auriculares
Bose SoundSport Headphones,1,99.99,2022-01-05,"751 North St, San Francisco, CA 94016",Auriculares
Wired Headphones,1,11.99,2022-01-02,"133 Jackson St, New York City, NY 10001",Auriculares
Bose SoundSport Headphones,1,99.99,2022-01-02,"662 6th St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),1,2.99,2022-01-03,"729 Pine St, Atlanta, GA 30301",Pilas
Bose SoundSport Headphones,1,99.99,2022-01-01,"490 Spruce St, New York City, NY 10001",Auriculares
iPhone,1,700,2022-01-08,"826 Hickory St, Los Angeles, CA 90001",Teléfonos
Macbook Pro Laptop,1,1700,2022-01-02,"82 10th St, San Francisco, CA 94016",Portátiles
Lightning Charging Cable,1,14.95,2022-01-04,"785 Chestnut St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2022-01-01,"334 2nd St, Los Angeles, CA 90001",Monitores
iPhone,1,700,2022-01-02,"203 Lakeview St, Boston, MA 02215",Teléfonos
Lightning Charging Cable,1,14.95,2022-01-02,"203 Lakeview St, Boston, MA 02215",Cargadores
34in Ultrawide Monitor,1,379.99,2022-01-05,"432 1st St, Dallas, TX 75001",Monitores
Apple Airpods Headphones,1,150,2022-01-06,"860 Washington St, Boston, MA 02215",Auriculares
AAA Batteries (4-pack),1,2.99,2022-01-02,"453 Jackson St, Portland, OR 97035",Pilas
USB-C Charging Cable,2,11.95,2022-01-04,"523 Lincoln St, San Francisco, CA 94016",Cargadores
Flatscreen TV,1,300,2022-01-01,"124 Lakeview St, New York City, NY 10001",Televisores
27in FHD Monitor,1,149.99,2022-01-04,"143 Adams St, New York City, NY 10001",Monitores
Bose SoundSport Headphones,1,99.99,2022-01-04,"25 Lincoln St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),1,2.99,2022-01-06,"922 Hickory St, Los Angeles, CA 90001",Pilas
34in Ultrawide Monitor,1,379.99,2022-01-02,"365 Washington St, Dallas, TX 75001",Monitores
Lightning Charging Cable,1,14.95,2022-01-02,"365 Washington St, Dallas, TX 75001",Cargadores
Wired Headphones,1,11.99,2022-01-03,"910 Jackson St, New York City, NY 10001",Auriculares
Bose SoundSport Headphones,1,99.99,2022-01-02,"15 Pine St, New York City, NY 10001",Auriculares
Wired Headphones,1,11.99,2022-01-02,"15 Pine St, New York City, NY 10001",Auriculares
Bose SoundSport Headphones,1,99.99,2022-01-07,"239 4th St, Atlanta, GA 30301",Auriculares
Lightning Charging Cable,1,14.95,2022-01-08,"79 Chestnut St, Dallas, TX 75001",Cargadores
Bose SoundSport Headphones,1,99.99,2022-01-04,"309 6th St, San Francisco, CA 94016",Auriculares
Bose SoundSport Headphones,1,99.99,2022-01-05,"307 South St, San Francisco, CA 94016",Auriculares
Bose SoundSport Headphones,1,99.99,2022-01-08,"196 Wilson St, Los Angeles, CA 90001",Auriculares
Wired Headphones,1,11.99,2022-01-02,"201 Madison St, Los Angeles, CA 90001",Auriculares
USB-C Charging Cable,1,11.95,2022-01-03,"864 Hickory St, Boston, MA 02215",Cargadores
USB-C Charging Cable,1,11.95,2022-01-08,"935 Jackson St, Seattle, WA 98101",Cargadores
USB-C Charging Cable,1,11.95,2022-01-01,"859 12th St, Atlanta, GA 30301",Cargadores
Apple Airpods Headphones,1,150,2022-01-01,"859 12th St, Atlanta, GA 30301",Auriculares
USB-C Charging Cable,1,11.95,2022-01-05,"458 Elm St, Atlanta, GA 30301",Cargadores
AA Batteries (4-pack),1,3.84,2022-01-05,"885 Lincoln St, Los Angeles, CA 90001",Pilas
AAA Batteries (4-pack),1,2.99,2022-01-06,"140 10th St, Atlanta, GA 30301",Pilas
Lightning Charging Cable,1,14.95,2022-01-01,"513 Maple St, Los Angeles, CA 90001",Cargadores
27in FHD Monitor,1,149.99,2022-01-05,"602 Ridge St, San Francisco, CA 94016",Monitores
AA Batteries (4-pack),3,3.84,2022-01-01,"987 Cherry St, Los Angeles, CA 90001",Pilas
Lightning Charging Cable,1,14.95,2022-01-05,"464 Willow St, Boston, MA 02215",Cargadores
Bose SoundSport Headphones,1,99.99,2022-01-06,"65 Center St, Boston, MA 02215",Auriculares
Wired Headphones,1,11.99,2022-01-06,"611 North St, New York City, NY 10001",Auriculares
