Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
27in FHD Monitor,1,149.99,2022-06-17,"560 10th St, Seattle, WA 98101",Monitores
Apple Airpods Headphones,1,150.0,2022-06-28,"350 9th St, New York City, NY 10001",Auriculares
27in FHD Monitor,1,149.99,2022-06-14,"625 Ridge St, Los Angeles, CA 90001",Monitores
Flatscreen TV,1,300.0,2022-06-24,"858 8th St, Boston, MA 02215",Televisores
AA Batteries (4-pack),1,3.84,2022-06-19,"932 Lakeview St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2022-06-25,"387 Dogwood St, Boston, MA 02215",Pilas
AAA Batteries (4-pack),1,2.99,2022-06-21,"530 Cedar St, Boston, MA 02215",Pilas
34in Ultrawide Monitor,1,379.99,2022-06-27,"769 Dogwood St, Dallas, TX 75001",Monitores
iPhone,1,700.0,2022-06-27,"766 Meadow St, Seattle, WA 98101",Teléfonos
Wired Headphones,1,11.99,2022-06-27,"766 Meadow St, Seattle, WA 98101",Auriculares
Google Phone,1,600.0,2022-06-20,"313 South St, San Francisco, CA 94016",Teléfonos
27in FHD Monitor,1,149.99,2022-06-14,"916 Lake St, Austin, TX 73301",Monitores
Apple Airpods Headphones,1,150.0,2022-06-18,"7 Lakeview St, San Francisco, CA 94016",Auriculares
Macbook Pro Laptop,1,1700.0,2022-06-21,"101 Spruce St, Atlanta, GA 30301",Portátiles
Wired Headphones,2,11.99,2022-06-13,"689 Walnut St, Los Angeles, CA 90001",Auriculares
Google Phone,1,600.0,2022-06-28,"753 6th St, Dallas, TX 75001",Teléfonos
iPhone,1,700.0,2022-06-28,"599 2nd St, San Francisco, CA 94016",Teléfonos
AA Batteries (4-pack),1,3.84,2022-06-27,"549 2nd St, Atlanta, GA 30301",Pilas
AA Batteries (4-pack),1,3.84,2022-06-25,"545 Dogwood St, Los Angeles, CA 90001",Pilas
Wired Headphones,1,11.99,2022-06-18,"326 Hickory St, Los Angeles, CA 90001",Auriculares
USB-C Charging Cable,1,11.95,2022-06-13,"88 River St, Atlanta, GA 30301",Cargadores
iPhone,1,700.0,2022-06-13,"482 South St, Austin, TX 73301",Teléfonos
Lightning Charging Cable,1,14.95,2022-06-13,"482 South St, Austin, TX 73301",Cargadores
Lightning Charging Cable,1,14.95,2022-06-25,"551 Hill St, Boston, MA 02215",Cargadores
USB-C Charging Cable,2,11.95,2022-06-23,"822 8th St, Los Angeles, CA 90001",Cargadores
AAA Batteries (4-pack),1,2.99,2022-06-20,"181 Meadow St, Seattle, WA 98101",Pilas
Wired Headphones,1,11.99,2022-06-26,"690 11th St, New York City, NY 10001",Auriculares
Bose SoundSport Headphones,1,99.99,2022-06-18,"658 Highland St, Austin, TX 73301",Auriculares
USB-C Charging Cable,1,11.95,2022-06-23,"555 9th St, New York City, NY 10001",Cargadores
AA Batteries (4-pack),3,3.84,2022-06-17,"152 Johnson St, New York City, NY 10001",Pilas
AA Batteries (4-pack),1,3.84,2022-06-13,"96 14th St, Los Angeles, CA 90001",Pilas
Lightning Charging Cable,1,14.95,2022-06-17,"57 1st St, Los Angeles, CA 90001",Cargadores
iPhone,1,700.0,2022-06-17,"898 14th St, Los Angeles, CA 90001",Teléfonos
27in 4K Gaming Monitor,1,389.99,2022-06-29,"315 Forest St, New York City, NY 10001",Monitores
USB-C Charging Cable,1,11.95,2022-06-15,"36 7th St, Seattle, WA 98101",Cargadores
Apple Airpods Headphones,1,150.0,2022-06-17,"54 12th St, Portland, OR 97035",Auriculares
AAA Batteries (4-pack),3,2.99,2022-06-15,"76 River St, Los Angeles, CA 90001",Pilas
