Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
AA Batteries (4-pack),2,3.84,2021-03-08,"548 Lincoln St, Seattle, WA 98101",Pilas
Lightning Charging Cable,1,14.95,2021-03-04,"387 12th St, Austin, TX 73301",Cargadores
AA Batteries (4-pack),1,3.84,2021-03-01,"622 Center St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150,2021-03-06,"921 6th St, Seattle, WA 98101",Auriculares
USB-C Charging Cable,1,11.95,2021-03-02,"689 River St, San Francisco, CA 94016",Cargadores
Bose SoundSport Headphones,1,99.99,2021-03-05,"777 Spruce St, Los Angeles, CA 90001",Auriculares
Macbook Pro Laptop,1,1700,2021-03-06,"847 10th St, San Francisco, CA 94016",Portátiles
iPhone,1,700,2021-03-06,"847 10th St, San Francisco, CA 94016",Teléfonos
Wired Headphones,1,11.99,2021-03-03,"111 Hill St, Dallas, TX 75001",Auriculares
AA Batteries (4-pack),2,3.84,2021-03-07,"512 Church St, Dallas, TX 75001",Pilas
Flatscreen TV,1,300,2021-03-07,"588 1st St, Los Angeles, CA 90001",Televisores
LG Dryer,1,600.0,2021-03-07,"452 8th St, San Francisco, CA 94016",Electrodomésticos
Wired Headphones,1,11.99,2021-03-08,"311 8th St, Austin, TX 73301",Auriculares
20in Monitor,1,109.99,2021-03-05,"874 Jefferson St, San Francisco, CA 94016",Monitores
AAA Batteries (4-pack),2,2.99,2021-03-06,"426 Lake St, Los Angeles, CA 90001",Pilas
USB-C Charging Cable,1,11.95,2021-03-08,"457 Maple St, Los Angeles, CA 90001",Cargadores
AAA Batteries (4-pack),1,2.99,2021-03-09,"270 Dogwood St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2021-03-01,"961 2nd St, San Francisco, CA 94016",Pilas
Wired Headphones,1,11.99,2021-03-03,"437 12th St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150,2021-03-02,"553 12th St, Atlanta, GA 30301",Auriculares
AAA Batteries (4-pack),1,2.99,2021-03-09,"683 Adams St, Portland, OR 97035",Pilas
Macbook Pro Laptop,1,1700,2021-03-05,"905 Meadow St, Atlanta, GA 30301",Portátiles
Wired Headphones,1,11.99,2021-03-01,"954 13th St, Boston, MA 02215",Auriculares
AA Batteries (4-pack),2,3.84,2021-03-02,"372 5th St, Seattle, WA 98101",Pilas
Wired Headphones,1,11.99,2021-03-02,"888 Jefferson St, New York City, NY 10001",Auriculares
USB-C Charging Cable,1,11.95,2021-03-08,"579 9th St, Atlanta, GA 30301",Cargadores
Wired Headphones,1,11.99,2021-03-04,"406 Lincoln St, Seattle, WA 98101",Auriculares
27in FHD Monitor,1,149.99,2021-03-01,"230 Pine St, Los Angeles, CA 90001",Monitores
Apple Airpods Headphones,1,150,2021-03-06,"466 South St, Dallas, TX 75001",Auriculares
Lightning Charging Cable,1,14.95,2021-03-03,"571 Hickory St, San Francisco, CA 94016",Cargadores
Apple Airpods Headphones,1,150,2021-03-05,"455 Highland St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),1,3.84,2021-03-05,"122 Spruce St, Seattle, WA 98101",Pilas
USB-C Charging Cable,1,11.95,2021-03-07,"320 North St, Los Angeles, CA 90001",Cargadores
AA Batteries (4-pack),1,3.84,2021-03-01,"144 Washington St, Seattle, WA 98101",Pilas
AAA Batteries (4-pack),1,2.99,2021-03-04,"971 Park St, Boston, MA 02215",Pilas
Flatscreen TV,1,300,2021-03-04,"123 Washington St, San Francisco, CA 94016",Televisores
Wired Headphones,1,11.99,2021-03-01,"841 12th St, Boston, MA 02215",Auriculares
AA Batteries (4-pack),1,3.84,2021-03-06,"125 Hickory St, Atlanta, GA 30301",Pilas
AA Batteries (4-pack),1,3.84,2021-03-08,"810 Madison St, Atlanta, GA 30301",Pilas
Lightning Charging Cable,1,14.95,2021-03-07,"469 Church St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2021-03-08,"321 7th St, Los Angeles, CA 90001",Cargadores
27in FHD Monitor,1,149.99,2021-03-07,"814 Highland St, New York City, NY 10001",Monitores
Google Phone,1,600,2021-03-05,"551 Sunset St, New York City, NY 10001",Teléfonos
USB-C Charging Cable,1,11.95,2021-03-05,"551 Sunset St, New York City, NY 10001",Cargadores
USB-C Charging Cable,1,11.95,2021-03-04,"659 8th St, Portland, OR 97035",Cargadores
AAA Batteries (4-pack),1,2.99,2021-03-01,"19 5th St, New York City, NY 10001",Pilas
AA Batteries (4-pack),2,3.84,2021-03-06,"464 Center St, Dallas, TX 75001",Pilas
Lightning Charging Cable,2,14.95,2021-03-05,"206 Spruce St, San Francisco, CA 94016",Cargadores
AA Batteries (4-pack),1,3.84,2021-03-08,"686 2nd St, Los Angeles, CA 90001",Pilas
20in Monitor,1,109.99,2021-03-06,"483 14th St, Atlanta, GA 30301",Monitores
Vareebadd Phone,1,400,2021-03-06,"769 Willow St, New York City, NY 10001",Teléfonos
Lightning Charging Cable,1,14.95,2021-03-07,"938 Pine St, New York City, NY 10001",Cargadores
Apple Airpods Headphones,1,150,2021-03-03,"304 North St, Seattle, WA 98101",Auriculares
Bose SoundSport Headphones,1,99.99,2021-03-01,"982 11th St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,1,11.95,2021-03-05,"82 Park St, Austin, TX 73301",Cargadores
Wired Headphones,1,11.99,2021-03-01,"835 Spruce St, Atlanta, GA 30301",Auriculares
USB-C Charging Cable,1,11.95,2021-03-07,"662 Chestnut St, Dallas, TX 75001",Cargadores
AA Batteries (4-pack),1,3.84,2021-03-08,"368 Hickory St, Portland, ME 04101",Pilas
USB-C Charging Cable,1,11.95,2021-03-04,"869 Spruce St, Dallas, TX 75001",Cargadores
Google Phone,1,600,2021-03-01,"690 Park St, San Francisco, CA 94016",Teléfonos
USB-C Charging Cable,1,11.95,2021-03-01,"690 Park St, San Francisco, CA 94016",Cargadores
Wired Headphones,1,11.99,2021-03-01,"690 Park St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2021-03-04,"395 Spruce St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2021-03-03,"632 Ridge St, San Francisco, CA 94016",Monitores
34in Ultrawide Monitor,1,379.99,2021-03-03,"615 Jefferson St, San Francisco, CA 94016",Monitores
iPhone,1,700,2021-03-08,"389 Pine St, Los Angeles, CA 90001",Teléfonos
Wired Headphones,1,11.99,2021-03-07,"292 Highland St, Los Angeles, CA 90001",Auriculares
AAA Batteries (4-pack),1,2.99,2021-03-04,"623 10th St, Los Angeles, CA 90001",Pilas
AA Batteries (4-pack),1,3.84,2021-03-08,"167 Highland St, Atlanta, GA 30301",Pilas
20in Monitor,1,109.99,2021-03-06,"902 Adams St, New York City, NY 10001",Monitores
Bose SoundSport Headphones,1,99.99,2021-03-03,"868 11th St, Boston, MA 02215",Auriculares
Wired Headphones,1,11.99,2021-03-03,"403 West St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2021-03-06,"813 Church St, Los Angeles, CA 90001",Auriculares
34in Ultrawide Monitor,1,379.99,2021-03-03,"27 Wilson St, Los Angeles, CA 90001",Monitores
Apple Airpods Headphones,1,150,2021-03-08,"626 Lakeview St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),2,3.84,2021-03-07,"148 Park St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150,2021-03-01,"406 4th St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2021-03-04,"907 South St, Seattle, WA 98101",Cargadores
Wired Headphones,1,11.99,2021-03-01,"785 Lakeview St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),3,3.84,2021-03-06,"489 Center St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2021-03-07,"931 11th St, New York City, NY 10001",Pilas
Lightning Charging Cable,1,14.95,2021-03-08,"599 7th St, New York City, NY 10001",Cargadores
AAA Batteries (4-pack),1,2.99,2021-03-07,"423 Park St, Austin, TX 73301",Pilas
AAA Batteries (4-pack),1,2.99,2021-03-06,"671 10th St, New York City, NY 10001",Pilas
Bose SoundSport Headphones,1,99.99,2021-03-05,"969 10th St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2021-03-06,"482 Madison St, Los Angeles, CA 90001",Cargadores
AA Batteries (4-pack),1,3.84,2021-03-06,"619 9th St, New York City, NY 10001",Pilas
Bose SoundSport Headphones,1,99.99,2021-03-05,"238 8th St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),1,3.84,2021-03-01,"579 Adams St, San Francisco, CA 94016",Pilas
27in FHD Monitor,1,149.99,2021-03-08,"819 Adams St, San Francisco, CA 94016",Monitores
AAA Batteries (4-pack),1,2.99,2021-03-07,"13 Hill St, San Francisco, CA 94016",Pilas
AA Batteries (4-pack),1,3.84,2021-03-02,"73 Sunset St, New York City, NY 10001",Pilas
Apple Airpods Headphones,1,150,2021-03-01,"474 Pine St, Los Angeles, CA 90001",Auriculares
Lightning Charging Cable,1,14.95,2021-03-02,"156 West St, New York City, NY 10001",Cargadores
AAA Batteries (4-pack),1,2.99,2021-03-07,"195 Jackson St, Boston, MA 02215",Pilas
27in 4K Gaming Monitor,1,389.99,2021-03-06,"959 4th St, Seattle, WA 98101",Monitores
AAA Batteries (4-pack),2,2.99,2021-03-03,"129 Washington St, Atlanta, GA 30301",Pilas
