Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Wired Headphones,1,11.99,2021-11-29,"46 Park St, New York City, NY 10001",Auriculares
USB-C Charging Cable,2,11.95,2021-11-25,"962 Hickory St, Austin, TX 73301",Cargadores
Apple Airpods Headphones,1,150.0,2021-11-27,"464 Cherry St, Los Angeles, CA 90001",Auriculares
Bose SoundSport Headphones,1,99.99,2021-11-17,"522 Hill St, Boston, MA 02215",Auriculares
USB-C Charging Cable,1,11.95,2021-11-22,"154 2nd St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,1,14.95,2021-11-19,"724 5th St, San Francisco, CA 94016",Cargadores
Bose SoundSport Headphones,1,99.99,2021-11-23,"866 Sunset St, Austin, TX 73301",Auriculares
Bose SoundSport Headphones,1,99.99,2021-11-27,"174 2nd St, Boston, MA 02215",Auriculares
ThinkPad Laptop,1,999.99,2021-11-27,"174 2nd St, Boston, MA 02215",Portátiles
AA Batteries (4-pack),1,3.84,2021-11-25,"969 13th St, Dallas, TX 75001",Pilas
USB-C Charging Cable,1,11.95,2021-11-11,"454 Cherry St, Boston, MA 02215",Cargadores
Wired Headphones,1,11.99,2021-11-14,"99 Elm St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150.0,2021-11-14,"99 Elm St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150.0,2021-11-25,"601 Church St, Seattle, WA 98101",Auriculares
Macbook Pro Laptop,1,1700.0,2021-11-17,"131 6th St, Boston, MA 02215",Portátiles
AA Batteries (4-pack),3,3.84,2021-11-24,"419 Hill St, Boston, MA 02215",Pilas
Lightning Charging Cable,1,14.95,2021-11-26,"815 Dogwood St, New York City, NY 10001",Cargadores
Lightning Charging Cable,1,14.95,2021-11-16,"925 5th St, New York City, NY 10001",Cargadores
USB-C Charging Cable,1,11.95,2021-11-13,"503 Chestnut St, Boston, MA 02215",Cargadores
USB-C Charging Cable,1,11.95,2021-11-24,"541 Johnson St, New York City, NY 10001",Cargadores
iPhone,1,700.0,2021-11-12,"880 Maple St, New York City, NY 10001",Teléfonos
Apple Airpods Headphones,1,150.0,2021-11-12,"880 Maple St, New York City, NY 10001",Auriculares
USB-C Charging Cable,2,11.95,2021-11-25,"882 Walnut St, Portland, OR 97035",Cargadores
Bose SoundSport Headphones,1,99.99,2021-11-28,"816 Park St, Atlanta, GA 30301",Auriculares
27in FHD Monitor,1,149.99,2021-11-16,"677 Johnson St, Portland, OR 97035",Monitores
Bose SoundSport Headphones,1,99.99,2021-11-10,"928 Wilson St, San Francisco, CA 94016",Auriculares
