Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Flatscreen TV,1,300,2021-07-13,"590 4th St, Seattle, WA 98101",Televisores
Bose SoundSport Headphones,1,99.99,2021-07-11,"899 Elm St, San Francisco, CA 94016",Auriculares
Google Phone,1,600,2021-07-29,"745 Chestnut St, New York City, NY 10001",Teléfonos
LG Dryer,1,600.0,2021-07-25,"490 Adams St, New York City, NY 10001",Electrodomésticos
USB-C Charging Cable,1,11.95,2021-07-22,"207 1st St, Los Angeles, CA 90001",Cargadores
Lightning Charging Cable,1,14.95,2021-07-22,"29 Jefferson St, Dallas, TX 75001",Cargadores
Lightning Charging Cable,1,14.95,2021-07-10,"960 Willow St, San Francisco, CA 94016",Cargadores
34in Ultrawide Monitor,1,379.99,2021-07-28,"616 Chestnut St, Dallas, TX 75001",Monitores
AAA Batteries (4-pack),1,2.99,2021-07-13,"105 Johnson St, Los Angeles, CA 90001",Pilas
Bose SoundSport Headphones,1,99.99,2021-07-21,"444 Spruce St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150,2021-07-17,"764 Adams St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,2,14.95,2021-07-23,"577 Lakeview St, Los Angeles, CA 90001",Cargadores
Google Phone,1,600,2021-07-23,"524 Cherry St, San Francisco, CA 94016",Teléfonos
Vareebadd Phone,1,400,2021-07-12,"882 Hickory St, Boston, MA 02215",Teléfonos
Lightning Charging Cable,1,14.95,2021-07-28,"826 River St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2021-07-26,"145 Pine St, Boston, MA 02215",Cargadores
AA Batteries (4-pack),2,3.84,2021-07-11,"437 River St, Seattle, WA 98101",Pilas
AAA Batteries (4-pack),1,2.99,2021-07-31,"118 9th St, San Francisco, CA 94016",Pilas
27in FHD Monitor,1,149.99,2021-07-12,"483 West St, Boston, MA 02215",Monitores
Lightning Charging Cable,2,14.95,2021-07-11,"538 North St, San Francisco, CA 94016",Cargadores
Flatscreen TV,1,300,2021-07-28,"523 Hickory St, Dallas, TX 75001",Televisores
Apple Airpods Headphones,1,150,2021-07-25,"597 Madison St, Los Angeles, CA 90001",Auriculares
Wired Headphones,2,11.99,2021-07-13,"779 Maple St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150,2021-07-10,"631 Willow St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2021-07-15,"424 Church St, Portland, OR 97035",Cargadores
Lightning Charging Cable,1,14.95,2021-07-28,"575 4th St, Seattle, WA 98101",Cargadores
27in FHD Monitor,1,149.99,2021-07-15,"70 Meadow St, San Francisco, CA 94016",Monitores
Wired Headphones,1,11.99,2021-07-29,"191 Dogwood St, Los Angeles, CA 90001",Auriculares
20in Monitor,1,109.99,2021-07-22,"49 Park St, New York City, NY 10001",Monitores
ThinkPad Laptop,1,999.99,2021-07-24,"612 Spruce St, New York City, NY 10001",Portátiles
USB-C Charging Cable,1,11.95,2021-07-18,"631 12th St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,1,14.95,2021-07-25,"358 1st St, Dallas, TX 75001",Cargadores
Apple Airpods Headphones,1,150,2021-07-16,"781 Maple St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2021-07-14,"879 Park St, San Francisco, CA 94016",Cargadores
AA Batteries (4-pack),2,3.84,2021-07-22,"980 Chestnut St, Dallas, TX 75001",Pilas
USB-C Charging Cable,1,11.95,2021-07-09,"117 Lake St, Los Angeles, CA 90001",Cargadores
27in 4K Gaming Monitor,1,389.99,2021-07-19,"525 6th St, Atlanta, GA 30301",Monitores
AAA Batteries (4-pack),1,2.99,2021-07-27,"143 5th St, Portland, OR 97035",Pilas
ThinkPad Laptop,1,999.99,2021-07-23,"252 River St, Dallas, TX 75001",Portátiles
Lightning Charging Cable,1,14.95,2021-07-19,"638 Dogwood St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,1,14.95,2021-07-12,"840 5th St, Dallas, TX 75001",Cargadores
Wired Headphones,1,11.99,2021-07-28,"694 Cherry St, Seattle, WA 98101",Auriculares
AAA Batteries (4-pack),2,2.99,2021-07-15,"792 Cedar St, San Francisco, CA 94016",Pilas
AA Batteries (4-pack),2,3.84,2021-07-21,"718 7th St, Seattle, WA 98101",Pilas
20in Monitor,1,109.99,2021-07-22,"161 13th St, San Francisco, CA 94016",Monitores
AAA Batteries (4-pack),1,2.99,2021-07-13,"248 Johnson St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2021-07-17,"594 Church St, Atlanta, GA 30301",Pilas
Apple Airpods Headphones,1,150,2021-07-13,"444 Spruce St, Austin, TX 73301",Auriculares
Wired Headphones,1,11.99,2021-07-17,"917 Madison St, Seattle, WA 98101",Auriculares
Flatscreen TV,1,300,2021-07-26,"509 Hickory St, Seattle, WA 98101",Televisores
Lightning Charging Cable,1,14.95,2021-07-17,"112 Wilson St, Los Angeles, CA 90001",Cargadores
Wired Headphones,1,11.99,2021-07-27,"541 Hickory St, Los Angeles, CA 90001",Auriculares
Lightning Charging Cable,1,14.95,2021-07-25,"390 1st St, Los Angeles, CA 90001",Cargadores
Lightning Charging Cable,1,14.95,2021-07-22,"660 Walnut St, Los Angeles, CA 90001",Cargadores
AAA Batteries (4-pack),2,2.99,2021-07-12,"941 Willow St, Seattle, WA 98101",Pilas
Bose SoundSport Headphones,1,99.99,2021-07-19,"844 Center St, Seattle, WA 98101",Auriculares
Bose SoundSport Headphones,1,99.99,2021-07-21,"519 Park St, Atlanta, GA 30301",Auriculares
Lightning Charging Cable,1,14.95,2021-07-24,"639 Spruce St, Boston, MA 02215",Cargadores
Bose SoundSport Headphones,1,99.99,2021-07-29,"846 Lake St, Dallas, TX 75001",Auriculares
Lightning Charging Cable,1,14.95,2021-07-13,"313 Forest St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,1,14.95,2021-07-12,"647 Meadow St, Dallas, TX 75001",Cargadores
