Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
iPhone,1,700,2020-02-22,"866 Spruce St, Portland, ME 04101",Teléfonos
AA Batteries (4-pack),1,3.84,2020-02-17,"18 13th St, San Francisco, CA 94016",Pilas
27in 4K Gaming Monitor,1,389.99,2020-02-22,"52 6th St, New York City, NY 10001",Monitores
Lightning Charging Cable,1,14.95,2020-02-06,"129 Cherry St, Atlanta, GA 30301",Cargadores
Lightning Charging Cable,1,14.95,2020-02-28,"387 12th St, Austin, TX 73301",Cargadores
AA Batteries (4-pack),1,3.84,2020-02-25,"622 Center St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2020-02-21,"451 2nd St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2020-02-26,"689 River St, San Francisco, CA 94016",Cargadores
Bose SoundSport Headphones,1,99.99,2020-02-21,"198 Center St, Los Angeles, CA 90001",Auriculares
Bose SoundSport Headphones,1,99.99,2020-02-29,"777 Spruce St, Los Angeles, CA 90001",Auriculares
27in FHD Monitor,1,149.99,2020-02-07,"723 Wilson St, Los Angeles, CA 90001",Monitores
Apple Airpods Headphones,1,150,2020-02-22,"101 13th St, New York City, NY 10001",Auriculares
Lightning Charging Cable,1,14.95,2020-02-24,"303 Sunset St, Atlanta, GA 30301",Cargadores
Wired Headphones,1,11.99,2020-02-12,"471 13th St, San Francisco, CA 94016",Auriculares
Wired Headphones,1,11.99,2020-02-27,"111 Hill St, Dallas, TX 75001",Auriculares
20in Monitor,1,109.99,2020-02-16,"633 Cherry St, Boston, MA 02215",Monitores
20in Monitor,1,109.99,2020-02-29,"874 Jefferson St, San Francisco, CA 94016",Monitores
AAA Batteries (4-pack),1,2.99,2020-02-19,"85 Park St, Boston, MA 02215",Pilas
USB-C Charging Cable,1,11.95,2020-02-11,"165 Jefferson St, Los Angeles, CA 90001",Cargadores
AA Batteries (4-pack),4,3.84,2020-02-15,"116 Elm St, Seattle, WA 98101",Pilas
ThinkPad Laptop,1,999.99,2020-02-09,"752 Park St, Los Angeles, CA 90001",Portátiles
USB-C Charging Cable,1,11.95,2020-02-08,"645 Walnut St, San Francisco, CA 94016",Cargadores
AAA Batteries (4-pack),2,2.99,2020-02-16,"246 9th St, Los Angeles, CA 90001",Pilas
AAA Batteries (4-pack),1,2.99,2020-02-25,"961 2nd St, San Francisco, CA 94016",Pilas
Wired Headphones,1,11.99,2020-02-17,"134 8th St, Los Angeles, CA 90001",Auriculares
Wired Headphones,1,11.99,2020-02-27,"437 12th St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150,2020-02-26,"553 12th St, Atlanta, GA 30301",Auriculares
AA Batteries (4-pack),2,3.84,2020-02-22,"103 14th St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150,2020-02-22,"218 Ridge St, Atlanta, GA 30301",Auriculares
AA Batteries (4-pack),1,3.84,2020-02-06,"517 10th St, Austin, TX 73301",Pilas
Wired Headphones,1,11.99,2020-02-12,"268 Sunset St, Boston, MA 02215",Auriculares
Lightning Charging Cable,1,14.95,2020-02-14,"723 Elm St, Los Angeles, CA 90001",Cargadores
Macbook Pro Laptop,1,1700,2020-02-29,"905 Meadow St, Atlanta, GA 30301",Portátiles
AAA Batteries (4-pack),1,2.99,2020-02-11,"43 1st St, Atlanta, GA 30301",Pilas
AAA Batteries (4-pack),1,2.99,2020-02-10,"511 Washington St, San Francisco, CA 94016",Pilas
Macbook Pro Laptop,1,1700,2020-02-22,"750 Forest St, Boston, MA 02215",Portátiles
iPhone,1,700,2020-02-09,"522 West St, Boston, MA 02215",Teléfonos
ThinkPad Laptop,1,999.99,2020-02-21,"261 Washington St, Los Angeles, CA 90001",Portátiles
27in 4K Gaming Monitor,1,389.99,2020-02-06,"726 West St, Seattle, WA 98101",Monitores
Wired Headphones,1,11.99,2020-02-25,"954 13th St, Boston, MA 02215",Auriculares
34in Ultrawide Monitor,1,379.99,2020-02-24,"700 1st St, Dallas, TX 75001",Monitores
AA Batteries (4-pack),1,3.84,2020-02-16,"33 Johnson St, New York City, NY 10001",Pilas
27in FHD Monitor,1,149.99,2020-02-22,"714 Adams St, Portland, OR 97035",Monitores
Lightning Charging Cable,1,14.95,2020-02-14,"419 Hill St, Los Angeles, CA 90001",Cargadores
AA Batteries (4-pack),2,3.84,2020-02-26,"372 5th St, Seattle, WA 98101",Pilas
Wired Headphones,1,11.99,2020-02-08,"864 Hickory St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2020-02-11,"506 Willow St, Boston, MA 02215",Auriculares
