Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
USB-C Charging Cable,1,11.95,2020-06-27,"950 Walnut St, Portland, ME 04101",Cargadores
ThinkPad Laptop,1,999.99,2020-06-28,"402 Jackson St, Los Angeles, CA 90001",Portátiles
27in FHD Monitor,1,149.99,2020-06-09,"560 10th St, Seattle, WA 98101",Monitores
Bose SoundSport Headphones,1,99.99,2020-06-29,"545 2nd St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150.0,2020-06-20,"350 9th St, New York City, NY 10001",Auriculares
27in FHD Monitor,1,149.99,2020-06-06,"625 Ridge St, Los Angeles, CA 90001",Monitores
Apple Airpods Headphones,1,150.0,2020-06-28,"761 14th St, New York City, NY 10001",Auriculares
Flatscreen TV,1,300.0,2020-06-16,"858 8th St, Boston, MA 02215",Televisores
AA Batteries (4-pack),1,3.84,2020-06-11,"932 Lakeview St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2020-06-17,"387 Dogwood St, Boston, MA 02215",Pilas
AAA Batteries (4-pack),1,2.99,2020-06-13,"530 Cedar St, Boston, MA 02215",Pilas
34in Ultrawide Monitor,1,379.99,2020-06-19,"769 Dogwood St, Dallas, TX 75001",Monitores
iPhone,1,700.0,2020-06-19,"766 Meadow St, Seattle, WA 98101",Teléfonos
Wired Headphones,1,11.99,2020-06-19,"766 Meadow St, Seattle, WA 98101",Auriculares
Google Phone,1,600.0,2020-06-12,"313 South St, San Francisco, CA 94016",Teléfonos
34in Ultrawide Monitor,1,379.99,2020-06-30,"990 South St, Atlanta, GA 30301",Monitores
27in 4K Gaming Monitor,1,389.99,2020-06-23,"874 Wilson St, Austin, TX 73301",Monitores
AAA Batteries (4-pack),3,2.99,2020-06-27,"158 Willow St, Los Angeles, CA 90001",Pilas
27in FHD Monitor,1,149.99,2020-06-06,"916 Lake St, Austin, TX 73301",Monitores
Apple Airpods Headphones,1,150.0,2020-06-10,"7 Lakeview St, San Francisco, CA 94016",Auriculares
Macbook Pro Laptop,1,1700.0,2020-06-13,"101 Spruce St, Atlanta, GA 30301",Portátiles
Google Phone,1,600.0,2020-06-27,"637 12th St, San Francisco, CA 94016",Teléfonos
USB-C Charging Cable,1,11.95,2020-06-27,"637 12th St, San Francisco, CA 94016",Cargadores
Wired Headphones,2,11.99,2020-06-05,"689 Walnut St, Los Angeles, CA 90001",Auriculares
20in Monitor,1,109.99,2020-06-30,"314 Willow St, Dallas, TX 75001",Monitores
Google Phone,1,600.0,2020-06-20,"753 6th St, Dallas, TX 75001",Teléfonos
iPhone,1,700.0,2020-06-20,"599 2nd St, San Francisco, CA 94016",Teléfonos
AA Batteries (4-pack),1,3.84,2020-06-19,"549 2nd St, Atlanta, GA 30301",Pilas
AA Batteries (4-pack),2,3.84,2020-06-30,"910 Jackson St, Seattle, WA 98101",Pilas
AA Batteries (4-pack),1,3.84,2020-06-17,"545 Dogwood St, Los Angeles, CA 90001",Pilas
Wired Headphones,1,11.99,2020-06-10,"326 Hickory St, Los Angeles, CA 90001",Auriculares
USB-C Charging Cable,1,11.95,2020-06-05,"88 River St, Atlanta, GA 30301",Cargadores
USB-C Charging Cable,1,11.95,2020-06-26,"333 Sunset St, Dallas, TX 75001",Cargadores
AA Batteries (4-pack),1,3.84,2020-06-26,"333 Sunset St, Dallas, TX 75001",Pilas
iPhone,1,700.0,2020-06-05,"482 South St, Austin, TX 73301",Teléfonos
Lightning Charging Cable,1,14.95,2020-06-05,"482 South St, Austin, TX 73301",Cargadores
USB-C Charging Cable,1,11.95,2020-06-27,"441 Cherry St, New York City, NY 10001",Cargadores
Lightning Charging Cable,1,14.95,2020-06-17,"551 Hill St, Boston, MA 02215",Cargadores
USB-C Charging Cable,2,11.95,2020-06-15,"822 8th St, Los Angeles, CA 90001",Cargadores
20in Monitor,1,109.99,2020-06-28,"910 North St, San Francisco, CA 94016",Monitores
Lightning Charging Cable,1,14.95,2020-06-24,"743 Adams St, New York City, NY 10001",Cargadores
