Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Bose SoundSport Headphones,1,99.99,2024-04-27,"682 Chestnut St, Boston, MA 02215",Auriculares
Bose SoundSport Headphones,1,99.99,2024-04-22,"668 Center St, Seattle, WA 98101",Auriculares
Wired Headphones,1,11.99,2024-04-28,"83 7th St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2024-04-24,"149 Dogwood St, New York City, NY 10001",Auriculares
Google Phone,1,600,2024-04-23,"20 Hill St, Los Angeles, CA 90001",Teléfonos
USB-C Charging Cable,1,11.95,2024-04-23,"20 Hill St, Los Angeles, CA 90001",Cargadores
Apple Airpods Headphones,1,150,2024-04-24,"260 Spruce St, Dallas, TX 75001",Auriculares
Apple Airpods Headphones,1,150,2024-04-29,"513 Church St, Boston, MA 02215",Auriculares
USB-C Charging Cable,1,11.95,2024-04-25,"886 Willow St, Los Angeles, CA 90001",Cargadores
iPhone,1,700,2024-04-29,"84 Jackson St, Boston, MA 02215",Teléfonos
Bose SoundSport Headphones,1,99.99,2024-04-27,"823 Highland St, Boston, MA 02215",Auriculares
Bose SoundSport Headphones,1,99.99,2024-04-27,"823 Highland St, Boston, MA 02215",Auriculares
AAA Batteries (4-pack),2,2.99,2024-04-30,"365 Center St, San Francisco, CA 94016",Pilas
Google Phone,1,600,2024-04-30,"365 Center St, San Francisco, CA 94016",Teléfonos
20in Monitor,1,109.99,2024-04-22,"765 Cherry St, Seattle, WA 98101",Monitores
Lightning Charging Cable,1,14.95,2024-04-24,"846 Highland St, Atlanta, GA 30301",Cargadores
Wired Headphones,3,11.99,2024-04-22,"383 6th St, Los Angeles, CA 90001",Auriculares
USB-C Charging Cable,1,11.95,2024-04-22,"754 10th St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2024-04-21,"858 6th St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2024-04-22,"462 11th St, San Francisco, CA 94016",Cargadores
Apple Airpods Headphones,1,150,2024-04-24,"149 North St, Seattle, WA 98101",Auriculares
AA Batteries (4-pack),1,3.84,2024-04-27,"647 Jackson St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2024-04-25,"380 Washington St, San Francisco, CA 94016",Cargadores
Bose SoundSport Headphones,1,99.99,2024-04-21,"491 Chestnut St, Boston, MA 02215",Auriculares
Google Phone,1,600,2024-04-30,"770 Maple St, San Francisco, CA 94016",Teléfonos
Lightning Charging Cable,1,14.95,2024-04-30,"311 Madison St, Atlanta, GA 30301",Cargadores
USB-C Charging Cable,1,11.95,2024-04-29,"702 11th St, San Francisco, CA 94016",Cargadores
iPhone,1,700,2024-04-27,"997 South St, Boston, MA 02215",Teléfonos
LG Washing Machine,1,600.0,2024-04-29,"502 14th St, New York City, NY 10001",Electrodomésticos
34in Ultrawide Monitor,1,379.99,2024-04-25,"678 Hickory St, Portland, OR 97035",Monitores
Bose SoundSport Headphones,1,99.99,2024-04-25,"450 Johnson St, Seattle, WA 98101",Auriculares
ThinkPad Laptop,1,999.99,2024-04-27,"927 13th St, Dallas, TX 75001",Portátiles
Wired Headphones,1,11.99,2024-04-28,"382 Forest St, Seattle, WA 98101",Auriculares
27in FHD Monitor,1,149.99,2024-04-28,"506 Jackson St, Dallas, TX 75001",Monitores
20in Monitor,1,109.99,2024-04-30,"952 1st St, Boston, MA 02215",Monitores
AAA Batteries (4-pack),1,2.99,2024-04-22,"933 Meadow St, Seattle, WA 98101",Pilas
LG Dryer,1,600.0,2024-04-29,"788 Lincoln St, Los Angeles, CA 90001",Electrodomésticos
34in Ultrawide Monitor,1,379.99,2024-04-21,"661 Washington St, Austin, TX 73301",Monitores
AA Batteries (4-pack),1,3.84,2024-04-23,"253 Willow St, Los Angeles, CA 90001",Pilas
20in Monitor,1,109.99,2024-04-24,"873 Sunset St, San Francisco, CA 94016",Monitores
Wired Headphones,1,11.99,2024-04-28,"290 Forest St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,1,11.95,2024-04-25,"985 Washington St, Atlanta, GA 30301",Cargadores
iPhone,1,700,2024-04-27,"343 Johnson St, New York City, NY 10001",Teléfonos
Bose SoundSport Headphones,1,99.99,2024-04-22,"232 Lakeview St, San Francisco, CA 94016",Auriculares
34in Ultrawide Monitor,1,379.99,2024-04-27,"967 Walnut St, Dallas, TX 75001",Monitores
Lightning Charging Cable,2,14.95,2024-04-26,"503 8th St, Austin, TX 73301",Cargadores
20in Monitor,2,109.99,2024-04-27,"848 West St, Dallas, TX 75001",Monitores
27in 4K Gaming Monitor,1,389.99,2024-04-21,"209 14th St, New York City, NY 10001",Monitores
Apple Airpods Headphones,1,150,2024-04-23,"611 Jackson St, New York City, NY 10001",Auriculares
Apple Airpods Headphones,1,150,2024-04-27,"109 Center St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),1,3.84,2024-04-23,"661 Center St, San Francisco, CA 94016",Pilas
34in Ultrawide Monitor,1,379.99,2024-04-25,"730 6th St, Austin, TX 73301",Monitores
Google Phone,1,600,2024-04-25,"730 6th St, Austin, TX 73301",Teléfonos
27in 4K Gaming Monitor,1,389.99,2024-04-21,"570 11th St, Atlanta, GA 30301",Monitores
27in 4K Gaming Monitor,1,389.99,2024-04-28,"638 Park St, Seattle, WA 98101",Monitores
