Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
iPhone,1,700,2019-02-18,"866 Spruce St, Portland, ME 04101",Teléfonos
AA Batteries (4-pack),1,3.84,2019-02-13,"18 13th St, San Francisco, CA 94016",Pilas
27in 4K Gaming Monitor,1,389.99,2019-02-18,"52 6th St, New York City, NY 10001",Monitores
Lightning Charging Cable,1,14.95,2019-02-02,"129 Cherry St, Atlanta, GA 30301",Cargadores
AA Batteries (4-pack),2,3.84,2019-02-28,"548 Lincoln St, Seattle, WA 98101",Pilas
Lightning Charging Cable,1,14.95,2019-02-24,"387 12th St, Austin, TX 73301",Cargadores
AA Batteries (4-pack),1,3.84,2019-02-21,"622 Center St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150,2019-02-26,"921 6th St, Seattle, WA 98101",Auriculares
USB-C Charging Cable,1,11.95,2019-02-17,"451 2nd St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2019-02-22,"689 River St, San Francisco, CA 94016",Cargadores
Bose SoundSport Headphones,1,99.99,2019-02-17,"198 Center St, Los Angeles, CA 90001",Auriculares
Bose SoundSport Headphones,1,99.99,2019-02-25,"777 Spruce St, Los Angeles, CA 90001",Auriculares
27in FHD Monitor,1,149.99,2019-02-03,"723 Wilson St, Los Angeles, CA 90001",Monitores
Apple Airpods Headphones,1,150,2019-02-18,"101 13th St, New York City, NY 10001",Auriculares
Lightning Charging Cable,1,14.95,2019-02-20,"303 Sunset St, Atlanta, GA 30301",Cargadores
Wired Headphones,1,11.99,2019-02-08,"471 13th St, San Francisco, CA 94016",Auriculares
Macbook Pro Laptop,1,1700,2019-02-26,"847 10th St, San Francisco, CA 94016",Portátiles
iPhone,1,700,2019-02-26,"847 10th St, San Francisco, CA 94016",Teléfonos
Wired Headphones,1,11.99,2019-02-23,"111 Hill St, Dallas, TX 75001",Auriculares
AA Batteries (4-pack),2,3.84,2019-02-27,"512 Church St, Dallas, TX 75001",Pilas
Flatscreen TV,1,300,2019-02-27,"588 1st St, Los Angeles, CA 90001",Televisores
20in Monitor,1,109.99,2019-02-12,"633 Cherry St, Boston, MA 02215",Monitores
LG Dryer,1,600.0,2019-02-27,"452 8th St, San Francisco, CA 94016",Electrodomésticos
Wired Headphones,1,11.99,2019-02-28,"311 8th St, Austin, TX 73301",Auriculares
20in Monitor,1,109.99,2019-02-25,"874 Jefferson St, San Francisco, CA 94016",Monitores
AAA Batteries (4-pack),1,2.99,2019-02-15,"85 Park St, Boston, MA 02215",Pilas
USB-C Charging Cable,1,11.95,2019-02-07,"165 Jefferson St, Los Angeles, CA 90001",Cargadores
AAA Batteries (4-pack),2,2.99,2019-02-26,"426 Lake St, Los Angeles, CA 90001",Pilas
AA Batteries (4-pack),4,3.84,2019-02-11,"116 Elm St, Seattle, WA 98101",Pilas
ThinkPad Laptop,1,999.99,2019-02-05,"752 Park St, Los Angeles, CA 90001",Portátiles
USB-C Charging Cable,1,11.95,2019-02-28,"457 Maple St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2019-02-04,"645 Walnut St, San Francisco, CA 94016",Cargadores
AAA Batteries (4-pack),2,2.99,2019-02-12,"246 9th St, Los Angeles, CA 90001",Pilas
AAA Batteries (4-pack),1,2.99,2019-02-21,"961 2nd St, San Francisco, CA 94016",Pilas
Wired Headphones,1,11.99,2019-02-13,"134 8th St, Los Angeles, CA 90001",Auriculares
Wired Headphones,1,11.99,2019-02-23,"437 12th St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150,2019-02-22,"553 12th St, Atlanta, GA 30301",Auriculares
AA Batteries (4-pack),2,3.84,2019-02-18,"103 14th St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150,2019-02-18,"218 Ridge St, Atlanta, GA 30301",Auriculares
AA Batteries (4-pack),1,3.84,2019-02-02,"517 10th St, Austin, TX 73301",Pilas
Wired Headphones,1,11.99,2019-02-08,"268 Sunset St, Boston, MA 02215",Auriculares
Lightning Charging Cable,1,14.95,2019-02-10,"723 Elm St, Los Angeles, CA 90001",Cargadores
Macbook Pro Laptop,1,1700,2019-02-25,"905 Meadow St, Atlanta, GA 30301",Portátiles
AAA Batteries (4-pack),1,2.99,2019-02-07,"43 1st St, Atlanta, GA 30301",Pilas
AAA Batteries (4-pack),1,2.99,2019-02-06,"511 Washington St, San Francisco, CA 94016",Pilas
Macbook Pro Laptop,1,1700,2019-02-18,"750 Forest St, Boston, MA 02215",Portátiles
iPhone,1,700,2019-02-05,"522 West St, Boston, MA 02215",Teléfonos
ThinkPad Laptop,1,999.99,2019-02-17,"261 Washington St, Los Angeles, CA 90001",Portátiles
27in 4K Gaming Monitor,1,389.99,2019-02-02,"726 West St, Seattle, WA 98101",Monitores
Wired Headphones,1,11.99,2019-02-21,"954 13th St, Boston, MA 02215",Auriculares
34in Ultrawide Monitor,1,379.99,2019-02-20,"700 1st St, Dallas, TX 75001",Monitores
AA Batteries (4-pack),1,3.84,2019-02-12,"33 Johnson St, New York City, NY 10001",Pilas
27in FHD Monitor,1,149.99,2019-02-18,"714 Adams St, Portland, OR 97035",Monitores
Lightning Charging Cable,1,14.95,2019-02-10,"419 Hill St, Los Angeles, CA 90001",Cargadores
AA Batteries (4-pack),2,3.84,2019-02-22,"372 5th St, Seattle, WA 98101",Pilas
Wired Headphones,1,11.99,2019-02-04,"864 Hickory St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2019-02-07,"506 Willow St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2019-02-05,"178 14th St, San Francisco, CA 94016",Auriculares
Wired Headphones,1,11.99,2019-02-22,"888 Jefferson St, New York City, NY 10001",Auriculares
27in 4K Gaming Monitor,1,389.99,2019-02-16,"663 1st St, Atlanta, GA 30301",Monitores
iPhone,1,700,2019-02-20,"631 Pine St, San Francisco, CA 94016",Teléfonos
USB-C Charging Cable,1,11.95,2019-02-28,"579 9th St, Atlanta, GA 30301",Cargadores
Wired Headphones,1,11.99,2019-02-24,"406 Lincoln St, Seattle, WA 98101",Auriculares
27in FHD Monitor,1,149.99,2019-02-21,"230 Pine St, Los Angeles, CA 90001",Monitores
Apple Airpods Headphones,1,150,2019-02-26,"466 South St, Dallas, TX 75001",Auriculares
Wired Headphones,1,11.99,2019-02-15,"651 Johnson St, New York City, NY 10001",Auriculares
AA Batteries (4-pack),3,3.84,2019-02-04,"981 Lake St, Seattle, WA 98101",Pilas
Wired Headphones,1,11.99,2019-02-18,"786 Meadow St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2019-02-23,"571 Hickory St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2019-02-06,"523 Spruce St, Atlanta, GA 30301",Monitores
Apple Airpods Headphones,1,150,2019-02-25,"455 Highland St, Los Angeles, CA 90001",Auriculares
Lightning Charging Cable,1,14.95,2019-02-17,"25 7th St, Portland, OR 97035",Cargadores
AA Batteries (4-pack),1,3.84,2019-02-10,"776 Elm St, Los Angeles, CA 90001",Pilas
Bose SoundSport Headphones,1,99.99,2019-02-02,"43 South St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),1,3.84,2019-02-25,"122 Spruce St, Seattle, WA 98101",Pilas
USB-C Charging Cable,1,11.95,2019-02-06,"193 Pine St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2019-02-27,"320 North St, Los Angeles, CA 90001",Cargadores
AA Batteries (4-pack),1,3.84,2019-02-11,"399 5th St, New York City, NY 10001",Pilas
AA Batteries (4-pack),1,3.84,2019-02-21,"144 Washington St, Seattle, WA 98101",Pilas
iPhone,1,700,2019-02-16,"678 Maple St, Seattle, WA 98101",Teléfonos
Lightning Charging Cable,1,14.95,2019-02-16,"678 Maple St, Seattle, WA 98101",Cargadores
27in FHD Monitor,1,149.99,2019-02-01,"159 Maple St, Seattle, WA 98101",Monitores
AAA Batteries (4-pack),1,2.99,2019-02-24,"971 Park St, Boston, MA 02215",Pilas
USB-C Charging Cable,1,11.95,2019-02-16,"55 Walnut St, Seattle, WA 98101",Cargadores
Apple Airpods Headphones,1,150,2019-02-12,"671 12th St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2019-02-11,"290 Meadow St, Seattle, WA 98101",Cargadores
AAA Batteries (4-pack),2,2.99,2019-02-09,"823 Cedar St, Los Angeles, CA 90001",Pilas
Flatscreen TV,1,300,2019-02-24,"123 Washington St, San Francisco, CA 94016",Televisores
Apple Airpods Headphones,1,150,2019-02-08,"196 River St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),1,2.99,2019-02-08,"196 River St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2019-02-12,"362 Main St, Portland, OR 97035",Pilas
USB-C Charging Cable,1,11.95,2019-02-02,"756 6th St, Los Angeles, CA 90001",Cargadores
Bose SoundSport Headphones,1,99.99,2019-02-15,"441 Park St, New York City, NY 10001",Auriculares
USB-C Charging Cable,1,11.95,2019-02-19,"286 8th St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2019-02-12,"734 Cherry St, San Francisco, CA 94016",Cargadores
