Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
AAA Batteries (4-pack),1,2.99,2019-03-01,"270 Dogwood St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2019-03-01,"683 Adams St, Portland, OR 97035",Pilas
Wired Headphones,1,11.99,2019-03-01,"915 Maple St, San Francisco, CA 94016",Auriculares
Bose SoundSport Headphones,1,99.99,2019-03-01,"993 Washington St, San Francisco, CA 94016",Auriculares
ThinkPad Laptop,1,999.99,2019-03-01,"477 Washington St, San Francisco, CA 94016",Portátiles
Wired Headphones,1,11.99,2019-03-01,"38 Church St, Los Angeles, CA 90001",Auriculares
Bose SoundSport Headphones,1,99.99,2019-03-01,"92 Spruce St, Los Angeles, CA 90001",Auriculares
ThinkPad Laptop,1,999.99,2019-03-01,"901 Johnson St, Boston, MA 02215",Portátiles
USB-C Charging Cable,1,11.95,2019-03-01,"171 Elm St, New York City, NY 10001",Cargadores
Flatscreen TV,1,300,2019-03-01,"506 North St, San Francisco, CA 94016",Televisores
Wired Headphones,1,11.99,2019-03-01,"902 Adams St, New York City, NY 10001",Auriculares
27in 4K Gaming Monitor,1,389.99,2019-03-01,"9 Hill St, Portland, OR 97035",Monitores
AAA Batteries (4-pack),1,2.99,2019-03-01,"297 8th St, Austin, TX 73301",Pilas
Apple Airpods Headphones,1,150,2019-03-01,"894 Cedar St, San Francisco, CA 94016",Auriculares
Bose SoundSport Headphones,1,99.99,2019-03-01,"889 2nd St, Atlanta, GA 30301",Auriculares
AAA Batteries (4-pack),1,2.99,2019-03-01,"147 Main St, Boston, MA 02215",Pilas
AA Batteries (4-pack),2,3.84,2019-03-01,"98 Johnson St, San Francisco, CA 94016",Pilas
iPhone,1,700,2019-03-28,"942 Church St, Austin, TX 73301",Teléfonos
Lightning Charging Cable,1,14.95,2019-03-28,"942 Church St, Austin, TX 73301",Cargadores
Wired Headphones,2,11.99,2019-03-28,"942 Church St, Austin, TX 73301",Auriculares
Bose SoundSport Headphones,1,99.99,2019-03-17,"261 10th St, San Francisco, CA 94016",Auriculares
34in Ultrawide Monitor,1,379.99,2019-03-10,"764 13th St, San Francisco, CA 94016",Monitores
AA Batteries (4-pack),1,3.84,2019-03-20,"187 Ridge St, San Francisco, CA 94016",Pilas
34in Ultrawide Monitor,1,379.99,2019-03-15,"904 Main St, Austin, TX 73301",Monitores
