Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
USB-C Charging Cable,1,11.95,2021-12-20,"277 Main St, New York City, NY 10001",Cargadores
27in FHD Monitor,1,149.99,2021-12-30,"410 6th St, San Francisco, CA 94016",Monitores
USB-C Charging Cable,1,11.95,2021-12-26,"43 Hill St, Atlanta, GA 30301",Cargadores
USB-C Charging Cable,1,11.95,2021-12-24,"928 12th St, Portland, OR 97035",Cargadores
USB-C Charging Cable,2,11.95,2021-12-21,"813 Hickory St, Dallas, TX 75001",Cargadores
Bose SoundSport Headphones,1,99.99,2021-12-23,"718 Wilson St, Dallas, TX 75001",Auriculares
USB-C Charging Cable,2,11.95,2021-12-21,"594 1st St, San Francisco, CA 94016",Cargadores
AA Batteries (4-pack),2,3.84,2021-12-28,"866 Pine St, Boston, MA 02215",Pilas
AAA Batteries (4-pack),2,2.99,2021-12-14,"187 Lincoln St, Dallas, TX 75001",Pilas
Lightning Charging Cable,1,14.95,2021-12-09,"338 Main St, Austin, TX 73301",Cargadores
USB-C Charging Cable,1,11.95,2021-12-31,"780 Elm St, Portland, OR 97035",Cargadores
Wired Headphones,1,11.99,2021-12-31,"341 Lake St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),4,2.99,2021-12-12,"936 Church St, San Francisco, CA 94016",Pilas
Wired Headphones,1,11.99,2021-12-19,"662 Ridge St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,1,11.95,2021-12-25,"573 Maple St, Portland, ME 04101",Cargadores
Apple Airpods Headphones,1,150,2021-12-18,"531 Ridge St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2021-12-16,"546 Park St, Los Angeles, CA 90001",Auriculares
Apple Airpods Headphones,1,150,2021-12-12,"174 Cedar St, Seattle, WA 98101",Auriculares
Bose SoundSport Headphones,1,99.99,2021-12-30,"102 Johnson St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),2,3.84,2021-12-22,"640 Cherry St, Los Angeles, CA 90001",Pilas
Wired Headphones,1,11.99,2021-12-24,"856 12th St, Atlanta, GA 30301",Auriculares
Lightning Charging Cable,1,14.95,2021-12-22,"903 Lincoln St, Boston, MA 02215",Cargadores
Lightning Charging Cable,1,14.95,2021-12-31,"252 Hickory St, San Francisco, CA 94016",Cargadores
ThinkPad Laptop,1,999.99,2021-12-23,"742 River St, San Francisco, CA 94016",Portátiles
Vareebadd Phone,1,400,2021-12-21,"175 1st St, New York City, NY 10001",Teléfonos
USB-C Charging Cable,2,11.95,2021-12-21,"175 1st St, New York City, NY 10001",Cargadores
AA Batteries (4-pack),1,3.84,2021-12-25,"162 Maple St, Seattle, WA 98101",Pilas
Wired Headphones,2,11.99,2021-12-29,"628 River St, Austin, TX 73301",Auriculares
AA Batteries (4-pack),1,3.84,2021-12-25,"502 Jefferson St, Austin, TX 73301",Pilas
Bose SoundSport Headphones,1,99.99,2021-12-25,"502 Jefferson St, Austin, TX 73301",Auriculares
Wired Headphones,1,11.99,2021-12-20,"457 8th St, New York City, NY 10001",Auriculares
AAA Batteries (4-pack),3,2.99,2021-12-20,"599 Hill St, Los Angeles, CA 90001",Pilas
Lightning Charging Cable,1,14.95,2021-12-15,"547 Ridge St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2021-12-21,"846 9th St, Boston, MA 02215",Monitores
AAA Batteries (4-pack),2,2.99,2021-12-12,"489 Johnson St, San Francisco, CA 94016",Pilas
Macbook Pro Laptop,1,1700,2021-12-18,"331 Madison St, New York City, NY 10001",Portátiles
USB-C Charging Cable,2,11.95,2021-12-25,"169 Maple St, Seattle, WA 98101",Cargadores
20in Monitor,1,109.99,2021-12-11,"593 9th St, Los Angeles, CA 90001",Monitores
AA Batteries (4-pack),1,3.84,2021-12-25,"298 Ridge St, New York City, NY 10001",Pilas
34in Ultrawide Monitor,1,379.99,2021-12-16,"915 1st St, Seattle, WA 98101",Monitores
Wired Headphones,1,11.99,2021-12-16,"380 Lake St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),1,3.84,2021-12-15,"530 Walnut St, Los Angeles, CA 90001",Pilas
AA Batteries (4-pack),2,3.84,2021-12-11,"570 Walnut St, Dallas, TX 75001",Pilas
AAA Batteries (4-pack),3,2.99,2021-12-13,"911 River St, San Francisco, CA 94016",Pilas
Bose SoundSport Headphones,1,99.99,2021-12-22,"5 Dogwood St, San Francisco, CA 94016",Auriculares
27in FHD Monitor,1,149.99,2021-12-29,"366 Washington St, New York City, NY 10001",Monitores
34in Ultrawide Monitor,1,379.99,2021-12-22,"574 West St, San Francisco, CA 94016",Monitores
USB-C Charging Cable,1,11.95,2021-12-24,"33 9th St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2021-12-28,"228 5th St, Boston, MA 02215",Monitores
iPhone,1,700,2021-12-30,"374 Lincoln St, New York City, NY 10001",Teléfonos
Apple Airpods Headphones,1,150,2021-12-30,"374 Lincoln St, New York City, NY 10001",Auriculares
Wired Headphones,1,11.99,2021-12-30,"374 Lincoln St, New York City, NY 10001",Auriculares
iPhone,1,700,2021-12-27,"966 10th St, Atlanta, GA 30301",Teléfonos
Lightning Charging Cable,1,14.95,2021-12-27,"966 10th St, Atlanta, GA 30301",Cargadores
