Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Apple Airpods Headphones,1,150,2019-05-01,"589 Lake St, Portland, OR 97035",Auriculares
27in FHD Monitor,1,149.99,2019-05-01,"615 Lincoln St, San Francisco, CA 94016",Monitores
iPhone,1,700,2019-05-01,"478 West St, Boston, MA 02215",Teléfonos
Apple Airpods Headphones,1,150,2019-05-01,"478 West St, Boston, MA 02215",Auriculares
Google Phone,1,600,2019-05-01,"635 Chestnut St, San Francisco, CA 94016",Teléfonos
USB-C Charging Cable,1,11.95,2019-05-01,"635 Chestnut St, San Francisco, CA 94016",Cargadores
Apple Airpods Headphones,1,150,2019-05-01,"950 Church St, Los Angeles, CA 90001",Auriculares
Bose SoundSport Headphones,1,99.99,2019-05-01,"738 Adams St, New York City, NY 10001",Auriculares
Apple Airpods Headphones,1,150,2019-05-01,"103 Church St, San Francisco, CA 94016",Auriculares
Bose SoundSport Headphones,1,99.99,2019-05-01,"348 North St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),2,3.84,2019-05-01,"753 South St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150,2019-05-01,"514 2nd St, Los Angeles, CA 90001",Auriculares
ThinkPad Laptop,1,999.99,2019-05-01,"123 4th St, San Francisco, CA 94016",Portátiles
34in Ultrawide Monitor,1,379.99,2019-05-01,"295 Ridge St, Dallas, TX 75001",Monitores
ThinkPad Laptop,1,999.99,2019-05-01,"186 Lake St, Los Angeles, CA 90001",Portátiles
Wired Headphones,1,11.99,2019-05-01,"743 8th St, San Francisco, CA 94016",Auriculares
Bose SoundSport Headphones,1,99.99,2019-05-01,"705 Dogwood St, Boston, MA 02215",Auriculares
20in Monitor,1,109.99,2019-05-01,"858 12th St, San Francisco, CA 94016",Monitores
20in Monitor,1,109.99,2019-05-01,"670 5th St, San Francisco, CA 94016",Monitores
Macbook Pro Laptop,1,1700,2019-05-01,"919 Sunset St, San Francisco, CA 94016",Portátiles
Macbook Pro Laptop,1,1700,2019-05-01,"928 Dogwood St, Dallas, TX 75001",Portátiles
USB-C Charging Cable,1,11.95,2019-05-01,"743 Elm St, Boston, MA 02215",Cargadores
27in FHD Monitor,1,149.99,2019-05-01,"482 Jefferson St, Boston, MA 02215",Monitores
Apple Airpods Headphones,1,150,2019-05-01,"955 13th St, Seattle, WA 98101",Auriculares
Wired Headphones,1,11.99,2019-05-01,"757 Meadow St, Atlanta, GA 30301",Auriculares
AA Batteries (4-pack),1,3.84,2019-05-01,"779 11th St, Boston, MA 02215",Pilas
ThinkPad Laptop,1,999.99,2019-05-01,"342 8th St, Portland, OR 97035",Portátiles
iPhone,1,700,2019-05-01,"291 North St, San Francisco, CA 94016",Teléfonos
Wired Headphones,1,11.99,2019-05-16,"669 2nd St, New York City, NY 10001",Auriculares
AA Batteries (4-pack),1,3.84,2019-05-19,"844 Walnut St, Dallas, TX 75001",Pilas
27in FHD Monitor,1,149.99,2019-05-24,"164 Madison St, New York City, NY 10001",Monitores
Wired Headphones,1,11.99,2019-05-02,"622 Meadow St, Dallas, TX 75001",Auriculares
AAA Batteries (4-pack),2,2.99,2019-05-11,"17 Church St, Seattle, WA 98101",Pilas
iPhone,1,700.0,2019-05-10,"81 Jefferson St, San Francisco, CA 94016",Teléfonos
USB-C Charging Cable,1,11.95,2019-05-11,"354 Meadow St, Boston, MA 02215",Cargadores
Lightning Charging Cable,1,14.95,2019-05-07,"166 4th St, Dallas, TX 75001",Cargadores
27in FHD Monitor,1,149.99,2019-05-24,"759 Pine St, Seattle, WA 98101",Monitores
Wired Headphones,1,11.99,2019-05-04,"330 1st St, Seattle, WA 98101",Auriculares
ThinkPad Laptop,1,999.99,2019-05-13,"928 Hill St, Atlanta, GA 30301",Portátiles
USB-C Charging Cable,1,11.95,2019-05-12,"261 Jackson St, San Francisco, CA 94016",Cargadores
34in Ultrawide Monitor,1,379.99,2019-05-19,"451 Walnut St, New York City, NY 10001",Monitores
AA Batteries (4-pack),1,3.84,2019-05-22,"832 Lakeview St, Austin, TX 73301",Pilas
AAA Batteries (4-pack),1,2.99,2019-05-15,"202 11th St, Los Angeles, CA 90001",Pilas
Google Phone,1,600.0,2019-05-31,"498 14th St, Los Angeles, CA 90001",Teléfonos
Wired Headphones,1,11.99,2019-05-31,"498 14th St, Los Angeles, CA 90001",Auriculares
27in FHD Monitor,1,149.99,2019-05-04,"99 Dogwood St, Dallas, TX 75001",Monitores
Google Phone,1,600.0,2019-05-29,"853 West St, Austin, TX 73301",Teléfonos
Apple Airpods Headphones,1,150.0,2019-05-10,"29 Adams St, Los Angeles, CA 90001",Auriculares
Wired Headphones,1,11.99,2019-05-20,"857 River St, Atlanta, GA 30301",Auriculares
AAA Batteries (4-pack),1,2.99,2019-05-30,"159 Lincoln St, Los Angeles, CA 90001",Pilas
Lightning Charging Cable,1,14.95,2019-05-19,"486 6th St, Boston, MA 02215",Cargadores
Lightning Charging Cable,1,14.95,2019-05-12,"239 Madison St, Austin, TX 73301",Cargadores
AA Batteries (4-pack),1,3.84,2019-05-18,"762 Maple St, Boston, MA 02215",Pilas
Wired Headphones,3,11.99,2019-05-07,"531 Jackson St, New York City, NY 10001",Auriculares
AAA Batteries (4-pack),1,2.99,2019-05-11,"492 Washington St, Los Angeles, CA 90001",Pilas
LG Dryer,1,600.0,2019-05-10,"911 Hill St, Los Angeles, CA 90001",Electrodomésticos
Wired Headphones,1,11.99,2019-05-27,"573 Spruce St, Dallas, TX 75001",Auriculares
Apple Airpods Headphones,1,150.0,2019-05-24,"546 Meadow St, Atlanta, GA 30301",Auriculares
iPhone,1,700.0,2019-05-04,"937 North St, Portland, OR 97035",Teléfonos
Bose SoundSport Headphones,1,99.99,2019-05-19,"613 Lake St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),2,2.99,2019-05-19,"549 Willow St, Los Angeles, CA 90001",Pilas
