Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Bose SoundSport Headphones,1,99.99,2021-08-23,"492 Ridge St, Dallas, TX 75001",Auriculares
iPhone,1,700.0,2021-08-14,"149 7th St, Portland, OR 97035",Teléfonos
AA Batteries (4-pack),2,3.84,2021-08-23,"736 14th St, New York City, NY 10001",Pilas
Wired Headphones,1,11.99,2021-08-10,"470 Hill St, San Francisco, CA 94016",Auriculares
34in Ultrawide Monitor,1,379.99,2021-08-12,"470 Cherry St, Los Angeles, CA 90001",Monitores
20in Monitor,1,109.99,2021-08-21,"918 6th St, San Francisco, CA 94016",Monitores
Macbook Pro Laptop,1,1700.0,2021-08-15,"239 Spruce St, Los Angeles, CA 90001",Portátiles
LG Washing Machine,1,600.0,2021-08-17,"967 Willow St, San Francisco, CA 94016",Electrodomésticos
AA Batteries (4-pack),1,3.84,2021-08-27,"118 Johnson St, Portland, OR 97035",Pilas
Lightning Charging Cable,1,14.95,2021-08-17,"669 12th St, New York City, NY 10001",Cargadores
Apple Airpods Headphones,1,150.0,2021-08-31,"238 Highland St, Atlanta, GA 30301",Auriculares
AAA Batteries (4-pack),1,2.99,2021-08-23,"766 Maple St, Dallas, TX 75001",Pilas
USB-C Charging Cable,1,11.95,2021-08-31,"668 Meadow St, New York City, NY 10001",Cargadores
34in Ultrawide Monitor,1,379.99,2021-08-16,"821 7th St, Los Angeles, CA 90001",Monitores
AAA Batteries (4-pack),1,2.99,2021-08-29,"13 Cedar St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2021-08-16,"139 River St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2021-08-31,"916 Meadow St, Boston, MA 02215",Cargadores
USB-C Charging Cable,1,11.95,2021-08-28,"567 Center St, San Francisco, CA 94016",Cargadores
27in 4K Gaming Monitor,1,389.99,2021-08-20,"173 West St, Portland, OR 97035",Monitores
Apple Airpods Headphones,1,150.0,2021-08-22,"854 Sunset St, New York City, NY 10001",Auriculares
Bose SoundSport Headphones,1,99.99,2021-08-12,"905 Pine St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2021-08-29,"530 Church St, New York City, NY 10001",Cargadores
Wired Headphones,1,11.99,2021-08-15,"526 Chestnut St, Dallas, TX 75001",Auriculares
AA Batteries (4-pack),2,3.84,2021-08-28,"763 Hill St, Atlanta, GA 30301",Pilas
Wired Headphones,1,11.99,2021-08-17,"534 North St, Los Angeles, CA 90001",Auriculares
Apple Airpods Headphones,1,150.0,2021-08-14,"518 Main St, San Francisco, CA 94016",Auriculares
ThinkPad Laptop,1,999.99,2021-08-31,"615 11th St, Dallas, TX 75001",Portátiles
Bose SoundSport Headphones,1,99.99,2021-08-16,"861 Adams St, Atlanta, GA 30301",Auriculares
Flatscreen TV,1,300.0,2021-08-19,"415 Ridge St, San Francisco, CA 94016",Televisores
AA Batteries (4-pack),3,3.84,2021-08-19,"27 North St, Austin, TX 73301",Pilas
Google Phone,1,600.0,2021-08-22,"621 North St, San Francisco, CA 94016",Teléfonos
AA Batteries (4-pack),2,3.84,2021-08-22,"306 West St, Los Angeles, CA 90001",Pilas
iPhone,1,700.0,2021-08-12,"869 Jackson St, San Francisco, CA 94016",Teléfonos
Macbook Pro Laptop,1,1700.0,2021-08-12,"654 Chestnut St, Austin, TX 73301",Portátiles
27in FHD Monitor,1,149.99,2021-08-13,"852 8th St, San Francisco, CA 94016",Monitores
27in 4K Gaming Monitor,1,389.99,2021-08-31,"628 Jefferson St, Portland, OR 97035",Monitores
AA Batteries (4-pack),2,3.84,2021-08-25,"84 Cedar St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2021-08-25,"84 Cedar St, San Francisco, CA 94016",Cargadores
Google Phone,1,600.0,2021-08-19,"394 12th St, Atlanta, GA 30301",Teléfonos
Apple Airpods Headphones,1,150.0,2021-08-18,"499 7th St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),1,2.99,2021-08-13,"948 2nd St, Atlanta, GA 30301",Pilas
Apple Airpods Headphones,1,150.0,2021-08-10,"198 Highland St, Seattle, WA 98101",Auriculares
AAA Batteries (4-pack),2,2.99,2021-08-15,"241 6th St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150.0,2021-08-09,"654 Pine St, New York City, NY 10001",Auriculares
Apple Airpods Headphones,1,150.0,2021-08-29,"238 Hickory St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,1,11.95,2021-08-27,"557 North St, New York City, NY 10001",Cargadores
ThinkPad Laptop,1,999.99,2021-08-18,"526 North St, Portland, ME 04101",Portátiles
iPhone,1,700.0,2021-08-17,"635 Lake St, San Francisco, CA 94016",Teléfonos
Apple Airpods Headphones,1,150.0,2021-08-17,"635 Lake St, San Francisco, CA 94016",Auriculares
