Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Lightning Charging Cable,1,14.95,2024-02-22,"129 Cherry St, Atlanta, GA 30301",Cargadores
27in FHD Monitor,1,149.99,2024-02-23,"723 Wilson St, Los Angeles, CA 90001",Monitores
Wired Headphones,1,11.99,2024-02-28,"471 13th St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,1,11.95,2024-02-27,"165 Jefferson St, Los Angeles, CA 90001",Cargadores
ThinkPad Laptop,1,999.99,2024-02-25,"752 Park St, Los Angeles, CA 90001",Portátiles
USB-C Charging Cable,1,11.95,2024-02-24,"645 Walnut St, San Francisco, CA 94016",Cargadores
AA Batteries (4-pack),1,3.84,2024-02-22,"517 10th St, Austin, TX 73301",Pilas
Wired Headphones,1,11.99,2024-02-28,"268 Sunset St, Boston, MA 02215",Auriculares
AAA Batteries (4-pack),1,2.99,2024-02-27,"43 1st St, Atlanta, GA 30301",Pilas
AAA Batteries (4-pack),1,2.99,2024-02-26,"511 Washington St, San Francisco, CA 94016",Pilas
iPhone,1,700,2024-02-25,"522 West St, Boston, MA 02215",Teléfonos
27in 4K Gaming Monitor,1,389.99,2024-02-22,"726 West St, Seattle, WA 98101",Monitores
Wired Headphones,1,11.99,2024-02-24,"864 Hickory St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2024-02-27,"506 Willow St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2024-02-25,"178 14th St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),3,3.84,2024-02-24,"981 Lake St, Seattle, WA 98101",Pilas
27in FHD Monitor,1,149.99,2024-02-26,"523 Spruce St, Atlanta, GA 30301",Monitores
Bose SoundSport Headphones,1,99.99,2024-02-22,"43 South St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,1,11.95,2024-02-26,"193 Pine St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2024-02-21,"159 Maple St, Seattle, WA 98101",Monitores
AAA Batteries (4-pack),2,2.99,2024-02-29,"823 Cedar St, Los Angeles, CA 90001",Pilas
Apple Airpods Headphones,1,150,2024-02-28,"196 River St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),1,2.99,2024-02-28,"196 River St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2024-02-22,"756 6th St, Los Angeles, CA 90001",Cargadores
AAA Batteries (4-pack),1,2.99,2024-02-27,"724 Ridge St, Dallas, TX 75001",Pilas
USB-C Charging Cable,1,11.95,2024-02-26,"443 Park St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2024-02-29,"403 North St, New York City, NY 10001",Cargadores
AAA Batteries (4-pack),1,2.99,2024-02-24,"961 5th St, Portland, OR 97035",Pilas
AA Batteries (4-pack),1,3.84,2024-02-28,"198 Walnut St, Los Angeles, CA 90001",Pilas
AA Batteries (4-pack),2,3.84,2024-02-25,"709 Cedar St, Boston, MA 02215",Pilas
27in 4K Gaming Monitor,1,389.99,2024-02-25,"985 Jackson St, Portland, OR 97035",Monitores
Apple Airpods Headphones,1,150,2024-02-27,"808 1st St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),1,3.84,2024-02-25,"173 Dogwood St, Boston, MA 02215",Pilas
iPhone,1,700,2024-02-25,"96 7th St, Seattle, WA 98101",Teléfonos
Wired Headphones,1,11.99,2024-02-29,"566 Lake St, Los Angeles, CA 90001",Auriculares
Apple Airpods Headphones,1,150,2024-02-22,"23 Church St, Austin, TX 73301",Auriculares
27in 4K Gaming Monitor,1,389.99,2024-02-22,"153 South St, Seattle, WA 98101",Monitores
27in 4K Gaming Monitor,1,389.99,2024-02-27,"217 11th St, Los Angeles, CA 90001",Monitores
Google Phone,1,600,2024-02-22,"525 10th St, New York City, NY 10001",Teléfonos
USB-C Charging Cable,1,11.95,2024-02-22,"525 10th St, New York City, NY 10001",Cargadores
