Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
AA Batteries (4-pack),4,3.84,2024-10-07,"380 North St, Los Angeles, CA 90001",Pilas
USB-C Charging Cable,1,11.95,2024-10-06,"151 Johnson St, Los Angeles, CA 90001",Cargadores
34in Ultrawide Monitor,1,379.99,2024-10-03,"469 12th St, Los Angeles, CA 90001",Monitores
USB-C Charging Cable,1,11.95,2024-10-14,"439 Spruce St, San Francisco, CA 94016",Cargadores
AAA Batteries (4-pack),3,2.99,2024-10-04,"439 Walnut St, Seattle, WA 98101",Pilas
USB-C Charging Cable,1,11.95,2024-10-15,"41 North St, Portland, OR 97035",Cargadores
27in FHD Monitor,1,149.99,2024-10-02,"88 9th St, San Francisco, CA 94016",Monitores
Lightning Charging Cable,1,14.95,2024-10-05,"585 Adams St, Atlanta, GA 30301",Cargadores
20in Monitor,1,109.99,2024-10-14,"140 Ridge St, San Francisco, CA 94016",Monitores
Wired Headphones,1,11.99,2024-10-03,"820 Hill St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150.0,2024-10-04,"789 Lake St, Atlanta, GA 30301",Auriculares
Bose SoundSport Headphones,1,99.99,2024-10-07,"385 Washington St, Dallas, TX 75001",Auriculares
AA Batteries (4-pack),2,3.84,2024-10-02,"177 Sunset St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2024-10-14,"452 Adams St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2024-10-03,"510 Hickory St, New York City, NY 10001",Monitores
Apple Airpods Headphones,1,150.0,2024-10-05,"950 West St, New York City, NY 10001",Auriculares
34in Ultrawide Monitor,1,379.99,2024-10-08,"968 Ridge St, San Francisco, CA 94016",Monitores
34in Ultrawide Monitor,1,379.99,2024-10-07,"967 Center St, New York City, NY 10001",Monitores
Google Phone,1,600.0,2024-10-04,"726 8th St, San Francisco, CA 94016",Teléfonos
Bose SoundSport Headphones,1,99.99,2024-10-14,"350 Lincoln St, New York City, NY 10001",Auriculares
AAA Batteries (4-pack),1,2.99,2024-10-12,"446 2nd St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),2,2.99,2024-10-11,"444 North St, Austin, TX 73301",Pilas
Google Phone,1,600.0,2024-10-01,"780 4th St, Boston, MA 02215",Teléfonos
Apple Airpods Headphones,1,150.0,2024-10-11,"732 Park St, New York City, NY 10001",Auriculares
Macbook Pro Laptop,1,1700.0,2024-10-01,"22 7th St, Portland, ME 04101",Portátiles
Apple Airpods Headphones,1,150.0,2024-10-04,"477 Church St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,3,11.95,2024-10-10,"244 Jefferson St, Boston, MA 02215",Cargadores
27in 4K Gaming Monitor,1,389.99,2024-10-12,"852 Dogwood St, Los Angeles, CA 90001",Monitores
Lightning Charging Cable,1,14.95,2024-10-06,"213 West St, San Francisco, CA 94016",Cargadores
34in Ultrawide Monitor,1,379.99,2024-10-14,"876 Maple St, San Francisco, CA 94016",Monitores
AAA Batteries (4-pack),1,2.99,2024-10-09,"394 Madison St, San Francisco, CA 94016",Pilas
AA Batteries (4-pack),1,3.84,2024-10-06,"258 Forest St, New York City, NY 10001",Pilas
Bose SoundSport Headphones,1,99.99,2024-10-14,"665 Maple St, Los Angeles, CA 90001",Auriculares
Google Phone,1,600.0,2024-10-14,"665 Maple St, Los Angeles, CA 90001",Teléfonos
Lightning Charging Cable,2,14.95,2024-10-08,"751 Johnson St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,1,14.95,2024-10-12,"139 Ridge St, San Francisco, CA 94016",Cargadores
AAA Batteries (4-pack),2,2.99,2024-10-14,"523 Wilson St, New York City, NY 10001",Pilas
Wired Headphones,1,11.99,2024-10-13,"316 10th St, Boston, MA 02215",Auriculares
AA Batteries (4-pack),1,3.84,2024-10-04,"939 1st St, San Francisco, CA 94016",Pilas
Flatscreen TV,1,300.0,2024-10-10,"753 2nd St, Los Angeles, CA 90001",Televisores
Lightning Charging Cable,1,14.95,2024-10-01,"339 Willow St, Los Angeles, CA 90001",Cargadores
Lightning Charging Cable,1,14.95,2024-10-03,"429 Wilson St, Boston, MA 02215",Cargadores
Wired Headphones,1,11.99,2024-10-13,"255 9th St, New York City, NY 10001",Auriculares
Wired Headphones,1,11.99,2024-10-03,"276 11th St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),2,3.84,2024-10-12,"210 Maple St, Seattle, WA 98101",Pilas
Lightning Charging Cable,2,14.95,2024-10-03,"832 Johnson St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,1,14.95,2024-10-11,"57 Willow St, Dallas, TX 75001",Cargadores
Wired Headphones,1,11.99,2024-10-05,"969 Maple St, Dallas, TX 75001",Auriculares
Wired Headphones,1,11.99,2024-10-01,"727 Center St, Los Angeles, CA 90001",Auriculares
Apple Airpods Headphones,1,150.0,2024-10-04,"769 6th St, New York City, NY 10001",Auriculares
Vareebadd Phone,1,400.0,2024-10-12,"652 West St, Dallas, TX 75001",Teléfonos
AA Batteries (4-pack),1,3.84,2024-10-09,"565 Sunset St, Dallas, TX 75001",Pilas
Bose SoundSport Headphones,1,99.99,2024-10-03,"296 Highland St, Atlanta, GA 30301",Auriculares
AAA Batteries (4-pack),2,2.99,2024-10-09,"353 Madison St, San Francisco, CA 94016",Pilas
Macbook Pro Laptop,1,1700.0,2024-10-11,"535 2nd St, Los Angeles, CA 90001",Portátiles
USB-C Charging Cable,1,11.95,2024-10-04,"814 Lakeview St, Los Angeles, CA 90001",Cargadores
20in Monitor,1,109.99,2024-10-01,"100 Jefferson St, Seattle, WA 98101",Monitores
Vareebadd Phone,1,400.0,2024-10-14,"939 14th St, San Francisco, CA 94016",Teléfonos
Bose SoundSport Headphones,1,99.99,2024-10-14,"939 14th St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2024-10-15,"341 Jefferson St, Los Angeles, CA 90001",Cargadores
Lightning Charging Cable,1,14.95,2024-10-08,"566 Spruce St, Atlanta, GA 30301",Cargadores
Apple Airpods Headphones,1,150.0,2024-10-08,"530 Main St, Dallas, TX 75001",Auriculares
iPhone,1,700.0,2024-10-12,"620 North St, New York City, NY 10001",Teléfonos
Bose SoundSport Headphones,1,99.99,2024-10-15,"322 13th St, Atlanta, GA 30301",Auriculares
27in 4K Gaming Monitor,1,389.99,2024-10-12,"801 12th St, Los Angeles, CA 90001",Monitores
Wired Headphones,1,11.99,2024-10-07,"806 Lake St, New York City, NY 10001",Auriculares
Wired Headphones,1,11.99,2024-10-01,"566 Main St, Dallas, TX 75001",Auriculares
Apple Airpods Headphones,1,150.0,2024-10-04,"556 Forest St, San Francisco, CA 94016",Auriculares
Wired Headphones,2,11.99,2024-10-06,"832 West St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),1,3.84,2024-10-07,"342 Hill St, Boston, MA 02215",Pilas
AA Batteries (4-pack),1,3.84,2024-10-10,"278 North St, Atlanta, GA 30301",Pilas
Lightning Charging Cable,1,14.95,2024-10-12,"72 7th St, Portland, OR 97035",Cargadores
20in Monitor,1,109.99,2024-10-07,"3 Hickory St, Dallas, TX 75001",Monitores
AAA Batteries (4-pack),1,2.99,2024-10-11,"445 Walnut St, Atlanta, GA 30301",Pilas
USB-C Charging Cable,1,11.95,2024-10-05,"38 2nd St, New York City, NY 10001",Cargadores
27in 4K Gaming Monitor,1,389.99,2024-10-02,"783 Lake St, Los Angeles, CA 90001",Monitores
AA Batteries (4-pack),1,3.84,2024-10-11,"532 12th St, Los Angeles, CA 90001",Pilas
USB-C Charging Cable,1,11.95,2024-10-04,"613 Madison St, New York City, NY 10001",Cargadores
Lightning Charging Cable,1,14.95,2024-10-15,"212 Church St, Los Angeles, CA 90001",Cargadores
Wired Headphones,1,11.99,2024-10-10,"349 12th St, Atlanta, GA 30301",Auriculares
Wired Headphones,1,11.99,2024-10-03,"157 Madison St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2024-10-05,"479 Park St, San Francisco, CA 94016",Cargadores
AAA Batteries (4-pack),1,2.99,2024-10-07,"237 Spruce St, Portland, ME 04101",Pilas
Google Phone,1,600.0,2024-10-14,"165 Hill St, Austin, TX 73301",Teléfonos
AA Batteries (4-pack),2,3.84,2024-10-03,"279 Hill St, San Francisco, CA 94016",Pilas
