Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
iPhone,1,700,2022-03-02,"866 Spruce St, Portland, ME 04101",Teléfonos
27in 4K Gaming Monitor,1,389.99,2022-03-02,"52 6th St, New York City, NY 10001",Monitores
AA Batteries (4-pack),2,3.84,2022-03-12,"548 Lincoln St, Seattle, WA 98101",Pilas
Lightning Charging Cable,1,14.95,2022-03-08,"387 12th St, Austin, TX 73301",Cargadores
AA Batteries (4-pack),1,3.84,2022-03-05,"622 Center St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150,2022-03-10,"921 6th St, Seattle, WA 98101",Auriculares
USB-C Charging Cable,1,11.95,2022-03-01,"451 2nd St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2022-03-06,"689 River St, San Francisco, CA 94016",Cargadores
Bose SoundSport Headphones,1,99.99,2022-03-01,"198 Center St, Los Angeles, CA 90001",Auriculares
Bose SoundSport Headphones,1,99.99,2022-03-09,"777 Spruce St, Los Angeles, CA 90001",Auriculares
Apple Airpods Headphones,1,150,2022-03-02,"101 13th St, New York City, NY 10001",Auriculares
Lightning Charging Cable,1,14.95,2022-03-04,"303 Sunset St, Atlanta, GA 30301",Cargadores
Macbook Pro Laptop,1,1700,2022-03-10,"847 10th St, San Francisco, CA 94016",Portátiles
iPhone,1,700,2022-03-10,"847 10th St, San Francisco, CA 94016",Teléfonos
Wired Headphones,1,11.99,2022-03-07,"111 Hill St, Dallas, TX 75001",Auriculares
AA Batteries (4-pack),2,3.84,2022-03-11,"512 Church St, Dallas, TX 75001",Pilas
Flatscreen TV,1,300,2022-03-11,"588 1st St, Los Angeles, CA 90001",Televisores
LG Dryer,1,600.0,2022-03-11,"452 8th St, San Francisco, CA 94016",Electrodomésticos
Wired Headphones,1,11.99,2022-03-12,"311 8th St, Austin, TX 73301",Auriculares
20in Monitor,1,109.99,2022-03-09,"874 Jefferson St, San Francisco, CA 94016",Monitores
AAA Batteries (4-pack),2,2.99,2022-03-10,"426 Lake St, Los Angeles, CA 90001",Pilas
USB-C Charging Cable,1,11.95,2022-03-12,"457 Maple St, Los Angeles, CA 90001",Cargadores
AAA Batteries (4-pack),1,2.99,2022-03-13,"270 Dogwood St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2022-03-05,"961 2nd St, San Francisco, CA 94016",Pilas
Wired Headphones,1,11.99,2022-03-07,"437 12th St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150,2022-03-06,"553 12th St, Atlanta, GA 30301",Auriculares
AA Batteries (4-pack),2,3.84,2022-03-02,"103 14th St, San Francisco, CA 94016",Pilas
