Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
USB-C Charging Cable,1,11.95,2020-12-16,"277 Main St, New York City, NY 10001",Cargadores
27in FHD Monitor,1,149.99,2020-12-26,"410 6th St, San Francisco, CA 94016",Monitores
USB-C Charging Cable,1,11.95,2020-12-22,"43 Hill St, Atlanta, GA 30301",Cargadores
USB-C Charging Cable,1,11.95,2020-12-20,"928 12th St, Portland, OR 97035",Cargadores
USB-C Charging Cable,2,11.95,2020-12-17,"813 Hickory St, Dallas, TX 75001",Cargadores
Bose SoundSport Headphones,1,99.99,2020-12-19,"718 Wilson St, Dallas, TX 75001",Auriculares
USB-C Charging Cable,2,11.95,2020-12-17,"594 1st St, San Francisco, CA 94016",Cargadores
AA Batteries (4-pack),2,3.84,2020-12-24,"866 Pine St, Boston, MA 02215",Pilas
AAA Batteries (4-pack),2,2.99,2020-12-10,"187 Lincoln St, Dallas, TX 75001",Pilas
USB-C Charging Cable,1,11.95,2020-12-29,"902 2nd St, Dallas, TX 75001",Cargadores
Lightning Charging Cable,1,14.95,2020-12-05,"338 Main St, Austin, TX 73301",Cargadores
Google Phone,1,600,2020-12-29,"79 Elm St, Boston, MA 02215",Teléfonos
USB-C Charging Cable,1,11.95,2020-12-29,"79 Elm St, Boston, MA 02215",Cargadores
Bose SoundSport Headphones,1,99.99,2020-12-29,"79 Elm St, Boston, MA 02215",Auriculares
Wired Headphones,1,11.99,2020-12-29,"79 Elm St, Boston, MA 02215",Auriculares
USB-C Charging Cable,1,11.95,2020-12-27,"780 Elm St, Portland, OR 97035",Cargadores
Wired Headphones,1,11.99,2020-12-27,"341 Lake St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),4,2.99,2020-12-08,"936 Church St, San Francisco, CA 94016",Pilas
Wired Headphones,1,11.99,2020-12-15,"662 Ridge St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,1,11.95,2020-12-21,"573 Maple St, Portland, ME 04101",Cargadores
Apple Airpods Headphones,1,150,2020-12-14,"531 Ridge St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2020-12-12,"546 Park St, Los Angeles, CA 90001",Auriculares
LG Washing Machine,1,600.0,2020-12-28,"173 Lake St, San Francisco, CA 94016",Electrodomésticos
Apple Airpods Headphones,1,150,2020-12-08,"174 Cedar St, Seattle, WA 98101",Auriculares
Bose SoundSport Headphones,1,99.99,2020-12-26,"102 Johnson St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),2,3.84,2020-12-18,"640 Cherry St, Los Angeles, CA 90001",Pilas
Wired Headphones,1,11.99,2020-12-20,"856 12th St, Atlanta, GA 30301",Auriculares
Lightning Charging Cable,1,14.95,2020-12-30,"310 Pine St, Dallas, TX 75001",Cargadores
Lightning Charging Cable,1,14.95,2020-12-18,"903 Lincoln St, Boston, MA 02215",Cargadores
Lightning Charging Cable,1,14.95,2020-12-27,"252 Hickory St, San Francisco, CA 94016",Cargadores
ThinkPad Laptop,1,999.99,2020-12-19,"742 River St, San Francisco, CA 94016",Portátiles
Vareebadd Phone,1,400,2020-12-17,"175 1st St, New York City, NY 10001",Teléfonos
USB-C Charging Cable,2,11.95,2020-12-17,"175 1st St, New York City, NY 10001",Cargadores
AA Batteries (4-pack),1,3.84,2020-12-21,"162 Maple St, Seattle, WA 98101",Pilas
Bose SoundSport Headphones,1,99.99,2020-12-29,"363 Hickory St, New York City, NY 10001",Auriculares
Wired Headphones,2,11.99,2020-12-25,"628 River St, Austin, TX 73301",Auriculares
AA Batteries (4-pack),1,3.84,2020-12-21,"502 Jefferson St, Austin, TX 73301",Pilas
Bose SoundSport Headphones,1,99.99,2020-12-21,"502 Jefferson St, Austin, TX 73301",Auriculares
Wired Headphones,1,11.99,2020-12-16,"457 8th St, New York City, NY 10001",Auriculares
Wired Headphones,1,11.99,2020-12-29,"133 Jackson St, New York City, NY 10001",Auriculares
AAA Batteries (4-pack),3,2.99,2020-12-16,"599 Hill St, Los Angeles, CA 90001",Pilas
Lightning Charging Cable,1,14.95,2020-12-11,"547 Ridge St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2020-12-17,"846 9th St, Boston, MA 02215",Monitores
Bose SoundSport Headphones,1,99.99,2020-12-29,"662 6th St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),1,2.99,2020-12-30,"729 Pine St, Atlanta, GA 30301",Pilas
AAA Batteries (4-pack),2,2.99,2020-12-08,"489 Johnson St, San Francisco, CA 94016",Pilas
Macbook Pro Laptop,1,1700,2020-12-14,"331 Madison St, New York City, NY 10001",Portátiles
Bose SoundSport Headphones,1,99.99,2020-12-28,"490 Spruce St, New York City, NY 10001",Auriculares
USB-C Charging Cable,2,11.95,2020-12-21,"169 Maple St, Seattle, WA 98101",Cargadores
20in Monitor,1,109.99,2020-12-07,"593 9th St, Los Angeles, CA 90001",Monitores
Macbook Pro Laptop,1,1700,2020-12-29,"82 10th St, San Francisco, CA 94016",Portátiles
Lightning Charging Cable,1,14.95,2020-12-31,"785 Chestnut St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2020-12-28,"334 2nd St, Los Angeles, CA 90001",Monitores
AA Batteries (4-pack),1,3.84,2020-12-21,"298 Ridge St, New York City, NY 10001",Pilas
34in Ultrawide Monitor,1,379.99,2020-12-12,"915 1st St, Seattle, WA 98101",Monitores
Wired Headphones,1,11.99,2020-12-12,"380 Lake St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),1,3.84,2020-12-11,"530 Walnut St, Los Angeles, CA 90001",Pilas
AA Batteries (4-pack),2,3.84,2020-12-07,"570 Walnut St, Dallas, TX 75001",Pilas
AAA Batteries (4-pack),3,2.99,2020-12-09,"911 River St, San Francisco, CA 94016",Pilas
iPhone,1,700,2020-12-29,"203 Lakeview St, Boston, MA 02215",Teléfonos
Lightning Charging Cable,1,14.95,2020-12-29,"203 Lakeview St, Boston, MA 02215",Cargadores
Bose SoundSport Headphones,1,99.99,2020-12-18,"5 Dogwood St, San Francisco, CA 94016",Auriculares
