Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Wired Headphones,2,11.99,2021-09-08,"359 Spruce St, Seattle, WA 98101",Auriculares
AA Batteries (4-pack),2,3.84,2021-09-06,"631 2nd St, Los Angeles, CA 90001",Pilas
Wired Headphones,1,11.99,2021-09-02,"58 9th St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),1,3.84,2021-09-03,"295 1st St, Boston, MA 02215",Pilas
27in FHD Monitor,1,149.99,2021-09-08,"196 West St, Dallas, TX 75001",Monitores
AA Batteries (4-pack),1,3.84,2021-09-02,"246 Willow St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150.0,2021-09-04,"353 Madison St, San Francisco, CA 94016",Auriculares
Macbook Pro Laptop,1,1700.0,2021-09-05,"627 Lincoln St, Dallas, TX 75001",Portátiles
AA Batteries (4-pack),2,3.84,2021-09-07,"548 Jefferson St, Boston, MA 02215",Pilas
27in 4K Gaming Monitor,1,389.99,2021-09-07,"194 Dogwood St, Atlanta, GA 30301",Monitores
Apple Airpods Headphones,1,150.0,2021-09-01,"881 10th St, Dallas, TX 75001",Auriculares
AAA Batteries (4-pack),3,2.99,2021-09-01,"590 Lakeview St, San Francisco, CA 94016",Pilas
AA Batteries (4-pack),1,3.84,2021-09-06,"434 Church St, Boston, MA 02215",Pilas
AAA Batteries (4-pack),1,2.99,2021-09-06,"62 Center St, San Francisco, CA 94016",Pilas
AA Batteries (4-pack),1,3.84,2021-09-01,"908 Park St, San Francisco, CA 94016",Pilas
Flatscreen TV,1,300.0,2021-09-07,"672 7th St, New York City, NY 10001",Televisores
USB-C Charging Cable,1,11.95,2021-09-08,"949 Church St, Boston, MA 02215",Cargadores
Lightning Charging Cable,1,14.95,2021-09-04,"826 Forest St, Los Angeles, CA 90001",Cargadores
AAA Batteries (4-pack),1,2.99,2021-09-07,"498 Johnson St, Austin, TX 73301",Pilas
Flatscreen TV,1,300.0,2021-09-02,"806 Ridge St, Boston, MA 02215",Televisores
27in 4K Gaming Monitor,1,389.99,2021-09-04,"765 Lakeview St, Austin, TX 73301",Monitores
AA Batteries (4-pack),1,3.84,2021-09-08,"444 West St, Boston, MA 02215",Pilas
Bose SoundSport Headphones,1,99.99,2021-09-04,"848 5th St, New York City, NY 10001",Auriculares
AA Batteries (4-pack),1,3.84,2021-09-06,"35 Spruce St, Boston, MA 02215",Pilas
Wired Headphones,1,11.99,2021-09-01,"731 10th St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),2,3.84,2021-09-04,"352 1st St, Portland, OR 97035",Pilas
AA Batteries (4-pack),1,3.84,2021-09-02,"270 Cherry St, Dallas, TX 75001",Pilas
Bose SoundSport Headphones,1,99.99,2021-09-02,"729 Washington St, New York City, NY 10001",Auriculares
Lightning Charging Cable,1,14.95,2021-09-06,"61 Park St, New York City, NY 10001",Cargadores
Wired Headphones,1,11.99,2021-09-06,"625 Forest St, Dallas, TX 75001",Auriculares
27in FHD Monitor,1,149.99,2021-09-06,"546 9th St, San Francisco, CA 94016",Monitores
AAA Batteries (4-pack),1,2.99,2021-09-06,"501 Maple St, Boston, MA 02215",Pilas
AAA Batteries (4-pack),1,2.99,2021-09-04,"195 Wilson St, Boston, MA 02215",Pilas
USB-C Charging Cable,1,11.95,2021-09-01,"43 Jackson St, Dallas, TX 75001",Cargadores
AA Batteries (4-pack),4,3.84,2021-09-02,"124 Forest St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2021-09-04,"962 Highland St, Seattle, WA 98101",Cargadores
AA Batteries (4-pack),1,3.84,2021-09-01,"782 12th St, New York City, NY 10001",Pilas
Wired Headphones,1,11.99,2021-09-02,"970 2nd St, Los Angeles, CA 90001",Auriculares
27in FHD Monitor,1,149.99,2021-09-05,"378 Adams St, Portland, ME 04101",Monitores
Lightning Charging Cable,1,14.95,2021-09-01,"462 Madison St, Dallas, TX 75001",Cargadores
27in 4K Gaming Monitor,1,389.99,2021-09-02,"184 Johnson St, San Francisco, CA 94016",Monitores
Wired Headphones,1,11.99,2021-09-01,"323 11th St, New York City, NY 10001",Auriculares
Lightning Charging Cable,1,14.95,2021-09-07,"9 Center St, Atlanta, GA 30301",Cargadores
Wired Headphones,1,11.99,2021-09-01,"115 Lake St, Atlanta, GA 30301",Auriculares
Flatscreen TV,1,300.0,2021-09-06,"276 Chestnut St, San Francisco, CA 94016",Televisores
AAA Batteries (4-pack),1,2.99,2021-09-05,"899 South St, Los Angeles, CA 90001",Pilas
Apple Airpods Headphones,1,150.0,2021-09-05,"580 Wilson St, Dallas, TX 75001",Auriculares
20in Monitor,1,109.99,2021-09-07,"307 Jefferson St, Los Angeles, CA 90001",Monitores
AAA Batteries (4-pack),1,2.99,2021-09-02,"821 Lakeview St, New York City, NY 10001",Pilas
AA Batteries (4-pack),3,3.84,2021-09-06,"490 Maple St, Portland, OR 97035",Pilas
Wired Headphones,1,11.99,2021-09-04,"56 5th St, New York City, NY 10001",Auriculares
Google Phone,1,600.0,2021-09-08,"543 Ridge St, New York City, NY 10001",Teléfonos
27in 4K Gaming Monitor,1,389.99,2021-09-06,"192 13th St, New York City, NY 10001",Monitores
Bose SoundSport Headphones,1,99.99,2021-09-05,"360 River St, Seattle, WA 98101",Auriculares
Wired Headphones,1,11.99,2021-09-08,"363 6th St, Atlanta, GA 30301",Auriculares
27in FHD Monitor,1,149.99,2021-09-03,"173 South St, San Francisco, CA 94016",Monitores
Wired Headphones,1,11.99,2021-09-06,"363 2nd St, Boston, MA 02215",Auriculares
Bose SoundSport Headphones,1,99.99,2021-09-07,"436 Main St, Portland, OR 97035",Auriculares
Wired Headphones,1,11.99,2021-09-03,"478 9th St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2021-09-03,"610 Chestnut St, San Francisco, CA 94016",Cargadores
Apple Airpods Headphones,1,150,2021-09-04,"133 Ridge St, Atlanta, GA 30301",Auriculares
Apple Airpods Headphones,1,150,2021-09-04,"589 2nd St, Atlanta, GA 30301",Auriculares
27in 4K Gaming Monitor,1,389.99,2021-09-08,"974 5th St, Los Angeles, CA 90001",Monitores
AA Batteries (4-pack),1,3.84,2021-09-08,"663 Dogwood St, Austin, TX 73301",Pilas
Bose SoundSport Headphones,1,99.99,2021-09-03,"405 Ridge St, Portland, ME 04101",Auriculares
AA Batteries (4-pack),2,3.84,2021-09-04,"410 9th St, San Francisco, CA 94016",Pilas
Wired Headphones,1,11.99,2021-09-01,"865 Jefferson St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),1,3.84,2021-09-04,"398 Cherry St, Austin, TX 73301",Pilas
Wired Headphones,1,11.99,2021-09-08,"474 Cedar St, Austin, TX 73301",Auriculares
