Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
27in FHD Monitor,1,149.99,2021-10-22,"628 Jefferson St, New York City, NY 10001",Monitores
Wired Headphones,1,11.99,2021-10-15,"534 14th St, Los Angeles, CA 90001",Auriculares
AAA Batteries (4-pack),1,2.99,2021-10-09,"976 Lake St, New York City, NY 10001",Pilas
Apple Airpods Headphones,1,150.0,2021-10-28,"955 9th St, Los Angeles, CA 90001",Auriculares
Apple Airpods Headphones,1,150.0,2021-10-24,"742 14th St, San Francisco, CA 94016",Auriculares
27in FHD Monitor,1,149.99,2021-10-21,"960 Ridge St, Boston, MA 02215",Monitores
Wired Headphones,1,11.99,2021-10-25,"434 Madison St, San Francisco, CA 94016",Auriculares
Apple Airpods Headphones,1,150.0,2021-10-25,"784 6th St, Los Angeles, CA 90001",Auriculares
USB-C Charging Cable,1,11.95,2021-10-18,"557 Forest St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2021-10-20,"218 14th St, San Francisco, CA 94016",Monitores
Bose SoundSport Headphones,1,99.99,2021-10-31,"88 Main St, Boston, MA 02215",Auriculares
Lightning Charging Cable,1,14.95,2021-10-26,"997 1st St, Boston, MA 02215",Cargadores
27in 4K Gaming Monitor,1,389.99,2021-10-17,"148 Lincoln St, San Francisco, CA 94016",Monitores
Apple Airpods Headphones,1,150.0,2021-10-27,"424 North St, San Francisco, CA 94016",Auriculares
Wired Headphones,1,11.99,2021-10-26,"605 Ridge St, New York City, NY 10001",Auriculares
Apple Airpods Headphones,1,150.0,2021-10-21,"597 6th St, Los Angeles, CA 90001",Auriculares
Lightning Charging Cable,1,14.95,2021-10-24,"966 Hickory St, Los Angeles, CA 90001",Cargadores
Bose SoundSport Headphones,1,99.99,2021-10-09,"695 6th St, New York City, NY 10001",Auriculares
AA Batteries (4-pack),1,3.84,2021-10-20,"948 Forest St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2021-10-25,"661 Maple St, Dallas, TX 75001",Pilas
Lightning Charging Cable,1,14.95,2021-10-16,"134 Cherry St, Atlanta, GA 30301",Cargadores
Wired Headphones,1,11.99,2021-10-27,"374 Forest St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),1,3.84,2021-10-30,"2 13th St, New York City, NY 10001",Pilas
Bose SoundSport Headphones,1,99.99,2021-10-21,"235 Adams St, Atlanta, GA 30301",Auriculares
AAA Batteries (4-pack),1,2.99,2021-10-31,"218 Spruce St, Austin, TX 73301",Pilas
Wired Headphones,1,11.99,2021-10-09,"901 Walnut St, Atlanta, GA 30301",Auriculares
Bose SoundSport Headphones,1,99.99,2021-10-30,"367 Pine St, Seattle, WA 98101",Auriculares
27in 4K Gaming Monitor,1,389.99,2021-10-27,"628 Forest St, Los Angeles, CA 90001",Monitores
Wired Headphones,1,11.99,2021-10-23,"291 Lincoln St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),3,3.84,2021-10-17,"11 Lakeview St, Seattle, WA 98101",Pilas
Bose SoundSport Headphones,1,99.99,2021-10-15,"883 5th St, Boston, MA 02215",Auriculares
Bose SoundSport Headphones,1,99.99,2021-10-15,"698 Center St, Dallas, TX 75001",Auriculares
AA Batteries (4-pack),1,3.84,2021-10-20,"665 Elm St, Atlanta, GA 30301",Pilas
34in Ultrawide Monitor,1,379.99,2021-10-29,"36 Pine St, Los Angeles, CA 90001",Monitores
27in FHD Monitor,1,149.99,2021-10-11,"854 Main St, Austin, TX 73301",Monitores
AA Batteries (4-pack),2,3.84,2021-10-09,"110 Hill St, San Francisco, CA 94016",Pilas
AA Batteries (4-pack),1,3.84,2021-10-17,"39 West St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150.0,2021-10-16,"29 Washington St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),2,2.99,2021-10-24,"280 8th St, Portland, OR 97035",Pilas
Vareebadd Phone,1,400.0,2021-10-18,"680 South St, Dallas, TX 75001",Teléfonos
