Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
USB-C Charging Cable,2,11.95,2020-04-23,"917 1st St, Dallas, TX 75001",Cargadores
Bose SoundSport Headphones,1,99.99,2020-04-11,"682 Chestnut St, Boston, MA 02215",Auriculares
Google Phone,1,600,2020-04-16,"669 Spruce St, Los Angeles, CA 90001",Teléfonos
Wired Headphones,1,11.99,2020-04-16,"669 Spruce St, Los Angeles, CA 90001",Auriculares
Bose SoundSport Headphones,1,99.99,2020-04-06,"668 Center St, Seattle, WA 98101",Auriculares
USB-C Charging Cable,1,11.95,2020-04-16,"790 Ridge St, Atlanta, GA 30301",Cargadores
Macbook Pro Laptop,1,1700,2020-04-28,"915 Willow St, San Francisco, CA 94016",Portátiles
Wired Headphones,1,11.99,2020-04-12,"83 7th St, Boston, MA 02215",Auriculares
Google Phone,1,600,2020-04-22,"444 7th St, Los Angeles, CA 90001",Teléfonos
Lightning Charging Cable,1,14.95,2020-04-19,"438 Elm St, Seattle, WA 98101",Cargadores
27in 4K Gaming Monitor,1,389.99,2020-04-20,"657 Hill St, Dallas, TX 75001",Monitores
AA Batteries (4-pack),1,3.84,2020-04-26,"186 12th St, Dallas, TX 75001",Pilas
Lightning Charging Cable,1,14.95,2020-04-23,"253 Johnson St, Atlanta, GA 30301",Cargadores
Apple Airpods Headphones,1,150,2020-04-08,"149 Dogwood St, New York City, NY 10001",Auriculares
Google Phone,1,600,2020-04-07,"20 Hill St, Los Angeles, CA 90001",Teléfonos
USB-C Charging Cable,1,11.95,2020-04-07,"20 Hill St, Los Angeles, CA 90001",Cargadores
Apple Airpods Headphones,1,150,2020-04-08,"260 Spruce St, Dallas, TX 75001",Auriculares
Apple Airpods Headphones,1,150,2020-04-13,"513 Church St, Boston, MA 02215",Auriculares
AA Batteries (4-pack),1,3.84,2020-04-15,"886 Jefferson St, New York City, NY 10001",Pilas
USB-C Charging Cable,1,11.95,2020-04-09,"886 Willow St, Los Angeles, CA 90001",Cargadores
iPhone,1,700,2020-04-13,"84 Jackson St, Boston, MA 02215",Teléfonos
AAA Batteries (4-pack),2,2.99,2020-04-24,"146 Jackson St, Portland, OR 97035",Pilas
Flatscreen TV,1,300,2020-04-28,"936 Church St, San Francisco, CA 94016",Televisores
Bose SoundSport Headphones,1,99.99,2020-04-11,"823 Highland St, Boston, MA 02215",Auriculares
Bose SoundSport Headphones,1,99.99,2020-04-11,"823 Highland St, Boston, MA 02215",Auriculares
AAA Batteries (4-pack),2,2.99,2020-04-14,"365 Center St, San Francisco, CA 94016",Pilas
Google Phone,1,600,2020-04-14,"365 Center St, San Francisco, CA 94016",Teléfonos
20in Monitor,1,109.99,2020-04-06,"765 Cherry St, Seattle, WA 98101",Monitores
Lightning Charging Cable,1,14.95,2020-04-08,"846 Highland St, Atlanta, GA 30301",Cargadores
Google Phone,1,600,2020-04-15,"873 6th St, New York City, NY 10001",Teléfonos
Apple Airpods Headphones,1,150,2020-04-25,"600 Maple St, Austin, TX 73301",Auriculares
Lightning Charging Cable,2,14.95,2020-04-19,"906 7th St, Portland, OR 97035",Cargadores
Wired Headphones,1,11.99,2020-04-21,"63 Maple St, San Francisco, CA 94016",Auriculares
Wired Headphones,3,11.99,2020-04-06,"383 6th St, Los Angeles, CA 90001",Auriculares
USB-C Charging Cable,1,11.95,2020-04-23,"681 11th St, San Francisco, CA 94016",Cargadores
AAA Batteries (4-pack),2,2.99,2020-04-25,"294 Park St, San Francisco, CA 94016",Pilas
Lightning Charging Cable,1,14.95,2020-04-15,"279 Maple St, New York City, NY 10001",Cargadores
USB-C Charging Cable,1,11.95,2020-04-06,"754 10th St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2020-04-05,"858 6th St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2020-04-06,"462 11th St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2020-04-19,"717 Pine St, San Francisco, CA 94016",Cargadores
LG Dryer,1,600.0,2020-04-25,"487 Maple St, San Francisco, CA 94016",Electrodomésticos
AAA Batteries (4-pack),2,2.99,2020-04-22,"689 10th St, Boston, MA 02215",Pilas
iPhone,1,700,2020-04-15,"15 Cherry St, San Francisco, CA 94016",Teléfonos
Apple Airpods Headphones,1,150,2020-04-15,"267 11th St, Austin, TX 73301",Auriculares
AAA Batteries (4-pack),1,2.99,2020-04-30,"382 River St, Dallas, TX 75001",Pilas
