Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
USB-C Charging Cable,1,11.95,2022-12-24,"277 Main St, New York City, NY 10001",Cargadores
USB-C Charging Cable,1,11.95,2022-12-30,"43 Hill St, Atlanta, GA 30301",Cargadores
USB-C Charging Cable,1,11.95,2022-12-28,"928 12th St, Portland, OR 97035",Cargadores
USB-C Charging Cable,2,11.95,2022-12-25,"813 Hickory St, Dallas, TX 75001",Cargadores
Bose SoundSport Headphones,1,99.99,2022-12-27,"718 Wilson St, Dallas, TX 75001",Auriculares
USB-C Charging Cable,2,11.95,2022-12-25,"594 1st St, San Francisco, CA 94016",Cargadores
AAA Batteries (4-pack),2,2.99,2022-12-18,"187 Lincoln St, Dallas, TX 75001",Pilas
Lightning Charging Cable,1,14.95,2022-12-13,"338 Main St, Austin, TX 73301",Cargadores
AAA Batteries (4-pack),4,2.99,2022-12-16,"936 Church St, San Francisco, CA 94016",Pilas
Wired Headphones,1,11.99,2022-12-23,"662 Ridge St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,1,11.95,2022-12-29,"573 Maple St, Portland, ME 04101",Cargadores
Apple Airpods Headphones,1,150,2022-12-22,"531 Ridge St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2022-12-20,"546 Park St, Los Angeles, CA 90001",Auriculares
Apple Airpods Headphones,1,150,2022-12-16,"174 Cedar St, Seattle, WA 98101",Auriculares
AA Batteries (4-pack),2,3.84,2022-12-26,"640 Cherry St, Los Angeles, CA 90001",Pilas
Wired Headphones,1,11.99,2022-12-28,"856 12th St, Atlanta, GA 30301",Auriculares
Lightning Charging Cable,1,14.95,2022-12-26,"903 Lincoln St, Boston, MA 02215",Cargadores
ThinkPad Laptop,1,999.99,2022-12-27,"742 River St, San Francisco, CA 94016",Portátiles
Vareebadd Phone,1,400,2022-12-25,"175 1st St, New York City, NY 10001",Teléfonos
USB-C Charging Cable,2,11.95,2022-12-25,"175 1st St, New York City, NY 10001",Cargadores
AA Batteries (4-pack),1,3.84,2022-12-29,"162 Maple St, Seattle, WA 98101",Pilas
AA Batteries (4-pack),1,3.84,2022-12-29,"502 Jefferson St, Austin, TX 73301",Pilas
Bose SoundSport Headphones,1,99.99,2022-12-29,"502 Jefferson St, Austin, TX 73301",Auriculares
Wired Headphones,1,11.99,2022-12-24,"457 8th St, New York City, NY 10001",Auriculares
AAA Batteries (4-pack),3,2.99,2022-12-24,"599 Hill St, Los Angeles, CA 90001",Pilas
Lightning Charging Cable,1,14.95,2022-12-19,"547 Ridge St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2022-12-25,"846 9th St, Boston, MA 02215",Monitores
AAA Batteries (4-pack),2,2.99,2022-12-16,"489 Johnson St, San Francisco, CA 94016",Pilas
Macbook Pro Laptop,1,1700,2022-12-22,"331 Madison St, New York City, NY 10001",Portátiles
USB-C Charging Cable,2,11.95,2022-12-29,"169 Maple St, Seattle, WA 98101",Cargadores
20in Monitor,1,109.99,2022-12-15,"593 9th St, Los Angeles, CA 90001",Monitores
AA Batteries (4-pack),1,3.84,2022-12-29,"298 Ridge St, New York City, NY 10001",Pilas
34in Ultrawide Monitor,1,379.99,2022-12-20,"915 1st St, Seattle, WA 98101",Monitores
Wired Headphones,1,11.99,2022-12-20,"380 Lake St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),1,3.84,2022-12-19,"530 Walnut St, Los Angeles, CA 90001",Pilas
AA Batteries (4-pack),2,3.84,2022-12-15,"570 Walnut St, Dallas, TX 75001",Pilas
AAA Batteries (4-pack),3,2.99,2022-12-17,"911 River St, San Francisco, CA 94016",Pilas
Bose SoundSport Headphones,1,99.99,2022-12-26,"5 Dogwood St, San Francisco, CA 94016",Auriculares
34in Ultrawide Monitor,1,379.99,2022-12-26,"574 West St, San Francisco, CA 94016",Monitores
USB-C Charging Cable,1,11.95,2022-12-28,"33 9th St, San Francisco, CA 94016",Cargadores
iPhone,1,700,2022-12-31,"966 10th St, Atlanta, GA 30301",Teléfonos
Lightning Charging Cable,1,14.95,2022-12-31,"966 10th St, Atlanta, GA 30301",Cargadores
USB-C Charging Cable,1,11.95,2022-12-26,"949 Wilson St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2022-12-13,"102 Cedar St, New York City, NY 10001",Cargadores
Apple Airpods Headphones,1,150,2022-12-14,"829 Johnson St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150,2022-12-21,"368 Sunset St, New York City, NY 10001",Auriculares
USB-C Charging Cable,1,11.95,2022-12-15,"346 South St, New York City, NY 10001",Cargadores
AA Batteries (4-pack),2,3.84,2022-12-31,"579 Lake St, San Francisco, CA 94016",Pilas
AA Batteries (4-pack),3,3.84,2022-12-22,"11 8th St, San Francisco, CA 94016",Pilas
Wired Headphones,1,11.99,2022-12-19,"45 Church St, Boston, MA 02215",Auriculares
Wired Headphones,2,11.99,2022-12-16,"983 Highland St, Los Angeles, CA 90001",Auriculares
Google Phone,1,600,2022-12-23,"341 Forest St, Dallas, TX 75001",Teléfonos
Lightning Charging Cable,1,14.95,2022-12-19,"502 Cherry St, Austin, TX 73301",Cargadores
34in Ultrawide Monitor,1,379.99,2022-12-14,"20 Wilson St, Atlanta, GA 30301",Monitores
AA Batteries (4-pack),1,3.84,2022-12-17,"819 Lake St, Portland, OR 97035",Pilas
iPhone,1,700,2022-12-16,"342 9th St, New York City, NY 10001",Teléfonos
27in FHD Monitor,1,149.99,2022-12-30,"594 4th St, Los Angeles, CA 90001",Monitores
Lightning Charging Cable,1,14.95,2022-12-13,"734 Hill St, New York City, NY 10001",Cargadores
Wired Headphones,1,11.99,2022-12-20,"918 4th St, Seattle, WA 98101",Auriculares
Lightning Charging Cable,1,14.95,2022-12-29,"795 8th St, Seattle, WA 98101",Cargadores
Lightning Charging Cable,1,14.95,2022-12-29,"44 Main St, Atlanta, GA 30301",Cargadores
Apple Airpods Headphones,1,150,2022-12-19,"632 Cherry St, Los Angeles, CA 90001",Auriculares
Google Phone,1,600,2022-12-16,"439 Jefferson St, Dallas, TX 75001",Teléfonos
AAA Batteries (4-pack),1,2.99,2022-12-21,"598 14th St, Atlanta, GA 30301",Pilas
AA Batteries (4-pack),1,3.84,2022-12-20,"820 Adams St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2022-12-20,"413 Forest St, Boston, MA 02215",Cargadores
34in Ultrawide Monitor,1,379.99,2022-12-31,"544 South St, Dallas, TX 75001",Monitores
Vareebadd Phone,1,400,2022-12-18,"87 5th St, San Francisco, CA 94016",Teléfonos
USB-C Charging Cable,1,11.95,2022-12-18,"87 5th St, San Francisco, CA 94016",Cargadores
Bose SoundSport Headphones,1,99.99,2022-12-21,"801 West St, Boston, MA 02215",Auriculares
Lightning Charging Cable,1,14.95,2022-12-17,"157 Main St, Austin, TX 73301",Cargadores
Lightning Charging Cable,1,14.95,2022-12-17,"420 Center St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2022-12-26,"286 North St, New York City, NY 10001",Cargadores
Google Phone,1,600,2022-12-27,"275 Jackson St, San Francisco, CA 94016",Teléfonos
USB-C Charging Cable,1,11.95,2022-12-27,"275 Jackson St, San Francisco, CA 94016",Cargadores
Apple Airpods Headphones,1,150,2022-12-20,"177 Walnut St, Los Angeles, CA 90001",Auriculares
Lightning Charging Cable,1,14.95,2022-12-25,"677 Lakeview St, Seattle, WA 98101",Cargadores
Wired Headphones,1,11.99,2022-12-28,"163 Washington St, Portland, ME 04101",Auriculares
Wired Headphones,1,11.99,2022-12-17,"372 Chestnut St, Austin, TX 73301",Auriculares
Lightning Charging Cable,1,14.95,2022-12-31,"943 Johnson St, San Francisco, CA 94016",Cargadores
34in Ultrawide Monitor,1,379.99,2022-12-23,"838 Ridge St, San Francisco, CA 94016",Monitores
Wired Headphones,1,11.99,2022-12-18,"528 Willow St, New York City, NY 10001",Auriculares
Lightning Charging Cable,1,14.95,2022-12-13,"323 Forest St, Dallas, TX 75001",Cargadores
