Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Bose SoundSport Headphones,1,99.99,2022-04-19,"682 Chestnut St, Boston, MA 02215",Auriculares
Google Phone,1,600,2022-04-24,"669 Spruce St, Los Angeles, CA 90001",Teléfonos
Wired Headphones,1,11.99,2022-04-24,"669 Spruce St, Los Angeles, CA 90001",Auriculares
Bose SoundSport Headphones,1,99.99,2022-04-14,"668 Center St, Seattle, WA 98101",Auriculares
USB-C Charging Cable,1,11.95,2022-04-24,"790 Ridge St, Atlanta, GA 30301",Cargadores
Wired Headphones,1,11.99,2022-04-20,"83 7th St, Boston, MA 02215",Auriculares
Google Phone,1,600,2022-04-30,"444 7th St, Los Angeles, CA 90001",Teléfonos
Lightning Charging Cable,1,14.95,2022-04-27,"438 Elm St, Seattle, WA 98101",Cargadores
27in 4K Gaming Monitor,1,389.99,2022-04-28,"657 Hill St, Dallas, TX 75001",Monitores
Apple Airpods Headphones,1,150,2022-04-16,"149 Dogwood St, New York City, NY 10001",Auriculares
Google Phone,1,600,2022-04-15,"20 Hill St, Los Angeles, CA 90001",Teléfonos
USB-C Charging Cable,1,11.95,2022-04-15,"20 Hill St, Los Angeles, CA 90001",Cargadores
Apple Airpods Headphones,1,150,2022-04-16,"260 Spruce St, Dallas, TX 75001",Auriculares
Apple Airpods Headphones,1,150,2022-04-21,"513 Church St, Boston, MA 02215",Auriculares
AA Batteries (4-pack),1,3.84,2022-04-23,"886 Jefferson St, New York City, NY 10001",Pilas
USB-C Charging Cable,1,11.95,2022-04-17,"886 Willow St, Los Angeles, CA 90001",Cargadores
iPhone,1,700,2022-04-21,"84 Jackson St, Boston, MA 02215",Teléfonos
Bose SoundSport Headphones,1,99.99,2022-04-19,"823 Highland St, Boston, MA 02215",Auriculares
Bose SoundSport Headphones,1,99.99,2022-04-19,"823 Highland St, Boston, MA 02215",Auriculares
AAA Batteries (4-pack),2,2.99,2022-04-22,"365 Center St, San Francisco, CA 94016",Pilas
Google Phone,1,600,2022-04-22,"365 Center St, San Francisco, CA 94016",Teléfonos
20in Monitor,1,109.99,2022-04-14,"765 Cherry St, Seattle, WA 98101",Monitores
Lightning Charging Cable,1,14.95,2022-04-16,"846 Highland St, Atlanta, GA 30301",Cargadores
Google Phone,1,600,2022-04-23,"873 6th St, New York City, NY 10001",Teléfonos
Lightning Charging Cable,2,14.95,2022-04-27,"906 7th St, Portland, OR 97035",Cargadores
Wired Headphones,1,11.99,2022-04-29,"63 Maple St, San Francisco, CA 94016",Auriculares
Wired Headphones,3,11.99,2022-04-14,"383 6th St, Los Angeles, CA 90001",Auriculares
Lightning Charging Cable,1,14.95,2022-04-23,"279 Maple St, New York City, NY 10001",Cargadores
USB-C Charging Cable,1,11.95,2022-04-14,"754 10th St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2022-04-13,"858 6th St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2022-04-14,"462 11th St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2022-04-27,"717 Pine St, San Francisco, CA 94016",Cargadores
AAA Batteries (4-pack),2,2.99,2022-04-30,"689 10th St, Boston, MA 02215",Pilas
iPhone,1,700,2022-04-23,"15 Cherry St, San Francisco, CA 94016",Teléfonos
Apple Airpods Headphones,1,150,2022-04-23,"267 11th St, Austin, TX 73301",Auriculares
Apple Airpods Headphones,1,150,2022-04-16,"149 North St, Seattle, WA 98101",Auriculares
AA Batteries (4-pack),1,3.84,2022-04-19,"647 Jackson St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2022-04-17,"380 Washington St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,2,14.95,2022-04-30,"273 South St, San Francisco, CA 94016",Cargadores
Flatscreen TV,1,300,2022-04-28,"116 North St, Los Angeles, CA 90001",Televisores
USB-C Charging Cable,1,11.95,2022-04-29,"994 Pine St, Los Angeles, CA 90001",Cargadores
Lightning Charging Cable,1,14.95,2022-04-23,"863 8th St, Boston, MA 02215",Cargadores
AA Batteries (4-pack),1,3.84,2022-04-23,"983 11th St, San Francisco, CA 94016",Pilas
Bose SoundSport Headphones,1,99.99,2022-04-13,"491 Chestnut St, Boston, MA 02215",Auriculares
Lightning Charging Cable,2,14.95,2022-04-27,"628 Wilson St, Dallas, TX 75001",Cargadores
Google Phone,1,600,2022-04-22,"770 Maple St, San Francisco, CA 94016",Teléfonos
USB-C Charging Cable,1,11.95,2022-04-25,"292 Dogwood St, San Francisco, CA 94016",Cargadores
AAA Batteries (4-pack),1,2.99,2022-04-26,"814 Madison St, San Francisco, CA 94016",Pilas
