Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
Wired Headphones,1,11.99,2020-05-04,"333 8th St, Los Angeles, CA 90001",Auriculares
USB-C Charging Cable,1,11.95,2020-05-03,"381 Wilson St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2020-05-01,"214 Chestnut St, San Francisco, CA 94016",Cargadores
AAA Batteries (4-pack),1,2.99,2020-05-01,"433 Hill St, New York City, NY 10001",Pilas
Apple Airpods Headphones,1,150,2020-05-02,"771 Ridge St, Los Angeles, CA 90001",Auriculares
Bose SoundSport Headphones,1,99.99,2020-05-01,"178 Lincoln St, Atlanta, GA 30301",Auriculares
27in FHD Monitor,1,149.99,2020-05-03,"557 5th St, Los Angeles, CA 90001",Monitores
USB-C Charging Cable,1,11.95,2020-05-01,"352 4th St, Los Angeles, CA 90001",Cargadores
Apple Airpods Headphones,1,150,2020-05-01,"572 Meadow St, Dallas, TX 75001",Auriculares
27in 4K Gaming Monitor,1,389.99,2020-05-04,"87 West St, Boston, MA 02215",Monitores
Lightning Charging Cable,1,14.95,2020-05-04,"9 Jefferson St, Dallas, TX 75001",Cargadores
Bose SoundSport Headphones,1,99.99,2020-05-04,"971 Sunset St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2020-05-04,"833 River St, Dallas, TX 75001",Cargadores
AA Batteries (4-pack),1,3.84,2020-05-02,"664 Church St, Seattle, WA 98101",Pilas
AA Batteries (4-pack),1,3.84,2020-05-04,"140 10th St, Boston, MA 02215",Pilas
Macbook Pro Laptop,1,1700,2020-05-02,"853 Cedar St, San Francisco, CA 94016",Portátiles
Wired Headphones,2,11.99,2020-05-01,"164 Lake St, San Francisco, CA 94016",Auriculares
Macbook Pro Laptop,1,1700,2020-05-01,"373 Adams St, Boston, MA 02215",Portátiles
20in Monitor,1,109.99,2020-05-03,"804 Church St, Dallas, TX 75001",Monitores
Lightning Charging Cable,1,14.95,2020-05-01,"593 Adams St, Boston, MA 02215",Cargadores
Macbook Pro Laptop,1,1700,2020-05-04,"121 Wilson St, Los Angeles, CA 90001",Portátiles
Bose SoundSport Headphones,1,99.99,2020-05-02,"49 Jefferson St, Boston, MA 02215",Auriculares
Wired Headphones,1,11.99,2020-05-02,"542 Ridge St, New York City, NY 10001",Auriculares
Flatscreen TV,1,300,2020-05-04,"796 River St, Dallas, TX 75001",Televisores
Apple Airpods Headphones,1,150,2020-05-01,"258 Jefferson St, San Francisco, CA 94016",Auriculares
Flatscreen TV,1,300,2020-05-01,"602 Hickory St, Boston, MA 02215",Televisores
USB-C Charging Cable,1,11.95,2020-05-03,"990 Ridge St, San Francisco, CA 94016",Cargadores
Macbook Pro Laptop,1,1700,2020-05-01,"645 7th St, San Francisco, CA 94016",Portátiles
AA Batteries (4-pack),1,3.84,2020-05-03,"206 10th St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2020-05-02,"689 9th St, Austin, TX 73301",Pilas
27in 4K Gaming Monitor,1,389.99,2020-05-04,"772 11th St, Atlanta, GA 30301",Monitores
Vareebadd Phone,1,400,2020-05-02,"125 North St, San Francisco, CA 94016",Teléfonos
AA Batteries (4-pack),1,3.84,2020-05-03,"627 12th St, Boston, MA 02215",Pilas
Google Phone,1,600,2020-05-02,"933 Meadow St, San Francisco, CA 94016",Teléfonos
Wired Headphones,1,11.99,2020-05-02,"933 Meadow St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),1,2.99,2020-05-04,"86 Meadow St, Atlanta, GA 30301",Pilas
Google Phone,1,600,2020-05-02,"269 Hill St, Atlanta, GA 30301",Teléfonos
Wired Headphones,1,11.99,2020-05-02,"269 Hill St, Atlanta, GA 30301",Auriculares
Wired Headphones,1,11.99,2020-05-04,"335 Wilson St, San Francisco, CA 94016",Auriculares
27in FHD Monitor,1,149.99,2020-05-02,"442 Center St, Boston, MA 02215",Monitores
Bose SoundSport Headphones,1,99.99,2020-05-04,"418 14th St, Portland, OR 97035",Auriculares
AAA Batteries (4-pack),1,2.99,2020-05-03,"267 Willow St, San Francisco, CA 94016",Pilas
AA Batteries (4-pack),1,3.84,2020-05-03,"489 9th St, Dallas, TX 75001",Pilas
AAA Batteries (4-pack),1,2.99,2020-05-03,"240 14th St, Boston, MA 02215",Pilas
Apple Airpods Headphones,1,150,2020-05-04,"117 Lake St, New York City, NY 10001",Auriculares
34in Ultrawide Monitor,1,379.99,2020-05-02,"118 Church St, Seattle, WA 98101",Monitores
Google Phone,1,600,2020-05-04,"980 7th St, Los Angeles, CA 90001",Teléfonos
AAA Batteries (4-pack),1,2.99,2020-05-03,"249 Jefferson St, Los Angeles, CA 90001",Pilas
Bose SoundSport Headphones,1,99.99,2020-05-02,"719 West St, Austin, TX 73301",Auriculares
Lightning Charging Cable,1,14.95,2020-05-01,"991 6th St, New York City, NY 10001",Cargadores
USB-C Charging Cable,1,11.95,2020-05-01,"347 Jackson St, Los Angeles, CA 90001",Cargadores
Flatscreen TV,1,300,2020-05-03,"595 West St, Dallas, TX 75001",Televisores
Bose SoundSport Headphones,1,99.99,2020-05-02,"524 Elm St, San Francisco, CA 94016",Auriculares
Bose SoundSport Headphones,1,99.99,2020-05-02,"183 2nd St, Atlanta, GA 30301",Auriculares
Apple Airpods Headphones,1,150,2020-05-05,"589 Lake St, Portland, OR 97035",Auriculares
AAA Batteries (4-pack),2,2.99,2020-05-02,"315 9th St, New York City, NY 10001",Pilas
Lightning Charging Cable,1,14.95,2020-05-04,"251 South St, Boston, MA 02215",Cargadores
Lightning Charging Cable,1,14.95,2020-05-02,"192 7th St, Seattle, WA 98101",Cargadores
Lightning Charging Cable,1,14.95,2020-05-02,"375 Jefferson St, Los Angeles, CA 90001",Cargadores
Apple Airpods Headphones,1,150,2020-05-02,"885 Jefferson St, Dallas, TX 75001",Auriculares
Lightning Charging Cable,3,14.95,2020-05-03,"987 9th St, New York City, NY 10001",Cargadores
Bose SoundSport Headphones,1,99.99,2020-05-01,"565 Madison St, Los Angeles, CA 90001",Auriculares
Wired Headphones,1,11.99,2020-05-03,"404 Church St, Boston, MA 02215",Auriculares
USB-C Charging Cable,1,11.95,2020-05-04,"268 Johnson St, Los Angeles, CA 90001",Cargadores
Lightning Charging Cable,2,14.95,2020-05-01,"125 Park St, San Francisco, CA 94016",Cargadores
34in Ultrawide Monitor,1,379.99,2020-05-01,"135 Jefferson St, San Francisco, CA 94016",Monitores
Vareebadd Phone,1,400,2020-05-03,"406 12th St, Los Angeles, CA 90001",Teléfonos
Apple Airpods Headphones,1,150,2020-05-01,"60 Highland St, San Francisco, CA 94016",Auriculares
Wired Headphones,1,11.99,2020-05-02,"959 Washington St, Los Angeles, CA 90001",Auriculares
Lightning Charging Cable,1,14.95,2020-05-02,"60 Cherry St, San Francisco, CA 94016",Cargadores
Wired Headphones,1,11.99,2020-05-01,"327 12th St, Atlanta, GA 30301",Auriculares
27in FHD Monitor,1,149.99,2020-05-03,"124 Church St, San Francisco, CA 94016",Monitores
Flatscreen TV,1,300,2020-05-04,"785 8th St, Atlanta, GA 30301",Televisores
Lightning Charging Cable,1,14.95,2020-05-01,"924 Cedar St, Atlanta, GA 30301",Cargadores
Apple Airpods Headphones,1,150,2020-05-04,"960 4th St, Austin, TX 73301",Auriculares
AA Batteries (4-pack),1,3.84,2020-05-02,"639 11th St, Austin, TX 73301",Pilas
Bose SoundSport Headphones,1,99.99,2020-05-02,"410 Jefferson St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),2,2.99,2020-05-02,"307 8th St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150,2020-05-04,"57 11th St, Seattle, WA 98101",Auriculares
Bose SoundSport Headphones,1,99.99,2020-05-02,"838 Johnson St, San Francisco, CA 94016",Auriculares
Lightning Charging Cable,1,14.95,2020-05-04,"142 Wilson St, New York City, NY 10001",Cargadores
Wired Headphones,1,11.99,2020-05-01,"727 Pine St, Los Angeles, CA 90001",Auriculares
AAA Batteries (4-pack),1,2.99,2020-05-01,"136 6th St, San Francisco, CA 94016",Pilas
iPhone,1,700,2020-05-02,"39 Lakeview St, Boston, MA 02215",Teléfonos
Apple Airpods Headphones,1,150,2020-05-02,"39 Lakeview St, Boston, MA 02215",Auriculares
AAA Batteries (4-pack),3,2.99,2020-05-02,"39 Lakeview St, Boston, MA 02215",Pilas
Bose SoundSport Headphones,1,99.99,2020-05-02,"872 13th St, New York City, NY 10001",Auriculares
AAA Batteries (4-pack),2,2.99,2020-05-03,"281 Lake St, Los Angeles, CA 90001",Pilas
Vareebadd Phone,1,400,2020-05-04,"164 2nd St, Austin, TX 73301",Teléfonos
AA Batteries (4-pack),3,3.84,2020-05-03,"107 Chestnut St, New York City, NY 10001",Pilas
AAA Batteries (4-pack),1,2.99,2020-05-03,"287 North St, Los Angeles, CA 90001",Pilas
Apple Airpods Headphones,1,150,2020-05-03,"586 Jackson St, Dallas, TX 75001",Auriculares
Bose SoundSport Headphones,1,99.99,2020-05-02,"789 11th St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),1,3.84,2020-05-02,"789 11th St, San Francisco, CA 94016",Pilas
