Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Category
34in Ultrawide Monitor,1,379.99,2019-10-28,"609 Cherry St, Dallas, TX 75001",Monitores
27in 4K Gaming Monitor,1,389.99,2019-10-28,"225 5th St, Los Angeles, CA 90001",Monitores
AAA Batteries (4-pack),2,2.99,2019-10-24,"967 12th St, New York City, NY 10001",Pilas
27in FHD Monitor,1,149.99,2019-10-14,"628 Jefferson St, New York City, NY 10001",Monitores
Wired Headphones,1,11.99,2019-10-07,"534 14th St, Los Angeles, CA 90001",Auriculares
AAA Batteries (4-pack),1,2.99,2019-10-01,"976 Lake St, New York City, NY 10001",Pilas
Wired Headphones,1,11.99,2019-10-29,"874 North St, Los Angeles, CA 90001",Auriculares
Lightning Charging Cable,1,14.95,2019-10-29,"127 12th St, Los Angeles, CA 90001",Cargadores
Apple Airpods Headphones,1,150.0,2019-10-20,"955 9th St, Los Angeles, CA 90001",Auriculares
Apple Airpods Headphones,1,150.0,2019-10-16,"742 14th St, San Francisco, CA 94016",Auriculares
27in FHD Monitor,1,149.99,2019-10-13,"960 Ridge St, Boston, MA 02215",Monitores
USB-C Charging Cable,1,11.95,2019-10-26,"538 Johnson St, Portland, OR 97035",Cargadores
20in Monitor,1,109.99,2019-10-28,"528 Forest St, San Francisco, CA 94016",Monitores
iPhone,1,700.0,2019-10-26,"306 Main St, Los Angeles, CA 90001",Teléfonos
Wired Headphones,1,11.99,2019-10-17,"434 Madison St, San Francisco, CA 94016",Auriculares
27in FHD Monitor,1,149.99,2019-10-31,"924 Church St, San Francisco, CA 94016",Monitores
Apple Airpods Headphones,1,150.0,2019-10-17,"784 6th St, Los Angeles, CA 90001",Auriculares
USB-C Charging Cable,1,11.95,2019-10-10,"557 Forest St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2019-10-12,"218 14th St, San Francisco, CA 94016",Monitores
Bose SoundSport Headphones,1,99.99,2019-10-23,"88 Main St, Boston, MA 02215",Auriculares
Lightning Charging Cable,1,14.95,2019-10-18,"997 1st St, Boston, MA 02215",Cargadores
27in 4K Gaming Monitor,1,389.99,2019-10-09,"148 Lincoln St, San Francisco, CA 94016",Monitores
Apple Airpods Headphones,1,150.0,2019-10-19,"424 North St, San Francisco, CA 94016",Auriculares
ThinkPad Laptop,1,999.99,2019-10-25,"887 12th St, New York City, NY 10001",Portátiles
Wired Headphones,1,11.99,2019-10-18,"605 Ridge St, New York City, NY 10001",Auriculares
Apple Airpods Headphones,1,150.0,2019-10-13,"597 6th St, Los Angeles, CA 90001",Auriculares
ThinkPad Laptop,1,999.99,2019-10-29,"383 Cedar St, Dallas, TX 75001",Portátiles
Lightning Charging Cable,1,14.95,2019-10-28,"892 1st St, Los Angeles, CA 90001",Cargadores
Lightning Charging Cable,1,14.95,2019-10-16,"966 Hickory St, Los Angeles, CA 90001",Cargadores
Bose SoundSport Headphones,1,99.99,2019-10-01,"695 6th St, New York City, NY 10001",Auriculares
AA Batteries (4-pack),1,3.84,2019-10-12,"948 Forest St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2019-10-17,"661 Maple St, Dallas, TX 75001",Pilas
Lightning Charging Cable,1,14.95,2019-10-08,"134 Cherry St, Atlanta, GA 30301",Cargadores
Google Phone,1,600.0,2019-10-24,"374 Hill St, Dallas, TX 75001",Teléfonos
Wired Headphones,1,11.99,2019-10-19,"374 Forest St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),1,3.84,2019-10-22,"2 13th St, New York City, NY 10001",Pilas
AA Batteries (4-pack),1,3.84,2019-10-24,"909 Lake St, Atlanta, GA 30301",Pilas
Bose SoundSport Headphones,1,99.99,2019-10-13,"235 Adams St, Atlanta, GA 30301",Auriculares
AAA Batteries (4-pack),1,2.99,2019-10-23,"218 Spruce St, Austin, TX 73301",Pilas
Wired Headphones,1,11.99,2019-10-01,"901 Walnut St, Atlanta, GA 30301",Auriculares
Bose SoundSport Headphones,1,99.99,2019-10-22,"367 Pine St, Seattle, WA 98101",Auriculares
AAA Batteries (4-pack),2,2.99,2019-10-31,"263 Willow St, San Francisco, CA 94016",Pilas
27in 4K Gaming Monitor,1,389.99,2019-10-19,"628 Forest St, Los Angeles, CA 90001",Monitores
Wired Headphones,1,11.99,2019-10-15,"291 Lincoln St, Los Angeles, CA 90001",Auriculares
AA Batteries (4-pack),3,3.84,2019-10-09,"11 Lakeview St, Seattle, WA 98101",Pilas
USB-C Charging Cable,1,11.95,2019-10-25,"255 Cedar St, New York City, NY 10001",Cargadores
Bose SoundSport Headphones,1,99.99,2019-10-07,"883 5th St, Boston, MA 02215",Auriculares
Bose SoundSport Headphones,1,99.99,2019-10-07,"698 Center St, Dallas, TX 75001",Auriculares
AA Batteries (4-pack),1,3.84,2019-10-12,"665 Elm St, Atlanta, GA 30301",Pilas
Lightning Charging Cable,1,14.95,2019-10-30,"189 Chestnut St, San Francisco, CA 94016",Cargadores
34in Ultrawide Monitor,1,379.99,2019-10-21,"36 Pine St, Los Angeles, CA 90001",Monitores
27in FHD Monitor,1,149.99,2019-10-03,"854 Main St, Austin, TX 73301",Monitores
AA Batteries (4-pack),2,3.84,2019-10-01,"110 Hill St, San Francisco, CA 94016",Pilas
AA Batteries (4-pack),1,3.84,2019-10-09,"39 West St, San Francisco, CA 94016",Pilas
Apple Airpods Headphones,1,150.0,2019-10-24,"276 North St, Los Angeles, CA 90001",Auriculares
Bose SoundSport Headphones,1,99.99,2019-10-30,"387 West St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150.0,2019-10-08,"29 Washington St, San Francisco, CA 94016",Auriculares
AAA Batteries (4-pack),2,2.99,2019-10-16,"280 8th St, Portland, OR 97035",Pilas
Vareebadd Phone,1,400.0,2019-10-10,"680 South St, Dallas, TX 75001",Teléfonos
Wired Headphones,1,11.99,2019-10-08,"908 Washington St, Seattle, WA 98101",Auriculares
iPhone,1,700.0,2019-10-25,"253 8th St, Austin, TX 73301",Teléfonos
USB-C Charging Cable,1,11.95,2019-10-28,"820 South St, Los Angeles, CA 90001",Cargadores
Google Phone,1,600.0,2019-10-18,"791 Forest St, Los Angeles, CA 90001",Teléfonos
USB-C Charging Cable,2,11.95,2019-10-18,"791 Forest St, Los Angeles, CA 90001",Cargadores
Wired Headphones,1,11.99,2019-10-19,"240 Chestnut St, San Francisco, CA 94016",Auriculares
Google Phone,1,600.0,2019-10-05,"849 Ridge St, San Francisco, CA 94016",Teléfonos
USB-C Charging Cable,1,11.95,2019-10-05,"849 Ridge St, San Francisco, CA 94016",Cargadores
AA Batteries (4-pack),1,3.84,2019-10-14,"32 12th St, New York City, NY 10001",Pilas
USB-C Charging Cable,2,11.95,2019-10-31,"64 Lake St, Atlanta, GA 30301",Cargadores
Lightning Charging Cable,1,14.95,2019-10-18,"81 Spruce St, Austin, TX 73301",Cargadores
27in 4K Gaming Monitor,1,389.99,2019-10-17,"595 6th St, Dallas, TX 75001",Monitores
iPhone,1,700.0,2019-10-06,"528 13th St, New York City, NY 10001",Teléfonos
AA Batteries (4-pack),1,3.84,2019-10-07,"891 14th St, Los Angeles, CA 90001",Pilas
Lightning Charging Cable,1,14.95,2019-10-21,"632 Willow St, San Francisco, CA 94016",Cargadores
USB-C Charging Cable,1,11.95,2019-10-02,"212 Hill St, San Francisco, CA 94016",Cargadores
27in FHD Monitor,1,149.99,2019-10-23,"962 South St, Boston, MA 02215",Monitores
iPhone,1,700.0,2019-10-20,"47 4th St, Boston, MA 02215",Teléfonos
Bose SoundSport Headphones,1,99.99,2019-10-11,"114 Park St, Boston, MA 02215",Auriculares
Lightning Charging Cable,1,14.95,2019-10-21,"499 2nd St, Boston, MA 02215",Cargadores
Wired Headphones,1,11.99,2019-10-17,"664 9th St, Boston, MA 02215",Auriculares
Wired Headphones,2,11.99,2019-10-26,"23 Walnut St, San Francisco, CA 94016",Auriculares
AA Batteries (4-pack),1,3.84,2019-10-02,"935 Willow St, Seattle, WA 98101",Pilas
iPhone,1,700.0,2019-10-29,"176 5th St, Los Angeles, CA 90001",Teléfonos
Lightning Charging Cable,1,14.95,2019-10-29,"176 5th St, Los Angeles, CA 90001",Cargadores
USB-C Charging Cable,1,11.95,2019-10-15,"5 Hill St, San Francisco, CA 94016",Cargadores
AA Batteries (4-pack),1,3.84,2019-10-04,"71 Meadow St, Los Angeles, CA 90001",Pilas
AA Batteries (4-pack),1,3.84,2019-10-26,"413 7th St, San Francisco, CA 94016",Pilas
USB-C Charging Cable,1,11.95,2019-10-05,"966 14th St, Los Angeles, CA 90001",Cargadores
Vareebadd Phone,1,400.0,2019-10-01,"875 Lakeview St, Los Angeles, CA 90001",Teléfonos
Google Phone,1,600.0,2019-10-29,"982 8th St, Austin, TX 73301",Teléfonos
USB-C Charging Cable,1,11.95,2019-10-29,"301 4th St, Atlanta, GA 30301",Cargadores
20in Monitor,1,109.99,2019-10-16,"796 Washington St, Los Angeles, CA 90001",Monitores
27in FHD Monitor,1,149.99,2019-10-02,"886 1st St, San Francisco, CA 94016",Monitores
AA Batteries (4-pack),2,3.84,2019-10-18,"145 River St, Los Angeles, CA 90001",Pilas
AA Batteries (4-pack),1,3.84,2019-10-11,"947 Sunset St, Boston, MA 02215",Pilas
AAA Batteries (4-pack),1,2.99,2019-10-16,"796 8th St, San Francisco, CA 94016",Pilas
34in Ultrawide Monitor,1,379.99,2019-10-13,"951 Elm St, Dallas, TX 75001",Monitores
USB-C Charging Cable,1,11.95,2019-10-27,"709 Madison St, San Francisco, CA 94016",Cargadores
Flatscreen TV,1,300.0,2019-10-10,"94 Spruce St, Los Angeles, CA 90001",Televisores
Wired Headphones,1,11.99,2019-10-02,"387 7th St, New York City, NY 10001",Auriculares
Lightning Charging Cable,1,14.95,2019-10-13,"750 7th St, San Francisco, CA 94016",Cargadores
Lightning Charging Cable,1,14.95,2019-10-25,"271 River St, Dallas, TX 75001",Cargadores
Apple Airpods Headphones,1,150.0,2019-10-25,"860 Main St, Boston, MA 02215",Auriculares
34in Ultrawide Monitor,1,379.99,2019-10-08,"728 1st St, Portland, OR 97035",Monitores
ThinkPad Laptop,1,999.99,2019-10-08,"728 1st St, Portland, OR 97035",Portátiles
Bose SoundSport Headphones,1,99.99,2019-10-25,"384 Ridge St, Boston, MA 02215",Auriculares
Apple Airpods Headphones,1,150.0,2019-10-11,"368 Maple St, Atlanta, GA 30301",Auriculares
Apple Airpods Headphones,1,150.0,2019-10-08,"495 Hickory St, Boston, MA 02215",Auriculares
USB-C Charging Cable,1,11.95,2019-10-18,"582 2nd St, Boston, MA 02215",Cargadores
Wired Headphones,1,11.99,2019-10-27,"647 8th St, Los Angeles, CA 90001",Auriculares
Lightning Charging Cable,1,14.95,2019-10-24,"478 Church St, Austin, TX 73301",Cargadores
Wired Headphones,1,11.99,2019-10-08,"953 West St, San Francisco, CA 94016",Auriculares
USB-C Charging Cable,1,11.95,2019-10-26,"454 Ridge St, New York City, NY 10001",Cargadores
AA Batteries (4-pack),3,3.84,2019-10-06,"512 1st St, Austin, TX 73301",Pilas
Bose SoundSport Headphones,1,99.99,2019-10-28,"221 River St, Portland, OR 97035",Auriculares
Macbook Pro Laptop,1,1700.0,2019-10-19,"822 9th St, Atlanta, GA 30301",Portátiles
27in FHD Monitor,1,149.99,2019-10-28,"226 Sunset St, San Francisco, CA 94016",Monitores
Google Phone,1,600.0,2019-10-12,"243 West St, Los Angeles, CA 90001",Teléfonos
27in FHD Monitor,1,149.99,2019-10-25,"144 Ridge St, Atlanta, GA 30301",Monitores
Apple Airpods Headphones,1,150.0,2019-10-24,"26 Chestnut St, Atlanta, GA 30301",Auriculares
Apple Airpods Headphones,1,150.0,2019-10-21,"460 14th St, Austin, TX 73301",Auriculares
Bose SoundSport Headphones,1,99.99,2019-10-05,"339 Spruce St, Los Angeles, CA 90001",Auriculares
Google Phone,1,600.0,2019-10-13,"995 Main St, San Francisco, CA 94016",Teléfonos
LG Dryer,1,600.0,2019-10-12,"822 North St, San Francisco, CA 94016",Electrodomésticos
AAA Batteries (4-pack),1,2.99,2019-10-12,"822 North St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),2,2.99,2019-10-12,"874 1st St, New York City, NY 10001",Pilas
20in Monitor,1,109.99,2019-10-29,"43 Sunset St, Atlanta, GA 30301",Monitores
AAA Batteries (4-pack),1,2.99,2019-10-14,"231 Ridge St, New York City, NY 10001",Pilas
USB-C Charging Cable,1,11.95,2019-10-08,"205 12th St, Seattle, WA 98101",Cargadores
Lightning Charging Cable,1,14.95,2019-10-24,"280 Cherry St, New York City, NY 10001",Cargadores
AAA Batteries (4-pack),1,2.99,2019-10-23,"872 Lakeview St, San Francisco, CA 94016",Pilas
AAA Batteries (4-pack),1,2.99,2019-10-03,"27 Cedar St, Seattle, WA 98101",Pilas
27in 4K Gaming Monitor,1,389.99,2019-10-23,"118 6th St, Los Angeles, CA 90001",Monitores
34in Ultrawide Monitor,1,379.99,2019-10-27,"766 Hickory St, San Francisco, CA 94016",Monitores
ThinkPad Laptop,1,999.99,2019-10-09,"699 Lake St, San Francisco, CA 94016",Portátiles
